amount,claimer,claims
577.165746,\x3b6f4f18dc6dfc18de9305c82dd90b34c8d88701,1
577.150895,\x7565870388d5e3e27b60b951516331dcfafbcf47,1
577.073131,\xaa935ee459ff72e4292ba17839d94e64746c5a31,1
576.943714,\xa06c44151e84a85456a1370cc73a23848d1802ff,1
576.909616,\x7113590c7f32e5a4864b091100bfee61468d1387,1
576.843956,\xd0c838486120cda746ca514f76c70938bf708b90,1
576.731469,\x8a7dacf37cb36507e56937e854cf2654b0bff2d6,1
576.649086,\x3e1b9c343423f9192b49cf6d7a485dbee20ba5d6,1
576.634699,\x3238b53a910b69f5dbdb31786613ce944536ba19,1
576.310611,\x8c4eb6988a199dabcae0ce31052b3f3ac591787e,1
576.284888,\x4d74c249afae019630c159d5ce34bdc5f48c3093,1
576.013435,\x7ccc5afde6f522ca9ebb74638ae92c9a4f8ff6b1,1
575.897843,\x3544fa4f39a5d6586de28ef029f885551e9884b4,1
575.624196,\xf79bc1cd911d8757a0d199a293982717df02bc86,1
575.597346,\xfe667f5bb242473bfa5e1eaf305703f2322795cf,1
575.569493,\x7126f024d299e43bb0b4e64306c0a5a2ddd11397,1
575.562493,\x58d8727635d948684050f57054006f8cc5b3ba44,1
575.35266,\x3c8c80fb3c4d3337f904cf2ea195a158e8747361,1
575.287367,\xb7f05becadaa8947424e86b3955fc37e7bfdf306,1
575.220772,\x1cb4831b6df1d9cb07279b93a0e101db9b2295d0,1
575.193584,\xa728ada3eb99f9fe120c2014d2095784bd7f6cd4,1
575.09439,\x102a0e699427887f1a3a296b772bbe9ed1d05666,1
575.022096,\x17f79a80dffd39df8f87e73d1301924c7321accb,1
574.981584,\x2fe7d879e342fee5f1d04bfedaf35bb9d4fa5b89,1
574.716824,\xa8f984e20110ae16086bf23750c7fac570d15e76,1
574.714516,\x41bc7d0687e6cea57fa26da78379dfdc5627c56d,1
574.654128,\xf5dcb2a47f738d8ba39f9fa2ddc7592f268a262a,1
574.648632,\xaa013025e2b9827d85660e4966942da74c101969,1
574.381077,\xcd66bca9753a91a0cbfe09e5a2edc906b5788452,1
574.328793,\x770b858754814c164472fda2992955192b5518b8,1
574.261652,\x707707f87117c78e25806a575d23a1aa81c20bb0,1
574.057467,\xcba113e1ecffd45a035bf1f1e693c74196c9f017,1
574.054031,\xa26d712ff4735bf6e4b02dd5bd75da314a5aa92c,1
574.028912,\xbeb7f097d4d84708c030e7f7b880aa7cf8b72697,1
574.020401,\x639e4bb8d28d477beba288da38696948df14d68e,1
573.986728,\xb2db1369b288b4b8d6981e04980c9fabf2e25b63,1
573.974504,\x3b93eba2927c92865855559a518d3b42b0279864,1
573.971762,\xf362a9d7ba3e2ff709f27d78c0545533763d06c1,1
573.804222,\xe38e707ccf5e0ce883a7902f0345be0b89a0e731,1
573.773816,\x283595fead517ed0e15f34bf1f38d461f248f6d2,1
573.720529,\x00bd4ffc99b0954f458de8715d4b7a20458a79d6,1
573.569079,\x4c9e473b68545136d520017031ca9e902c5e4604,1
573.377244,\xf75fcd9849d3365d436d0cd889ed500150c9482a,1
573.264288,\x9be95c6468d2e45835b2b25af2477bb8d7c9808d,1
573.156978,\x741a9c2287e3f91d5f5e57cd3d0ccde375219109,1
573.06174,\x48f1c4943cb461365910f014e1d2bab5702c4b26,1
573.054422,\xb4c41864b06e7b9d6f01fbf2b6d6b865175fa8d0,1
572.947469,\xde34e7cf955a7d633022b3ed79f03329429d01d5,1
572.675811,\xa4005f0c192ee6bd2f8cbeb905a8cd416fac81a6,1
572.671118,\x8496dadba8df94c44bcedae813ddd3df11c45f37,1
572.664529,\xee8a23928d285ae3d16cb0dcf98b638f5c7e056d,1
572.615659,\xd0494dd775764877021a1cf799f7106b764d7526,1
572.565724,\xfba4f88dfa6de3dafd7bafdb527d36eba840cc05,1
572.534999,\x25daa056db39450839a06ceb907e1d5e3d35f10f,1
572.513806,\xfbfdc764ae90edf6ee9443b5d0a7514199f7ccab,1
572.447523,\xf3386f459c962d81c1c5a78befe9f92ff8e15e0e,1
572.411521,\xc2470c7cdc76ea89bbd83074d210ab255c9537b4,1
572.33424,\x95861c41e7767dc737bca90b175ad51e5f7b9ada,1
572.261389,\x862d1722f71f4b1000c2bf06c58af00a33211a7e,1
572.145894,\x8dc05d9478b1199a0ddf90dd9d94691542070b5e,1
572.136285,\x494627a615f1b49466de08aca3236795e1e12462,1
571.95038,\x0716266cc5d3c443e30b0c4e9c72afa33778e1de,1
571.949205,\xaef928ca744552c4cf51b1d8f8acf84f7c643cd0,1
571.737405,\x70411791a13066b18cb762f8ac3e076b6edaaf25,1
571.708563,\xef1335914a41f20805bf3b74c7b597afc4dafbee,1
571.700512,\xfa7475a49ccc949b54325c0d7a81c38cc58f084a,1
571.52701,\xef39a612a19e8ac784cb6d25a0cede7f95a5e9e5,1
571.378489,\x28b460cbadd0cbeedca284d19dcef6016f462fcc,1
571.336506,\x3dcb8273c23296654a4f372e8f8184ab2fc60fb0,1
571.333404,\xa671b5ce92dbb96b4a46f501115d1901a65bb4fc,1
571.330237,\x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,1
571.291434,\x9c26d2bcad2eef10c63c04e92e71eddfd5bc6589,1
571.243914,\x19aebce893de84a734cf438f7f668419b9320930,1
571.136387,\xa4317ab9d7df7453d8e0853415e04f7e3a78f78f,1
571.018009,\xc3efbe7916819534fe41777a21e8373fd588f889,1
570.979112,\x5583bbda575f142993c10a335daf29dc7510e8f2,1
570.828033,\x7a164f6dade07bcac283391d75e12c0aeb20b65d,1
570.728569,\xb2ad1919688b1d344c310d890ee208165efef0a1,1
570.693836,\x3e0b2a332c8c252eadbc039d27e3a53e89e85b23,1
570.665003,\x253e951afe5b8839942049e81f2758fd3257936f,1
570.653407,\x6571499e9c56c60b92a62daae9be187d03d831f4,1
570.467651,\x6fffd84b31ab204d35026d09fdef2f9fb490dd2c,1
570.388124,\x53f2736fae551c998d4e72e519f1acf474264de4,1
570.267853,\xdd51b72078d6f861f4cdd940cd60c30b1591c3ce,1
570.266504,\xa1d3f6bf7de7f968789e2c9f3cfddd49cb01a30c,1
570.239331,\x87e881e92fe56cde309ac1efcc774faecbc5789a,1
570.205008,\xf2f6c791b0d5d286bc4c4e2005c0fdb201446b9c,1
570.135605,\x179145671ec135bad32b25c3951a0ddecdc365ae,1
570.122126,\xdfa11a871b5ae1940f1c381f5506e21eaeac39be,1
570.071249,\x6ca01014cbb95880e4b3fabc12cd2ce145f64f93,1
570.013699,\x934a61cf84cfc5e9994cfe8f39f04dc64807a112,1
569.847051,\xdf661cf3605f473124a34699828ac07f211bdbe7,1
569.677013,\x7075191e9054c8b7460fc3e761f9d0a499a688d3,1
569.149606,\xf08a9de0a4d9218ff4c0e82fa9dc3ea6f25f2594,1
569.14775,\x66f4f9f5d59ca449ab1f93de317129b5328ac245,1
569.1149,\xe49715c2f2d8004937d208b81736e0fddef73d6c,1
569.108873,\x8b5069332f470aaf08176824c60940769d349385,1
569.017661,\x2bac1d670e906668f1cdf06f7e6146d13adc60ae,1
568.914088,\xe12ebb51f6a712bc323f7fe1ed36c9cdacb47d15,1
568.910695,\x8db3c24cae4045a4a9f37b8f990a20e3ea522bde,1
568.903059,\x26a6dc267e276fded7b40251c8fc08b1b40df367,1
568.823359,\xcfb586d08633fc36953be8083b63a7d96d50265b,1
568.740102,\x9a91c2c0173663e21286210f2a4cc7b1690a5618,1
568.650433,\x8a7ac5510447fc8de6a6485eeb724efe3a8516b9,1
568.610456,\xd711193c2068575bcfadf3d51b98a0f573cc6492,1
568.573792,\xf167f76096b89511b03134da917069bf98d37fcb,1
568.551961,\xf306bb333de3a34c41a51b2d3408de73e26cac3a,1
568.454175,\x55e2780588aa5000f464f700d2676fd0a22ee160,1
568.432415,\xef843e82480f2b5726031f0bc13918d186d6119c,1
568.37136,\xfaac7e3c28ee624ce9c8645a295eba6b335611f6,1
568.366597,\xd7dedcf8ffddceed9ad20a41a5f88dc1268b3ad4,1
568.364624,\xa43c12f0cbf5cb721dad639b4c81a9fc45b7cd0b,1
568.284529,\xf78108c9bbaf466dd96be41be728fe3220b37119,1
568.268254,\x612fb7a654f0fd8a8799a03817215ff05ea16e82,1
568.211947,\x947e347e899f74a2c3501297d1886f8bcd3ee3df,1
568.187328,\xf84a18576f6f0ebe54eafbe02d0b9254b6720df6,1
568.092221,\x9c22d83fb0315263566740d018f08e8c075fc927,1
567.991197,\xe18026b8d3ed02ced8368d2aa6376133f8442403,1
567.933954,\xafdc7b014631bf1fc2fbfe91fb4fe2effb463bc3,1
567.931187,\x979e0909a457bf38554b3132db4fe62c3f5f0db6,1
567.848991,\xbac3919c732e1c0aee6b8d6149a1e773bca12b86,1
567.786708,\x39870dfced4316502edaa056f2394be82c5845ff,1
567.724349,\xe17b347be07a423e3eb0ded3c3db82e138a48f51,1
567.492655,\x879fa2401afb16b75482f62d49bc30f8e550da95,1
567.46729,\xb0e1088863f02b7edf67324d02d5093de9b19e0c,1
567.30264,\x42ead6346f5ef222e03cafa396f1fe25d3161354,1
567.249036,\xe1e0f8c1fee4bac8219711fb0f4333df1cafe2bf,1
567.134114,\x9c0d72f2ac26420cb7eeb155bf401b672840e87b,1
567.017982,\xdc95913ea736a669f9518dc58b90b5d7ea2c8c8a,1
566.972312,\x46630a164a20cf66c0357a72ee0130e9f93c0591,1
566.877856,\x68af70143172a109f414d5e935bfb8900ff7ff46,1
566.701868,\x59c0ecdc95a70c81e1388dc1de7221696d8ef903,1
566.69844,\xec877f43438a090efe2ae2b0311953b08a4bf1e5,1
566.567265,\xaf5af40f4927188bf33e1133230febba04f852fe,1
566.517435,\xf828e55ed66dc4bdcb885f76707b0b214b0b52d3,1
566.445147,\x33c651caeb873e3931d4379fc8d01b6a677d0274,1
566.403777,\xf8406f4e3c04c24e07f1f55ff4220fa0533e31a6,1
566.400808,\xc4ab67a88ef9188afe23e7115df748ce7ca8d4a4,1
566.362323,\xdd31ff903bd520af3d3d232089e3c7528cb3f196,1
566.333813,\x3772bfad95ea1e9171ed9ce4da3e2e2f3bbd099b,1
566.287016,\x9b33cfc253b124da856786a2e233faf5c4a074b4,1
566.272343,\xc01861eb57bf5508e65ebc98312a15390a52134e,1
566.184254,\x288fb6c71a8942ef03b022557e1a1b365ff9f8f9,1
566.051141,\x704330a41116e066f0cab51f0819b9c06a81bfac,1
566.036343,\x85d14b5b709573c275b1ca9c1686cc120e9e715f,1
565.998029,\x18ce8f58f55004697d78ab8884954479cd1df503,1
565.895145,\xa75f9c8246f7269279be4c969e7bc6eb619cc204,1
565.66143,\x7aaf25551b968c8329b974a995b8900d62ab6cfe,1
565.629674,\x728db784bd1ba053c670a3c8f71a1a635c0e1a5e,1
565.586571,\xe65b51245f9819d4a60762a023dcd4e3800c5ea2,1
565.579081,\x8a83716acd66d9e1fb18c9b79540b72e04f80ac0,1
565.388817,\x353807396aa42b7fea5a98d1da7cebcdd6e0406a,1
565.33865,\x327b9dee1830f8201efa751fd96f7b1ad0b300a1,1
565.233208,\xdb02f65c9f3fdd465a4eb881e9b6dea57fd80c55,1
565.22287,\xd7c0dd7aa1f7153149b961538ec5a44fce4c419e,1
565.170695,\x601e6981603428bb5a9d76668f122c776d16c078,1
564.999446,\x09475262c6a1ffbedd480d2a15f35f978aaaac38,1
564.982426,\xa6fe83dcf28cc982818656ba680e03416824d5e4,1
564.949009,\x7b2276085482e44c9da1ee11184622bf1401afac,1
564.911185,\x102cc1d37a6b4f259a61d136c54575d40daa7e42,1
564.878726,\x0c31b6605686aa26df47eb45af0e4aa6639a5fd6,1
564.729572,\x85de0111b3d167ed3a67c1c4668ea79576b0b80d,1
564.647675,\x364f71b08ae1b8aa99fc4fe648f9c161632c1470,1
564.628511,\xf7a9ac9abe8e38ec6c30584081de1edf51a0e9b8,1
564.60023,\x1545fed39abc1b82c4711d8888fb35a87304817a,1
564.591291,\xf02aa3024a16ddacb1ebafeec86d6abb9f0fe491,1
564.554015,\x0a74d136fafed0f8d58ce4b7307283695ec7a0b6,1
564.520062,\x3d0ec0adbe7c22ee54f1221f5b023471a1c86e51,1
564.304559,\xf2614e5fff6e7be006dc292340697f5e1b2d954e,1
564.207827,\x8d69a355117c12a74a15d58bfb1303e6c110d518,1
564.123898,\x25229cfe0bd20e97aafcfaf82c57bb681c21db90,1
564.088553,\xfc6633c548321777b84c120159cb43987b804a61,1
563.879769,\x6632eda2685eabfb7b3b45669cfa5441349485d3,1
563.847891,\xa2ce5b0bbe4b089fd89415849b8b4a454d2b5ce1,1
563.789878,\xec9e5bdc0e3025862903fba4d348821e0106be8e,1
563.562497,\x34a1e2e6b781763001ef7187ba26acb383baed91,1
563.471857,\x05d17cd6b4783cfa2ee1484677d076c68fffe2f4,1
563.444556,\x565e54e7d685429707aafe8cd3968aeb6d58754f,1
563.403723,\xc81d21b2be866bbce908f386904eafe430965448,1
563.401045,\x733a589724c8613ff4b9c6279d64017f061a60c5,1
563.379537,\xf2a8d44b673bbf7506525147478eda096ac69aee,1
563.315455,\x647c809489c3384ade0d26bd938bd5400cd5a4a9,1
563.279486,\xb2df858aa2df2c97aa40678d890736f11002fb6a,1
563.189785,\x55a3df57b7aaec16a162fd5316f35bec082821cf,1
563.13892,\x9e3debb15bc97dcdb5ade6fe1ea171bd7256a5f1,1
562.872037,\x6ad95baae2c621c46aa18c6b4320fcaf262c8669,1
562.749094,\xa8b8901a4ec2d61421b76e4a01cf22d31a63e866,1
562.709144,\x3eaafc0d38e31b1d8655875dca0e9f4b8f749b4f,1
562.667767,\x67168517c1d0835147e2bd66e40a602e9fb9cbd9,1
562.617328,\x743c4dca6dcbe36dfffb8c8c14d70c29ee7d8358,1
562.614896,\xc674c0217f09bb658ed3e3d71d379c7d12c02723,1
562.57096,\x6601311f2e4959f8e4846f3bd8abc705b8099e4b,1
562.539091,\xb0ff496df3860504ebdff61590a13c1d810c97cc,1
562.487746,\x62a5b60be7eafcc5c824225a02ebcc6069918a24,1
562.453752,\x2ad6b3148a004a085326ed388078f67aaa5d3f9a,1
562.396864,\x4e28977d71f148ae2c523e8aa4b6f3071d81add1,1
562.260384,\x195650a518b841602dbb6ae6f09c40b608d1fea6,1
562.237923,\xcd57c7ac46eebb6b16edf5f4f70f4696b4c501a3,1
562.235858,\xcc6f098a8ac6b0d1fad1b7bd9e15b3bca6c5851f,1
562.013569,\x2ee8670d2b936985d5fb1ee968810c155d3bb9ca,1
561.978705,\x2b6561e955965db87f48963e1573f819c31cdaf0,1
561.941804,\xdca628ce9699500191c37d6a4d029bac9ae76447,1
561.933028,\x15c1f5e5371b8ab3e6e83cac0b2142dd66aad451,1
561.922855,\x47d2d609e86438da73f0183c0f5ca6b13986bd71,1
561.917434,\xc6b3d5bc8562d531cf3e963f1083097ce3cec4bc,1
561.772858,\xef8a47c8da817fb5a9be047e2d2e30e964af4341,1
561.704858,\xdde8fcb76e0796b6d2f2ffa450573f02bb32ff4c,1
561.405232,\x123f1884d2fa10c6a955ae60f1c5e1ae826d5063,1
561.387074,\xdb291f03d7da2a3bd6b8ff80172c9dd7b2098779,1
561.268203,\xf9dbad5700c4bba0b411fc0b97000bc8ac379f40,1
561.239115,\x2a767f887d29b832f0097faf1838d988a432de62,1
561.054014,\x1ed59b31d6f852c02c2de819522cb02bf2bae5eb,1
561.038744,\x3c57fd940608b0a087cbfe30fa8ab32578405842,1
561.004627,\xab8606d5d460caacdd6ac00684ba64cc67b37e53,1
560.919079,\xd1a05030476e689de36da182d26bf44de2beaade,1
560.903133,\xa4ac2bc6cfb8e0f313f9c822210b44bd9e5fca72,1
560.766438,\x353667248112af748e3565a41ef101daf57ae02a,1
560.707605,\xa7db134b47b6b242a1b4d379183faf36a86a1805,1
560.550667,\xd185bddb50833422b5839f6f06867c1de059581f,1
560.513207,\x41ef873ea323dc3633e6f221be76790543dffe34,1
560.474886,\xe5e095c97c43496c7c23e87045fd3927759a89c9,1
560.332188,\x30cf8aa72c4e69e35e0e48e785176704d6d70c7d,1
560.32308,\x3dc291bcadfc55c1b334f19d0e193ec405d84caa,1
560.277994,\x14bab6b24ea466ee7478324564404da0353bfd5f,1
560.190477,\xa6c366d97cb64708211f24310dfad5363bc96a04,1
560.162138,\x419e611842ca80d3f31c81175ec36d5ea5bff0eb,1
560.109582,\x1360fe6f61607a9d51ef54b4797e3401d5364cf3,1
560.053022,\x97be59b7fa961ef52210939591d9cf01ba24ba40,1
559.986427,\xc40d92274004f749fb73e9b206687d88a1ad8b2e,1
559.972433,\x215ae5e25647dada54573c3de6924d8dc9f77ca6,1
559.947618,\x051f77131b0ea6d149608021e06c7206317782cc,1
559.928278,\x32c468f43ee8fd6dcc51f7890bce5901b56c7ed0,1
559.807255,\x99fe1a841d59379acd34da92ad01cf4244e73475,1
559.76117,\x7b7245c21845c30690c3aab79dee624d7f2ba22d,1
559.756035,\x450459c41391e62adcf4185e0644ad12a7d6104e,1
559.714024,\xcb2335b96ec80fd82269885f2b00da4dfc6ce748,1
559.572033,\x9d3f4eeb533b8e3c8f50dbbd2e351d1bf2987908,1
559.548924,\xb4f76a20e05211991de6ac4cb4a219520caada0d,1
559.417385,\xfe88dd131d675874d8475ed6d3e3e92993f76d51,1
559.368442,\xe7e1f11fd38341b4e14fbc7fe95ac24302d0a12c,1
559.267824,\x2fc3513a1c34f8ae93b5460ad7260ec01a19bf12,1
559.020878,\xd9d57346411595797f07d57819456f3ce7a34bdb,1
558.932184,\x409b3f6363b6c35019f68291398413aaeee96c04,1
558.922054,\xa43ce8cc89eff3aa5593c742fc56a30ef2427cb0,1
558.830929,\x02062b8727cdde62cd784382c60d738fcdbb736d,1
558.761544,\xedda85010477141136cc2d8fc691dc074efbe080,1
558.744675,\xffaccef20064fceae070107e8e4821a7fa981bb5,1
558.540511,\x5b0f43aa578f4a82530a1f4299c9e537b83d38ea,1
558.30175,\xeda28c961a4bc2ce7ba302c126d4840b18af906e,1
558.251207,\xace3876356f9f971260cee2b43e8362703e469fe,1
558.190127,\x848f78d2c94113562a3ce67caa0e53ca1b0e64bb,1
558.178533,\x234d1f81f8c88d306ac5f7a67b0066a5214b35d5,1
558.165131,\xb24ce065a3a9bbcced4b74b6f4435b852286396d,1
558.144383,\xc07bee8d36e47f5ad8525e7782ee70af27d344ee,1
558.049608,\xa325b0aa26a1fc38a9e1ae6fb0d2b4817fdf7742,1
557.988245,\x25cabe2d3f6fa0095a5f03f801c9c99aece04756,1
557.987745,\xeb0d1de31428e3fd89817bf45716d74fc5fff06b,1
557.774605,\x52b84469dbf38fe5edeb79a5171ea101a3e0b1a9,1
557.66886,\x68a4c42786e6080aac02be982a89d656a8a41f05,1
557.561822,\x7186ce946a1bc87680ff0ed8e5d684ad27b3734d,1
557.542987,\x4c3c207f50a9e923c30436901a6d21e904474b06,1
557.527009,\x55c1c3c3d524762e6a8825f045e0c35cb3503a41,1
557.429689,\x4c7bedfa26c744e6bd61cbdf86f3fc4a76dca073,1
557.391188,\xd25e6eb12904d55f889f27fda234fd4b659046cc,1
557.354222,\x43104d335483ba79a5f0a7cd4af9eec02e0e9470,1
557.338086,\xe90ac92bc03542f9d38320bc0fc9711eeaf4a6bd,1
557.108557,\xe728c8bb78f3b28cd19e6b0abf566c92ecb639a9,1
557.059769,\xb63cfc9231e2302133fe65cd5ec4063efc044bde,1
557.055797,\x93dc33d2eafcd212879d4833202f99ec453a6e18,1
557.029,\xf5015105af6e7f9c4de9d7ed08fafb331ac5b88d,1
557.028868,\x178a61498172d59bad609b7ad2469dd555642151,1
556.962951,\xba592e9be752520a9e3b56da38605fa7da062a70,1
556.943936,\xcd33c9af94dd6e4ae5dba4654b31cec1042108b9,1
556.93562,\xc2954f5752c5bf0f5630dc5b902b69ca09fd5211,1
556.896083,\xd2a9a1f60c291a573322cbd4fb39331cbe3863ad,1
556.889713,\x505e0182eedfde30b3ba301572455320e02a9198,1
556.870321,\x1b370d90f7cd23ef93b175dbd4d2209b5fe22e87,1
556.817506,\x86be8b3cd27f36ef8ec74063f7cf50f234199544,1
556.76248,\x698f50ff94c40771a662d6821b6f4fffcef053eb,1
556.758056,\xa096b47ebf7727d01ff4f09c34fc6591f2c375f0,1
556.693415,\xf22511179c66b787957001781503a0ccb1f5985c,1
556.64575,\x706bffe631f9434d6269f30dc0d9c71f5711ad96,1
556.630056,\x461462fc0a8c05ffb5b5fe2e82b3a3ab292db23a,1
556.572721,\x5ad32c7aee7f06575ee0740cda8e6bd095cc3919,1
556.524948,\x84ad2835b4d23a147e6f735bd017001376cb8192,1
556.457205,\x042cc77196183b8c3d08dc2acb74c1a456b131a5,1
556.452616,\x0a72b7b2f0d79bd0aefc484cd07a12eb49659490,1
556.38553,\x845b5e72e97cf3ac688975d91688d99da4dd564c,1
556.361668,\x6b004d5c02293fa83c1e79fd618412abd966f7d9,1
556.309706,\xf1b8f1c199ab66930b20751d6bf43ec40e2c68d4,1
556.263362,\xdb9333728352ea484dd8d4cba88cdb8b2820f16e,1
556.210602,\xae872c90469c0a340f0a1cc06697978816b266e0,1
556.132507,\x3290bb2dba0a4dea2c4723014c902a17b2bca1ac,1
556.12191,\x123d846ec703185cfc53b48c8345f6a42c7c9b56,1
555.971093,\x549750e6b5b40e627365bdcf7f7780dbfde113a4,1
555.695491,\x37d0117ba21ef8e15d433dfbed21f7d18b3ac622,1
555.675536,\x67c352fe12704d68c9b44dbffffc9c85e91ac195,1
555.624143,\x51a425cf45b168771a444e8cb0fc112787474db8,1
555.398149,\xd2634fe198120219a3224aa0a07c2d675b96681e,1
555.396277,\x1efed205caede27da1135cd37a4192861a51100e,1
555.326679,\x334ce923420ff1aa4f272e92bf68013d092ae7b4,1
555.28409,\x130c98858bae46eb2df22cf00f0e59a5b0d9f3d6,1
555.230121,\xe15553f2b19301849f68d0ea7b145bb19646c727,1
555.200536,\x4c28eaf3733e4ddb1909f6690a140e002b72b688,1
555.15497,\x715b35473202e79922e777a49dfa6ceea8e5b26d,1
555.033668,\xf1463aa975488e822521e62cffeeda31bc82cd73,1
554.993953,\xa99f2e83fd23746b53ef893f4267008e1a58c04f,1
554.926145,\xf9dde1fed9a7ff50fdcfa72b8d9e0d4c7609d532,1
554.674239,\x5004b9e9094ca2e193bfecc9e3792a8ff0adf807,1
554.624182,\xf11a5182a51d69ee66f64cc142ff5b96432e3513,1
554.596176,\x6cb239390f81ab87e79cf2df2e0344048947e5c6,1
554.450083,\xad598c73cd9efd9c7b5970cadc9fe5b7b09fecfe,1
554.367132,\x24822a36767f8e70622ed800706141c3faeac326,1
554.357646,\xd021e50dfdf93e8f30de995b3b733019c539d048,1
554.335264,\x1557d13598c5665d1b8540a149daa5b8c145d95b,1
554.157805,\x2dd3ce6d874ae68f041db2cd38b29cf83e0eb677,1
554.125105,\x955e61f0c56681f7cbab3ccfee359dc541ec84c5,1
554.119206,\x86c0c09eb33e39af391d1c6f67dffc65915eaf2e,1
553.967769,\x6834e652aff4f89531a1eda70ddde5b4947b99c9,1
553.845796,\xaa0fa018f811c6351d187d662710d2690b0c0671,1
553.757006,\x278245d799caae5556b5af1783bee615a661fdad,1
553.726898,\x7981bcf1d85748b9d7b73583766b924dff21a169,1
553.66653,\x1ad60130a2528c6f73a8c6e50758532949627dfd,1
553.593289,\x7ea999db3691fe67cb7369439a2c0e184be208f4,1
553.52053,\xe76be9c1e10910d6bc6b63d8031729747910c2f6,1
553.48452,\xc41c92ebba959d3be9f7affaaccbdb648eedb70d,1
553.462241,\xaee8c60ff7e8947ad514c4310e0f2e203194c33f,1
553.325003,\xaebe9c424054fa2e135a2399b40601409416b8d8,1
553.00367,\x3a0b7fe42b0cbe9778e85e831e8c128c54ee95e3,1
552.931634,\x4a9589964cd00664068f298abcbd4db112df481c,1
552.84895,\x7fe4b724c8e379152bbc148bbd2cfdc7e5b80446,1
552.847648,\x25be2dbcf1669cddf3f0ed0f9e01223aed3d1209,1
552.809735,\xad31f17b5cf5c4f10268476ea1e04bc309e754a4,1
552.804662,\x61ad994108a0d4b8a2dc60129362ffa62342bbd2,1
552.779839,\xc82b4a3cafa2cae22218c33cca53659911541722,1
552.764838,\xa29df5df170ba1ede1a2b0f7d142bffa59f2aeb4,1
552.716821,\x03d15cd9eedecbec37bae097c98d53438ad83e84,1
552.690817,\xe5e90b93f275fe81d10e4a12cc0e3854d2d21c72,1
552.687748,\x2391f1a27cbdb00d71a0f115c0e789bd4defcf85,1
552.498769,\xb0bcb6accf3d0c528a944aa621c694680a4731ee,1
552.472187,\x1b49c11a8ca51489634d5a34e38a046bfc33f409,1
552.338563,\x088fcf2ab9bd617f2a0806f56d87746b77af8687,1
552.308241,\x006c054ac2d614674c9e5905e2931af0f1fd61d6,1
552.238881,\xba38e781c9fb1a80717ced6bf7a5d4a26f85b1d1,1
552.192101,\xfb3598b01066eb48da463c9b7732d49b5ca5c4b3,1
552.065512,\x7adc80d1f2e06d9cd7f74db0ac1a77fb0689c3b9,1
552.051904,\xc4cc364706fe781fb00a47badb297af36a482cc1,1
552.027763,\xb689cb413dab2a7eb86a5693b9b7ef5a50affd47,1
551.962986,\x3594753c9132164a21eba19a197c7673f277245f,1
551.954121,\x932537d110eb5b4cc39108f3845e576340b813bc,1
551.926175,\x0c24f8af31b9b552923ba36b29f484eabb7fa0d2,1
551.785501,\x21d29838cfa8ae6ac95ca9a7776344f3a7853560,1
551.737155,\xd8dbfd62956727d2caf18fad58d69975326c8534,1
551.54281,\xf8536ca7a25cbf70df754fa310079ada4c6114c2,1
551.46346,\xf9486a7f210a7bdf532ff6294ba68cb3568b6aa7,1
551.441301,\x0fcd75506899380f23e0884ced5700b5d4cb5bcd,1
551.311125,\xbb293d609cd629878b90f20c5cd642144e802cb4,1
551.307381,\x8305cde3827f9057dbd7f8498065b560bcb63d3a,1
551.251236,\xd0ccf7d3da82bd1bde58cfcaf8fdcc53f1435140,1
551.238612,\x89422a8d16d258b3d6e71ad96a3f76220c72d07a,1
551.050145,\x819dcc3c4f25463d879249828bf4f700201ccbfb,1
550.845554,\xb05ae30aee93b17c15c690c9e8e4c0b0619cc842,1
550.818914,\x47945e744d4d1c4770e0e766c9c14619976ecb66,1
550.772334,\x52106e12ba2984549823cc88922b0886ba5c0180,1
550.741306,\x3ba4792eded20b039b4926f95c45f174dcee8ab6,1
550.64977,\x646755a02536623e0d22320d4a6ecf1046017180,1
550.581279,\xc155f9bd6b71e9f71d0236b689ad7c2c5d16febf,1
550.559937,\xd4cafea70ec9ff723e4a1be0e3ed9dad64d70c39,1
550.340938,\xf8b46abba47c4cd591800cc134ea78485083f041,1
550.285324,\xd6afba144ef7edcf9597283f61bba2f8d988032e,1
550.227642,\x908a358e97d2129e45362ffd3a2be3a76fa58bbc,1
550.198441,\x4c1de8b36014dbe047636c9c845644a40211f4cd,1
550.096863,\xba740c9035ff3c24a69e0df231149c9cd12bae07,1
550.021307,\x51ffcef601a0edb2f271532629efe20c7004692c,1
550.001493,\x163b5f343ac34f6ab7e5a7466da9af15b81fbd89,1
549.990688,\x5a7a4a426eff589dcb8c71f20f18ffbf6bb419d5,1
549.987771,\xf834b3e4040e13c5acd6a2ed0d51592085863e7c,1
549.951768,\xf5afea4d587ba47e43062215263328275ade995d,1
549.883299,\x902b5924759bdcca3ff85099c2a11c4a79f4bed0,1
549.829727,\xc31feabf6b7cca41bbce7d6db499c6d30c0972c7,1
549.801221,\x0bf26e4b5267f8e5e2f2e647463c6e55502801fd,1
549.627186,\x1ce2304369d957fc1f0dd32c983f445e449f4c7a,1
549.618609,\x197dfea49c88554dbdaacbc0dbf7af425e150e79,1
549.582324,\x112cf62515c8ff301ed6afc299718cc2e5977437,1
549.531911,\x44bdb19db1cd29d546597af7dc0549e7f6f9e480,1
549.515365,\xdda949e51d760bcbaccca5f4c590b1391ecdc3a9,1
