block/timestamp/time,block/height,sender/address,sender/annotation,receiver/address,receiver/annotation,transaction/hash,amount,currency/symbol,external
2020-09-21 23:57:46,10908946,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x0964f6b6f9bdb818069c080cb74fb784903e3e83,,0x28e8002799abf4951bc5d9d8ec2b2feb6322107abbc11809e8872ea7ac169102,400,UNI,true
2020-09-21 23:57:37,10908945,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x7f4c1ae53b95c8e604e82535cba1ae60c9f5b082,,0xd0b9deb814ab2a6a995adb55f91fc6f630c4a774e24c6959ab0f9c816474fb6a,400,UNI,true
2020-09-21 23:57:32,10908944,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x3cbcda78a28171bc9fa1dae4c086abc1765ade92,,0x2c21ea80edea3e7d2ed370127b0bd09f76cb7e9445abea87a477e360a2506634,400,UNI,true
2020-09-21 23:56:37,10908936,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x4a6426d2350f43c3692323c908d865d59b0314d0,,0xdb02b5166228a1d5838191fcc3789e9cde8de5189fa320794ef18a7e39e51fff,400,UNI,true
2020-09-21 23:55:52,10908932,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x8088682111e785c8594cf97dfb61de5835b5b753,,0xb6513e9c4ada2f95aa4e2382cc07a02815c2b3532fda645274447e416fafddcd,400,UNI,true
2020-09-21 23:55:52,10908932,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xf4471248aabc974cae0c4939fd5565273632076c,,0x47b0577c017b67f1c34f9a1a4906ee213e8665cc19f10e39cf2fd67c911d7f44,400,UNI,true
2020-09-21 23:55:44,10908931,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x151105efd46a93d02691b0cc1adf2ca2ed40f1e8,,0xa004a98f9a667c3e82bdba33b756b4df7184746e5d394589bac4ad3c3418a601,400,UNI,true
2020-09-21 23:54:36,10908927,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x3a958fb94d8b185d4d333a52cdd1e52d52224562,,0xc1dd35095c690b0f19c3ccec9cf2467f01e3d97a089b0fe6a814376e5a5b7efb,402.445043,UNI,true
2020-09-21 23:53:34,10908920,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xdcceea9039ad5cb65308ae755ce580fd42de95a6,,0xea8c4ea2000cdb44bcf4d015c807aa81461d1c60797b0d3c35c8e7b9f4854622,400,UNI,true
2020-09-21 23:53:10,10908918,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x6b1ce7897c50700dd7c15cdae2e8d42eaf1838b8,,0x728fe3525aaabcd63441735d0c4e2dd4a40eb7dab01d19db7b3a1a0a55d5217f,400,UNI,true
2020-09-21 23:52:59,10908916,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x26b46b042d92e40cea5f10a653dbd82ebbb3060d,,0xc75ff21b4b4dcd380800526088aee780ca17e7256d52eabf853dca7f483ea341,400,UNI,true
2020-09-21 23:50:31,10908904,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x11eb9fe678c801cb04faea45ce374fe78c6f6a53,,0x4067d0641ec6bcbf7b9ccbc12cc84a503a584bd702d0df140fe64a00f38aaa9a,400,UNI,true
2020-09-21 23:50:21,10908903,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x8438a2fd4b44687d047a4e60eedaa8caec79c1cf,,0x71e31b1d8478bed69cb151846b68d91abf812c13c9efb9ec1941e5935db4dca7,400,UNI,true
2020-09-21 23:50:11,10908902,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x0a20e914aa3cd09debc88029d35b3c10fd3f9f9d,,0x16e288c0b547d2c56265dce06179270e5ef79aa8e431b80bd3ab5ee58812099e,400,UNI,true
2020-09-21 23:50:11,10908902,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xdad5781e1621949ac41e57184509e60a68c8c03f,,0x11bf8d6701c293e97212e87c043dc8b6566870c1830894f092c8a446040beb4a,400,UNI,true
2020-09-21 23:50:09,10908901,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x13ccdb2080483d7cf9545f496457d393994b7da6,,0xbca85dd5536cf655bd403ba716c66dff0a11b1b87bde3de38c2c2eb24651bfb0,449.25466700000004,UNI,true
2020-09-21 23:50:09,10908901,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x2cd74c1f6918a0f441b98c7853fe9ee757bf51a9,,0xc6fbbe9e5c39e0ff2e5437ad4d5f79b7fdd5156e1c64ef2b669df3700ce5a59c,400,UNI,true
2020-09-21 23:50:07,10908900,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x7a2e10eb617c0bd1fa169c611d711abdfde5b77d,,0x9ae34f8c3273bc4314288024a507c161a7e0bd769b0d47bbfe455ccb5f34d14c,400,UNI,true
2020-09-21 23:48:14,10908895,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x5a2d1ce4f03e79153e53787b7a4b029d5f57561c,,0xf9d565f6d82defd434b8fcaf1f09bb0d12e6966160b9f6312ceae0ea44e36fb6,400,UNI,true
2020-09-21 23:48:10,10908894,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x8b3db8728f97b4c8af1600c85f214cd3954f1db0,,0x66bf77c30a9bd602356d83da70eb5b3d75c2a8d165b0cc7926965eacb545b713,400.052644,UNI,true
2020-09-21 23:47:42,10908893,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x77f2d66058163d64d7af24fd7ac255148877fc7b,,0x86e218002f8a72222a92788debca42ba1fb390edfef9d3ef78c7a77b761cb95a,400,UNI,true
2020-09-21 23:46:35,10908890,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xf7fac240844f085133cdfc675582c4ecbd4cff28,,0x211dbcfa6b450c32d2c6879ad75d2fa3d5e2b10dc34c1ccca72d0cdf72f099f8,400,UNI,true
2020-09-21 23:46:18,10908886,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x93b38bb6beaf9cf0f806613e1439cd048808202c,,0x3fd39ffc4cee548d4f749dd1ede682dd0c2e18087df774d3186e2b33fb8c83e6,400,UNI,true
2020-09-21 23:46:18,10908886,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xc858543179b0f541a3bcc4b07e5e68f8eb00b7c3,,0x932e4ff50edca77b7ffb15512ff5249c5188477a17d73a9996593474bca88131,400,UNI,true
2020-09-21 23:41:52,10908873,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xd2863da35a1ad24fc42f5c805cab6a36d308afc7,,0xf48ddd3b2dc86e1dd5c3d72b109d9deb0579fbdf69b955d00115b4af809cf676,400,UNI,true
2020-09-21 23:41:43,10908872,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x9b484838af17ee7f9852b1de53a356fa4e1cdfe9,,0x29a0c4e49a11972d8fa393f15cb7b49b49a8c5c804572ed1b42878fa8fb7b2a6,400,UNI,true
2020-09-21 23:41:20,10908867,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x01000b05794ad581b02a31f635aee2f3b7b6225c,,0x3b17d2958b620701db8f6baeb470106c21e2645ddc1d3e57e2a6835ef6799c8a,400,UNI,true
2020-09-21 23:40:21,10908866,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x5452001b9d835f145054c9fd4c35336822860270,,0xc8515ca9d5b9310d9ce8e048bacd0c60b1ac9b293464136a79f7ce938081d79e,400,UNI,true
2020-09-21 23:40:10,10908864,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xa06f07f54dc052fb16423846b352b1478d23f2f7,,0x66627d265ebe409e09bfe3a870e88b63b43b64a3ce80ff91ee1b8971dbbdead8,400,UNI,true
