block/timestamp/time,block/height,sender/address,sender/annotation,receiver/address,receiver/annotation,transaction/hash,amount,currency/symbol,external
2022-05-23 14:54:19,14830219,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xede84eb80a1cd87fd972bfbbcfe9eb07d59d7583,,0xf0d6e76dbf9cd09dfd7dfd6502daea4ba8bc0a5d9ada92b2fc6f60992b2afab4,414.64484100000004,UNI,true
2022-05-23 14:43:59,14830174,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xc851f065068cbfca730133ffda326bc37b1af2c4,,0x6c8c155d6a76f47d4172833e4ac039897ae17db2601404bdfe0f12229a0b6976,400,UNI,true
2022-05-21 05:43:49,14815547,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xad95847d1033a208cba79abb3bf296b3aa1e8404,,0x4a3bb5fad6dec3825d03ad3b2bddefa4e555e6758d861e279f3a83b1d640d296,400,UNI,true
2022-05-19 21:23:34,14807222,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xa68c931e9f30193fbef2f8abf2d73fe323cf56e6,,0xda0031782294ac8f655aa4fa2ae545a5cbed79f2d6dd2a099eacdc56230f2d70,400,UNI,true
2022-05-18 08:10:40,14797723,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xd114cf55c96b45b9759beaa265b5d316b05a3414,,0xb829c3264e85fa8fabff20c2abc03b788803856d685399028bcf892aef269a56,400,UNI,true
2022-05-18 04:59:10,14796875,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xffb10391db72dd88a17862597bfa2ef6d2188b4e,,0x1bdb48ef1c0335280afcf46a08205f6af448ffa9092a3f8dafe15674f18ad6a3,400,UNI,true
2022-05-17 16:15:45,14793527,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x030512dc16578d94a793a8f64ca334a32b59a162,,0xcd920452e76e558b2df928fc3bff0c251ea303713183305b98bd8bffb5e96225,400,UNI,true
2022-05-16 12:12:44,14786188,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x2575b430b22e3adad92ecdff05a261ab74e90eda,,0xab3057cdadc6bedddce97a61d2d28ea7f9f7d63171c847c59b2ce5a8662bb960,400,UNI,true
2022-05-15 11:13:45,14779624,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x6be450972b30891b16c8588dcbc10c8c2aef04da,,0x61b8e63bbf4dbcdff08209b11d48308db582a37edacca95fb2939728e9bab623,400,UNI,true
2022-05-15 07:38:30,14778668,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xd6aaefdcf565dbbd56b17fe0c6c1f08fddf49fed,,0x31f32f4bddf0baca27b6a57fbfcbc9f7ddbc5340914a3bdf4f56526f092426ec,400,UNI,true
2022-05-14 09:27:46,14772804,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x43492e7b665451bbc30d38f5ca188f59844ec234,,0x6482c0197b2e398d59e17b4582d4bd56db8650d6f0cb56b4bf440dcbc68636aa,1051.92582,UNI,true
2022-05-13 22:17:52,14770016,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0xbe71f9b66afbcc223e8a4418e35ad0268e0ad6c4,,0xab6ddaf620613c7d341974f60cf04d1e50ee2b1bea78f9d7aff9c20fc1a7d0c3,400,UNI,true
2022-05-13 02:36:47,14764789,0x090d4613473dee047c3f2706764f49e0821d256e,"Token Distributor, Uniswap",0x5fbec9e9de42620863bf4754fba566591730667f,,0xc92b8520cf163dcf5ec428351d95c4ceb90608883e2074c72a3ac054767ed838,400,UNI,true
