Similar Token,"Owners Intersection, %	",Unique common addresses count
1INCH,7.43%,91074
SUSHI,7.29%,90875
SNX,6.67%,86215
LINK,6.53%,208848
AAVE,6.39%,85087
DAI,6.20%,162087
WETH,5.40%,131280
MATIC,5.10%,115310
COMP,5.07%,78056
WBTC,4.92%,59452
YFI,4.89%,58228
CRV,4.61%,55173
AMPL,4.01%,44828
REN,3.97%,48372
BAL,3.81%,42614
GRT,3.68%,48803
MANA,3.60%,59478
ENJ,3.52%,51973
MKR,3.41%,44319
KNC,3.40%,47674
ZRX,3.37%,58330
BAT,3.35%,76651
HEX,2.96%,43711
POLS,2.90%,33107
USDC,2.84%,250152
KICK,2.81%,63475
akSwap.io,2.74%,32226
SWAP,2.70%,29452
RSR,2.59%,29748
FORTH,2.59%,28513
SOS,2.58%,35273
DIA,2.56%,27735
BADGER,2.49%,27360
ENS,2.47%,29427
,2.45%,32174
MIR,2.40%,26335
FTM,2.37%,30197
BNT,2.33%,28064
YFV,2.29%,24555
LEND,2.23%,29378
CEL,2.19%,26066
LRC,2.16%,28173
UNI-V2,2.08%,21947
SAND,2.03%,26762
UMA,2.02%,22358
OMG,2.02%,47721
OCEAN,2.01%,22390
RARI,2.01%,22320
STAKE,1.98%,21330
UBT,1.95%,21560
SHIB,1.93%,70365
BAND,1.93%,22108
sUSD,1.90%,20500
OM,1.87%,19984
UNI-V3-POS,1.81%,20004
RADAR,1.80%,19703
AKRO,1.77%,19209
FF9.io,1.77%,20227
API3,1.77%,19372
GAS,1.76%,19777
LOOKS,1.73%,21719
CREAM,1.71%,18294
A68.net,1.69%,18737
UNI-V2,1.67%,17737
a!NEVER VISIT www.168pools.com to check DeFi ROi !,1.67%,17841
xSUSHI,1.64%,17736
HOT,1.63%,21698
BUSD,1.63%,21459
YFII,1.63%,17434
MTA,1.60%,17060
TUSD,1.59%,20244
BONDLY,1.58%,17216
SXP,1.56%,17621
DAI,1.54%,22121
AZ,1.53%,21301
LON,1.53%,18344
DMG,1.53%,16349
DYDX,1.51%,16779
KP3R,1.49%,16014
BZRX,1.49%,15977
UNI-V2,1.49%,15825
Up1.org,1.47%,16203
ROOK,1.47%,15876
CRO,1.43%,20937
RLC,1.42%,16058
CHZ,1.41%,18869
SNT,1.41%,18698
SUPER,1.39%,15520
cETH,1.36%,15574
ANKR,1.34%,15597
USDT,1.32%,310028
AMB,1.29%,18558
AXS,1.23%,15558
VIN,1.15%,17454
MNE,1.09%,24425
MNE,1.08%,24161
HEALP,0.99%,23325
LPT,0.93%,34270
EOS,0.83%,16161
TRX,0.74%,19011
