,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
0,10774034,2020-09-01 07:57:27,0x88851f325cc642c6cb518a1224629f03482c708b8efb74ebe0283c3bc6f80dbf,2,0x4110cac76925b62e6929aa5ce2ac36b4772ad32099737e0b4f0e87e6ba983d14,0x4dc02e1bb2ec1ce4c50c351e6e06505e7b1dce8d,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,0x37615a8782b25f7235ba63251cf59f63a7a194d1,3.0571589527044044e+20,DIAToken,DIA,18,114,165093,426000000000,124515,7760322,deprecated,4409755
1,11632337,2021-01-11 07:49:49,0x77ea71af120406c5a0580a540ec9a4ca423dde40ba8410502ba35ea3f5b8e612,11,0xb9ff3e6684557b66da268a49c868903822d1077362ec2e59e96af90cb78a0335,0xd152f549545093347a162dce210e7293f1452150,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,0x37615a8782b25f7235ba63251cf59f63a7a194d1,2.16994144737632e+19,DIAToken,DIA,18,144,7123226,232050000000,7104026,11553162,deprecated,3551452
