datetime,project,price,market_cap,market_cap_circulating,market_cap_fully_diluted,volume,vol_mc,pe,pe_circulating,ps,ps_circulating,tvl,gmv,revenue,revenue_protocol
2022-05-25T00:00:00+00:00,dYdX,2.051614258,2051614258,205190302.2,2051614258,84813388.77,0.041339832,19.08345434,1.908614033,19.08345434,1.908614033,964830162.2,634878613.1,158719.6533,158719.6533
2022-05-24T00:00:00+00:00,dYdX,2.029329617,2029329617,202889174.9,2029329617,85754006.69,0.042257308,18.983716,1.897961989,18.983716,1.897961989,962478354.2,727048811.1,181762.2028,181762.2028
2022-05-23T00:00:00+00:00,dYdX,2.16903136,2169031360,215444513.1,2169031360,90387521.74,0.041671837,20.50941846,2.037149741,20.50941846,2.037149741,960333379.1,736674420.6,184168.6051,184168.6051
2022-05-22T00:00:00+00:00,dYdX,2.204030057,2204030057,218076622.9,2204030057,98536297.02,0.044707329,20.85993926,2.063975985,20.85993926,2.063975985,963817253,433573986.6,108393.4967,108393.4967
2022-05-21T00:00:00+00:00,dYdX,1.970275074,1970275074,194526437.1,1970275074,89854000.42,0.0456048,18.37958194,1.814627124,18.37958194,1.814627124,962763327.3,354315083.6,88578.7709,88578.7709
2022-05-20T00:00:00+00:00,dYdX,2.021160764,2021160764,199422018.2,2021160764,117406565.3,0.058088682,18.57388244,1.832630628,18.57388244,1.832630628,962763327.3,808495277.2,202123.8193,202123.8193
2022-05-19T00:00:00+00:00,dYdX,2.082978314,2082978314,203140350,2082978314,125831420.6,0.060409376,18.97230425,1.850254754,18.97230425,1.850254754,959077373.4,951571975.3,237892.9938,237892.9938
2022-05-18T00:00:00+00:00,dYdX,2.044181641,2044181641,198063349.9,2044181641,70341924.28,0.034410799,18.05669886,1.749536437,18.05669886,1.749536437,960300876.1,1044338599,261084.6497,261084.6497
2022-05-17T00:00:00+00:00,dYdX,1.855596114,1855596114,180899522.6,1855596114,69449148.09,0.037426867,16.3976923,1.598588554,16.3976923,1.598588554,959976609.1,879727416,219931.854,219931.854
2022-05-16T00:00:00+00:00,dYdX,2.138175522,2138175522,206012045.9,2138175522,72593368.16,0.03395108,18.91234063,1.822193709,18.91234063,1.822193709,963966079.2,1090280786,272570.1965,272570.1965
2022-05-15T00:00:00+00:00,dYdX,1.998222873,1998222873,192825948.4,1998222873,83707160.47,0.041890803,17.61996872,1.700304418,17.61996872,1.700304418,962761647.9,572837187.7,143209.2969,143209.2969
2022-05-14T00:00:00+00:00,dYdX,1.932234366,1932234366,186909851.7,1932234366,95421505.97,0.049384023,16.63786893,1.609422578,16.63786893,1.609422578,962761647.9,649080196,162270.049,162270.049
2022-05-13T00:00:00+00:00,dYdX,1.734468296,1734468296,165385903.7,1734468296,153767197.7,0.088653796,14.41275679,1.374292521,14.41275679,1.374292521,1012069734,1258369459,314592.3649,314592.3649
2022-05-12T00:00:00+00:00,dYdX,1.774828213,1774828213,169931276,1774828213,199931628.1,0.112648439,12.38301377,1.185614086,12.38301377,1.185614086,1012069734,3646068754,911517.1886,911517.1886
2022-05-11T00:00:00+00:00,dYdX,2.682816912,2682816912,258473639.8,2682816912,219854384.3,0.081949082,18.39298516,1.772056006,18.39298516,1.772056006,1028210677,4418190661,1104547.665,1104547.665
2022-05-10T00:00:00+00:00,dYdX,2.948123285,2948123285,284234868.6,2948123285,295187016.5,0.100127094,21.39920415,2.063143021,21.39920415,2.063143021,1014838787,2930276100,732569.0251,732569.0251
2022-05-09T00:00:00+00:00,dYdX,3.901858807,3901858807,376525581.4,3901858807,257863005.6,0.066087221,28.65911823,2.765577045,28.65911823,2.765577045,1014838787,3499939198,874984.7995,874984.7995
2022-05-08T00:00:00+00:00,dYdX,3.422772624,3422772624,331383907.1,3422772624,113696300,0.033217602,24.84195111,2.405132834,24.84195111,2.405132834,1006550672,1081896244,270474.0609,270474.0609
2022-05-07T00:00:00+00:00,dYdX,3.479816054,3479816054,335427568.8,3479816054,145423149.1,0.04179047,24.58258735,2.369572811,24.58258735,2.369572811,1006550672,554084539,138521.1347,138521.1347
2022-05-06T00:00:00+00:00,dYdX,3.304799032,3304799032,318026676.6,3304799032,123009413.5,0.03722145,22.09882006,2.126608678,22.09882006,2.126608678,1002591326,941546325.3,235386.5813,235386.5813
2022-05-05T00:00:00+00:00,dYdX,3.796496418,3796496418,365652151.8,3796496418,99245476.73,0.026141333,24.44448088,2.354322525,24.44448088,2.354322525,1002591326,1244609837,311152.4592,311152.4592
2022-05-04T00:00:00+00:00,dYdX,3.40149033,3401490330,327335026,3401490330,76560820.4,0.022508022,21.52847301,2.07174579,21.52847301,2.07174579,1007193513,748337935.3,187084.4838,187084.4838
2022-05-03T00:00:00+00:00,dYdX,3.439809417,3439809417,331355923.8,3439809417,83811135.78,0.024365052,21.52054623,2.073068479,21.52054623,2.073068479,1006281878,508120537.7,127030.1344,127030.1344
2022-05-02T00:00:00+00:00,dYdX,3.615530513,3615530513,345001250,3615530513,139044378.5,0.038457531,22.12644954,2.111350664,22.12644954,2.111350664,1006281878,674815978.2,168703.9945,168703.9945
2022-05-01T00:00:00+00:00,dYdX,3.466726267,3466726267,329833294.2,3466726267,130456870.8,0.037631143,20.70557633,1.96998203,20.70557633,1.96998203,1014727351,662660986,165665.2465,165665.2465
2022-04-30T00:00:00+00:00,dYdX,4.059071159,4059071159,388187133.6,4059071159,170905836,0.042104666,23.70125009,2.266656577,23.70125009,2.266656577,1016857861,614432078.9,153608.0197,153608.0197
2022-04-29T00:00:00+00:00,dYdX,4.400487796,4400487796,418787960.6,4400487796,151908524.5,0.034520838,25.20246785,2.39848185,25.20246785,2.39848185,1018140180,802684248.9,200671.0622,200671.0622
2022-04-28T00:00:00+00:00,dYdX,4.190929839,4190929839,398941835.8,4190929839,79597458.09,0.018992792,23.60476655,2.246978419,23.60476655,2.246978419,1017878299,993943258.8,248485.8147,248485.8147
2022-04-27T00:00:00+00:00,dYdX,4.070193295,4070193295,386936669,4070193295,100078639.6,0.024588179,22.62964073,2.151307608,22.62964073,2.151307608,1017878299,797486778.1,199371.6945,199371.6945
2022-04-26T00:00:00+00:00,dYdX,4.482654497,4482654497,424234606.2,4482654497,142896064.8,0.031877555,24.8322205,2.350100212,24.8322205,2.350100212,1012373447,1087372266,271843.0665,271843.0665
2022-04-25T00:00:00+00:00,dYdX,4.516801951,4516801951,427612023.4,4516801951,107397320.7,0.023777292,25.22928642,2.388492196,25.22928642,2.388492196,1016088842,1175434617,293858.6543,293858.6543
2022-04-24T00:00:00+00:00,dYdX,4.59843014,4598430140,433500342,4598430140,119768166.2,0.026045446,25.59351777,2.412736166,25.59351777,2.412736166,1013422718,427968651.8,106992.1629,106992.1629
2022-04-23T00:00:00+00:00,dYdX,4.691461431,4691461431,441109308.4,4691461431,125592062.1,0.026770349,25.66499125,2.41312152,25.66499125,2.41312152,1013422718,339550250,84887.5625,84887.5625
2022-04-22T00:00:00+00:00,dYdX,4.562379481,4562379481,428782969.9,4562379481,130827396.2,0.028675255,24.63190066,2.314962962,24.63190066,2.314962962,1014992015,702935937.8,175733.9844,175733.9844
2022-04-21T00:00:00+00:00,dYdX,4.845864977,4845864977,452309423,4845864977,183613434.9,0.037890745,25.79280286,2.407480984,25.79280286,2.407480984,1013317904,956961207.3,239240.3018,239240.3018
2022-04-20T00:00:00+00:00,dYdX,5.013966959,5013966959,455504616,5013966959,190872172.4,0.038068095,26.39487507,2.397899215,26.39487507,2.397899215,1006136708,904070527.9,226017.632,226017.632
2022-04-19T00:00:00+00:00,dYdX,4.569177682,4569177682,415031937.7,4569177682,111082270.7,0.024311217,24.02573221,2.182328395,24.02573221,2.182328395,1005170984,1139089703,284772.4256,284772.4256
2022-04-18T00:00:00+00:00,dYdX,4.517390604,4517390604,409958152,4517390604,59365522.36,0.013141552,23.83686527,2.163221668,23.83686527,2.163221668,1005170984,2112948989,528237.2472,528237.2472
2022-04-17T00:00:00+00:00,dYdX,4.727700058,4727700058,430509095,4727700058,78509084.98,0.01660619,25.04531152,2.280651112,25.04531152,2.280651112,1004950113,1028365550,257091.3875,257091.3875
2022-04-16T00:00:00+00:00,dYdX,4.67424297,4674242970,426145122.1,4674242970,190144987.9,0.040679312,24.64928856,2.247246057,24.64928856,2.247246057,1002745025,844101088,211025.272,211025.272
2022-04-15T00:00:00+00:00,dYdX,4.591163245,4591163245,418182620.9,4591163245,146045766.6,0.031810188,23.40309112,2.131652799,23.40309112,2.131652799,987321385.7,1209035654,302258.9134,302258.9134
2022-04-14T00:00:00+00:00,dYdX,4.820104882,4820104882,438524337,4820104882,84916444.24,0.017617136,22.55273363,2.051806507,22.55273363,2.051806507,988074579.7,1499611882,374902.9705,374902.9705
2022-04-13T00:00:00+00:00,dYdX,4.750049262,4750049262,431062971,4750049262,83432443.33,0.017564543,20.93630798,1.89995232,20.93630798,1.89995232,994416742.4,2078596399,519649.0998,519649.0998
2022-04-12T00:00:00+00:00,dYdX,4.558088863,4558088863,414507608.1,4558088863,121979856.9,0.026761184,19.75609575,1.796597706,19.75609575,1.796597706,994416742.4,9066995590,2266748.897,2266748.897
2022-04-11T00:00:00+00:00,dYdX,5.018409036,5018409036,459070307.4,5018409036,83949774.25,0.016728364,23.93731703,2.18972017,23.93731703,2.18972017,999898608.9,4506672655,1126668.164,1126668.164
2022-04-10T00:00:00+00:00,dYdX,5.22999937,5229999370,473245752.5,5229999370,103554743.4,0.019800145,25.25910117,2.285614489,25.25910117,2.285614489,1004666913,1668794253,417198.5633,417198.5633
2022-04-09T00:00:00+00:00,dYdX,5.041735056,5041735056,455803074.9,5041735056,138462003.3,0.027463165,23.97597525,2.167571901,23.97597525,2.167571901,1004666913,2379685495,594921.3737,594921.3737
2022-04-08T00:00:00+00:00,dYdX,5.646462646,5646462646,513427174.8,5646462646,131327903.3,0.023258438,26.9854974,2.453764164,26.9854974,2.453764164,988381774.8,4055307213,1013826.803,1013826.803
2022-04-07T00:00:00+00:00,dYdX,5.360893757,5360893757,490176553.2,5360893757,170109394.5,0.031731536,26.36432654,2.410638094,26.36432654,2.410638094,988381774.8,2364082975,591020.7437,591020.7437
2022-04-06T00:00:00+00:00,dYdX,6.170901099,6170901099,560742838.9,6170901099,125693162.2,0.020368688,30.64439367,2.784621569,30.64439367,2.784621569,999457714.4,3268586253,817146.5632,817146.5632
2022-04-05T00:00:00+00:00,dYdX,6.767915688,6767915688,613433623,6767915688,189545684.2,0.028006508,34.79495501,3.153762,34.79495501,3.153762,995893297.2,2899925350,724981.3376,724981.3376
2022-04-04T00:00:00+00:00,dYdX,6.920045601,6920045601,624082967.5,6920045601,186465278.8,0.026945672,36.72813936,3.312320109,36.72813936,3.312320109,997527204.6,2158005392,539501.348,539501.348
2022-04-03T00:00:00+00:00,dYdX,6.817172204,6817172204,616548032.9,6817172204,245994524.1,0.03608454,36.50218388,3.30127346,36.50218388,3.30127346,996115394.4,1373018790,343254.6974,343254.6974
2022-04-02T00:00:00+00:00,dYdX,6.479242239,6479242239,586311526.1,6479242239,207391619.3,0.032008623,34.72510022,3.142300558,34.72510022,3.142300558,993911246.2,1719147025,429786.7562,429786.7562
2022-04-01T00:00:00+00:00,dYdX,5.970912361,5970912361,546128892.8,5970912361,307556974.3,0.051509209,32.11928022,2.937786704,32.11928022,2.937786704,1006681824,2042720243,510680.0608,510680.0608
2022-03-31T00:00:00+00:00,dYdX,6.256554802,6256554802,567990695.8,6256554802,297182648.3,0.047499408,33.56669786,3.047295624,33.56669786,3.047295624,997583108.9,1963878439,490969.6098,490969.6098
2022-03-30T00:00:00+00:00,dYdX,5.76931168,5769311680,521629367.4,5769311680,157894965,0.027368077,30.75919673,2.781077054,30.75919673,2.781077054,997583108.9,1751033232,437758.308,437758.308
2022-03-29T00:00:00+00:00,dYdX,5.629216433,5629216433,506956482.4,5629216433,160369311.3,0.028488745,29.98439839,2.700337661,29.98439839,2.700337661,984583563.6,1801642182,450410.5455,450410.5455
2022-03-28T00:00:00+00:00,dYdX,5.699752141,5699752141,509879336,5699752141,110019494.2,0.019302505,30.62656222,2.739742154,30.62656222,2.739742154,984583563.6,1780490744,445122.686,445122.686
2022-03-27T00:00:00+00:00,dYdX,5.403598162,5403598162,484809002.1,5403598162,88302224.43,0.016341375,28.92339164,2.594996929,28.92339164,2.594996929,994411237.6,1020521139,255130.2848,255130.2848
2022-03-26T00:00:00+00:00,dYdX,5.21145218,5211452180,466372577.5,5211452180,160035115,0.030708353,26.74036519,2.392993854,26.74036519,2.392993854,984856064.7,582011016.1,145502.754,145502.754
2022-03-25T00:00:00+00:00,dYdX,5.274762555,5274762555,468940432.6,5274762555,119632039.3,0.02268008,26.63824304,2.368210718,26.63824304,2.368210718,984856064.7,1393389681,348347.4204,348347.4204
2022-03-24T00:00:00+00:00,dYdX,5.159647081,5159647081,453982619.9,5159647081,90968976.01,0.017630852,25.70601453,2.261798848,25.70601453,2.261798848,993453927.1,1489432906,372358.2264,372358.2264
2022-03-23T00:00:00+00:00,dYdX,5.09055216,5090552160,439547582,5090552160,84392300.84,0.016578221,24.86828307,2.147270738,24.86828307,2.147270738,988115790.4,1163808834,290952.2086,290952.2086
2022-03-22T00:00:00+00:00,dYdX,5.02577913,5025779130,430364037,5025779130,71563964.28,0.014239377,24.42067737,2.091174528,24.42067737,2.091174528,986000610,1604652016,401163.004,401163.004
2022-03-21T00:00:00+00:00,dYdX,4.894231799,4894231799,418651548.4,4894231799,99429649.46,0.02031568,23.97638361,2.050934761,23.97638361,2.050934761,986000610,1664689774,416172.4436,416172.4436
2022-03-20T00:00:00+00:00,dYdX,5.225436453,5225436453,447006399.2,5225436453,123125854.9,0.023562789,25.44075374,2.176311936,25.44075374,2.176311936,984349413.5,978345387.1,244586.3468,244586.3468
2022-03-19T00:00:00+00:00,dYdX,4.924893636,4924893636,421901392.6,4924893636,81581861.93,0.016565203,23.41337104,2.005755774,23.41337104,2.005755774,981194710.4,912927740.3,228231.9351,228231.9351
2022-03-18T00:00:00+00:00,dYdX,4.729255829,4729255829,404471512.2,4729255829,75212618.49,0.01590369,22.23439041,1.901605207,22.23439041,1.901605207,973002448.6,1859204762,464801.1906,464801.1906
2022-03-17T00:00:00+00:00,dYdX,4.738369951,4738369951,404823389.7,4738369951,87107770.23,0.018383489,18.84197276,1.609766936,18.84197276,1.609766936,973002448.6,1321910149,330477.5371,330477.5371
