datetime,project,price,market_cap,market_cap_circulating,market_cap_fully_diluted,volume,vol_mc,pe,pe_circulating,ps,ps_circulating,tvl,gmv,revenue,revenue_supply_side,revenue_protocol
2022-05-25T00:00:00+00:00,QuickSwap,78.4599445,78459944.5,36193073.97,78459944.5,3722182.26,0.047440542,10.73544059,4.952190547,1.431392079,0.660292073,468858651.1,22430252.02,67290.75605,58318.65524,8972.100807
2022-05-24T00:00:00+00:00,QuickSwap,74.28522355,74285223.55,34288860.19,74285223.55,4190874.335,0.056415989,10.16090015,4.690107506,1.354786686,0.625347668,482098822.4,20512407.44,61537.22232,53332.25935,8204.962976
2022-05-23T00:00:00+00:00,QuickSwap,76.38694852,76386948.52,35280069.84,76386948.52,919421.3042,0.012036366,10.44225873,4.82286077,1.392301165,0.643048103,482098822.4,23299353,69898.05901,60578.31781,9319.741201
2022-05-22T00:00:00+00:00,QuickSwap,74.79192653,74791926.53,34512215.73,74791926.53,857006.4606,0.011458542,10.10567635,4.663194257,1.347423513,0.621759234,467489498.5,18174145.32,54522.43597,47252.77784,7269.658129
2022-05-21T00:00:00+00:00,QuickSwap,73.11235322,73112353.22,33797532.95,73112353.22,1542499.19,0.021097655,9.794949303,4.527895865,1.30599324,0.603719449,467489498.5,17712833.13,53138.4994,46053.36615,7085.133253
2022-05-20T00:00:00+00:00,QuickSwap,79.08036122,79080361.22,36429305.19,79080361.22,7406160.619,0.093653601,10.49089917,4.832756979,1.398786556,0.644367597,475698819.9,26115663.04,78346.98913,67900.72391,10446.26522
2022-05-19T00:00:00+00:00,QuickSwap,72.17257873,72172578.73,33311186.8,72172578.73,7228797.793,0.100159893,9.494937108,4.382379419,1.265991614,0.584317256,452970644.9,27567591.79,82702.77536,71675.73864,11027.03671
2022-05-18T00:00:00+00:00,QuickSwap,84.64676256,84646762.56,39031336.33,84646762.56,1352365.179,0.015976573,11.01020373,5.076897825,1.468027164,0.67691971,480331975.4,27106343.87,81319.03162,70476.49407,10842.53755
2022-05-17T00:00:00+00:00,QuickSwap,78.79782484,78797824.84,36366507.72,78797824.84,6071119.914,0.077046796,10.20045688,4.70768063,1.360060917,0.627690751,501955269.1,21815059.64,65445.17891,56719.15505,8726.023854
2022-05-16T00:00:00+00:00,QuickSwap,85.17312145,85173121.45,39148694.46,85173121.45,6790865.552,0.079730148,10.94495145,5.030701623,1.45932686,0.670760216,501955269.1,30344768.4,91034.30519,78896.39783,12137.90736
2022-05-15T00:00:00+00:00,QuickSwap,74.6837291,74683729.1,34104316.61,74683729.1,3600344.481,0.048207883,9.592150176,4.380254314,1.278953357,0.584033909,489177652.4,28599635.43,85798.90628,74359.05211,11439.85417
2022-05-14T00:00:00+00:00,QuickSwap,74.04087562,74040875.62,34179106.83,74040875.62,4816359.471,0.065050007,9.448570753,4.361694895,1.259809434,0.581559319,486052971.9,36669662.69,110008.9881,95341.12298,14667.86507
2022-05-13T00:00:00+00:00,QuickSwap,65.15377251,65153772.51,30024100.33,65153772.51,6797791.068,0.104334574,8.299236406,3.824446336,1.106564854,0.509926178,504339120.1,81072011.64,243216.0349,210787.2303,32428.80465
2022-05-12T00:00:00+00:00,QuickSwap,69.45561931,69455619.31,32941506.15,69455619.31,8057022.736,0.116002461,9.023728175,4.279786144,1.203163757,0.570638153,601478842.1,221100285.6,663300.8569,574860.7426,88440.11425
2022-05-11T00:00:00+00:00,QuickSwap,103.404003,103404003,47452896.05,103404003,3748596.016,0.036251943,15.03511071,6.89972849,2.004681428,0.919963799,582453552.5,185348492.8,556045.4783,481906.0812,74139.39711
2022-05-10T00:00:00+00:00,QuickSwap,106.8023593,106802359.3,49661486.99,106802359.3,4492037.072,0.042059343,17.40895692,8.094902521,2.321194256,1.079320336,657247457.2,89412259.95,268236.7798,232471.8759,35764.90398
2022-05-09T00:00:00+00:00,QuickSwap,129.8967395,129896739.5,59920281.76,129896739.5,1803748.731,0.01388602,22.2494073,10.26346588,2.966587639,1.368462117,667958532.9,130412407.2,391237.2217,339072.2588,52164.96289
2022-05-08T00:00:00+00:00,QuickSwap,140.2234497,140223449.7,64864234.74,140223449.7,1466031.069,0.010454964,26.04794788,12.04919868,3.473059717,1.606559824,664104660.7,48315778.79,144947.3364,125621.0249,19326.31152
2022-05-07T00:00:00+00:00,QuickSwap,145.0327265,145032726.5,67331806.93,145032726.5,1216662.988,0.008388886,26.90141171,12.48904784,3.586854895,1.665206378,667599568.9,47477128.15,142431.3845,123440.5332,18990.85126
2022-05-06T00:00:00+00:00,QuickSwap,151.5882073,151588207.3,70249028.75,151588207.3,3051715.973,0.020131619,28.00243538,12.97689261,3.73365805,1.730252348,725171547.9,31445107.43,94335.32228,81757.27931,12578.04297
2022-05-05T00:00:00+00:00,QuickSwap,168.0588976,168058897.6,77416171.97,168058897.6,6126149.278,0.036452395,30.94278047,14.25376251,4.125704062,1.900501668,725171547.9,36067561.99,108202.686,93775.66116,14427.02479
2022-05-04T00:00:00+00:00,QuickSwap,162.7832953,162783295.3,75131972.25,162783295.3,3712892.04,0.022808803,29.84077769,13.77289037,3.978770358,1.836385383,696539699.5,39048191.12,117144.5734,101525.2969,15619.27645
2022-05-03T00:00:00+00:00,QuickSwap,171.3701054,171370105.4,78945303.74,171370105.4,5865379.045,0.034226384,31.49246563,14.50767775,4.198995418,1.934357034,698103575.2,30521261.48,91563.78443,79355.27984,12208.50459
2022-05-02T00:00:00+00:00,QuickSwap,176.7888106,176788810.6,81452305.7,176788810.6,2199952.642,0.012443959,32.0838481,14.78206338,4.277846413,1.970941784,698103575.2,32995040.44,98985.12133,85787.10515,13198.01618
2022-05-01T00:00:00+00:00,QuickSwap,175.5952711,175595271.1,81138159.26,175595271.1,30925017.14,0.176115319,31.35241543,14.48716278,4.180322057,1.931621704,676204577.6,42296154.41,126888.4632,109970.0015,16918.46176
2022-04-30T00:00:00+00:00,QuickSwap,190.2938673,190293867.3,87788325.8,190293867.3,12214004.35,0.06418496,33.54405687,15.47488963,4.472540916,2.063318617,745132727.3,43043972.44,129131.9173,111914.3283,17217.58898
2022-04-29T00:00:00+00:00,QuickSwap,159.8313328,159831332.8,73755961.48,159831332.8,456622.2365,0.002856901,27.96436746,12.90447107,3.728582328,1.720596142,753329080.2,47216907.94,141650.7238,122763.9606,18886.76318
2022-04-28T00:00:00+00:00,QuickSwap,164.6091023,164609102.3,75866440.86,164609102.3,3429550.078,0.020834511,28.73591109,13.24405072,3.831454812,1.765873429,753329080.2,39386233.99,118158.702,102404.2084,15754.4936
2022-04-27T00:00:00+00:00,QuickSwap,159.1804605,159180460.5,73077598.64,159180460.5,1081069.629,0.006791472,27.62836247,12.68380791,3.683781663,1.691174387,781596599.6,30412537.04,91237.61113,79072.59631,12165.01482
2022-04-26T00:00:00+00:00,QuickSwap,175.1882209,175188220.9,62940515.26,175188220.9,5334057.721,0.030447582,30.37214701,10.91191275,4.049619601,1.454921701,781596599.6,30365055.84,91095.16752,78949.14518,12146.02234
2022-04-25T00:00:00+00:00,QuickSwap,170.5084153,170508415.3,61655834.4,170508415.3,2732790.338,0.016027305,29.70950781,10.74295653,3.961267708,1.432394204,781596599.6,45520234.13,136560.7024,118352.6087,18208.09365
2022-04-24T00:00:00+00:00,QuickSwap,173.4767861,173476786.1,62932338.13,173476786.1,875520.6636,0.005046904,30.33948347,11.00628318,4.045264463,1.467504424,781596599.6,22938179.74,68814.53921,59639.26732,9175.271895
2022-04-23T00:00:00+00:00,QuickSwap,180.97448,180974480,65460367.05,180974480,3912322.906,0.021618092,30.87107292,11.16639078,4.116143056,1.488852104,781596599.6,21422199.82,64266.59945,55697.71952,8568.879927
2022-04-22T00:00:00+00:00,QuickSwap,183.0728308,183072830.8,66175255.43,183072830.8,3085801.659,0.016855596,30.77371881,11.12376257,4.103162509,1.483168343,781596599.6,41518631.74,124555.8952,107948.4425,16607.4527
2022-04-21T00:00:00+00:00,QuickSwap,189.855421,189855421,68616678.49,189855421,103596.8211,0.000545662,31.96192619,11.55153327,4.261590159,1.540204437,780492600,31616541.71,94849.62513,82203.00845,12646.61668
2022-04-20T00:00:00+00:00,QuickSwap,196.4233576,196423357.6,70925828.52,196423357.6,3919782.634,0.019955787,33.06066242,11.93775986,4.408088323,1.591701315,777104702.2,33362603.11,100087.8093,86742.76808,13345.04124
2022-04-19T00:00:00+00:00,QuickSwap,192.7913984,192791398.4,69896562.88,192791398.4,94340.99876,0.000489342,32.30801624,11.71327822,4.307735499,1.56177043,756053053.7,39528043.44,118584.1303,102772.9129,15811.21738
2022-04-18T00:00:00+00:00,QuickSwap,192.9153464,192915346.4,69365373.84,192915346.4,182564.7998,0.000946347,32.1443889,11.55795842,4.28591852,1.541061123,773531404.5,46011369.59,138034.1088,119629.5609,18404.54784
2022-04-17T00:00:00+00:00,QuickSwap,197.9015009,197901500.9,71116591.28,197901500.9,476073.661,0.002405609,33.35643485,11.98675065,4.447524647,1.59823342,776006745.8,34941743.28,104825.2298,90848.53252,13976.69731
2022-04-16T00:00:00+00:00,QuickSwap,203.2454512,203245451.2,73289613.28,203245451.2,2537345.72,0.012484145,34.19992747,12.33237666,4.55999033,1.644316888,767785149.5,33922944.24,101768.8327,88199.65503,13569.1777
2022-04-15T00:00:00+00:00,QuickSwap,201.9279232,201927923.2,72618935.46,201927923.2,4040002.391,0.020007151,33.39480483,12.00970692,4.452640644,1.601294256,781538079.1,31186953.84,93560.86151,81086.07998,12474.78154
2022-04-14T00:00:00+00:00,QuickSwap,210.1924091,210192409.1,75748119.17,210192409.1,6235273.478,0.029664599,34.3968103,12.39575538,4.586241373,1.652767384,773460514.7,39274863.07,117824.5892,102114.644,15709.94523
2022-04-13T00:00:00+00:00,QuickSwap,199.3584523,199358452.3,72088511.16,199358452.3,5812393.081,0.029155489,32.69311507,11.82191155,4.359082009,1.576254874,765299789,39722078.4,119166.2352,103277.4039,15888.83136
2022-04-12T00:00:00+00:00,QuickSwap,189.1752975,189175297.5,68661376.98,189175297.5,4053000.114,0.021424574,31.37696047,11.38830143,4.18359473,1.518440191,806703983.4,48463370.54,145390.1116,126004.7634,19385.34821
2022-04-11T00:00:00+00:00,QuickSwap,217.136928,217136928,78414595.45,217136928,93414.08438,0.000430208,36.90276891,13.32668617,4.920369188,1.776891489,816034766.6,47097659.34,141292.978,122453.9143,18839.06374
2022-04-10T00:00:00+00:00,QuickSwap,221.3216545,221321654.5,80096345.64,221321654.5,102480.5485,0.000463039,38.19974143,13.82449313,5.093298858,1.843265751,806992834.3,27674562.59,83023.68777,71953.86274,11069.82504
2022-04-09T00:00:00+00:00,QuickSwap,216.541741,216541741,77605758.48,216541741,5624081.326,0.025972274,37.42949983,13.4142485,4.990599978,1.788566467,820469893.1,26414875.7,79244.62711,68678.67683,10565.95028
2022-04-08T00:00:00+00:00,QuickSwap,231.2206818,231220681.8,83495988.53,231220681.8,3907530.628,0.016899572,39.45171223,14.24638872,5.260228297,1.899518496,813790948.8,33817851.05,101453.5532,87926.41274,13527.14042
2022-04-07T00:00:00+00:00,QuickSwap,230.6413137,230641313.7,83143518.01,230641313.7,6627675.487,0.028735856,39.23349958,14.14322147,5.231133277,1.885762862,813790948.8,50011480.56,150034.4417,130029.8495,20004.59222
2022-04-06T00:00:00+00:00,QuickSwap,239.1467783,239146778.3,86363235.64,239146778.3,1058224.137,0.004424999,40.68623345,14.69304664,5.424831126,1.959072885,892109409.3,52175000.82,156525.0025,135655.0021,20870.00033
2022-04-05T00:00:00+00:00,QuickSwap,245.5183483,245518348.3,88635612.54,245518348.3,8986374.474,0.036601641,42.39996083,15.30698837,5.653328111,2.040931782,897201950.3,35242833.99,105728.502,91631.36837,14097.1336
2022-04-04T00:00:00+00:00,QuickSwap,243.5435377,243543537.7,87708972.38,243543537.7,5358485.735,0.022002168,42.18881361,15.19374122,5.625175148,2.025832162,889066069.3,41117234.41,123351.7032,106904.8095,16446.89376
2022-04-03T00:00:00+00:00,QuickSwap,235.8622796,235862279.6,85207854.61,235862279.6,8986978.151,0.038102651,40.65715148,14.6878452,5.42095353,1.95837936,889066069.3,36194549.52,108583.6486,94105.82876,14477.81981
2022-04-02T00:00:00+00:00,QuickSwap,239.9385638,239938563.8,87079381.38,239938563.8,17433642.84,0.072658778,41.39429366,15.0229685,5.519239154,2.003062466,861607310.2,45084852.28,135254.5568,117220.6159,18033.94091
2022-04-01T00:00:00+00:00,QuickSwap,220.8828744,220882874.4,79555044.64,220882874.4,5601897.442,0.025361393,37.67416786,13.56904701,5.023222381,1.809206268,881869574.5,52206839.55,156620.5186,135737.7828,20882.73582
2022-03-31T00:00:00+00:00,QuickSwap,224.9739608,224973960.8,81390805.16,224973960.8,4830801.224,0.021472713,38.07442982,13.77452078,5.076590643,1.836602771,865244987.8,57638971.33,172916.914,149861.3255,23055.58853
2022-03-30T00:00:00+00:00,QuickSwap,221.2661549,221266154.9,80042545.5,221266154.9,212263.7415,0.000959314,37.46259823,13.55201262,4.995013098,1.806935016,871921960.7,52085386.77,156256.1603,135422.0056,20834.15471
2022-03-29T00:00:00+00:00,QuickSwap,227.8046259,227804625.9,82272927.59,227804625.9,1135287.184,0.0049836,38.79312644,14.01035677,5.172416859,1.868047569,856770011.2,49935934.94,149807.8048,129833.4308,19974.37398
