datetime,project,price,market_cap,market_cap_circulating,market_cap_fully_diluted,volume,vol_mc,pe,pe_circulating,ps,ps_circulating,tvl,gmv,revenue,revenue_protocol
2022-05-15T00:00:00+00:00,1inch,0.944109789,1416164684,390513669.9,1416164684,90282561.23,0.063751456,2064.355224,569.2550759,2064.355224,569.2550759,10239900.5,,908.6461026,908.6461026
2022-05-14T00:00:00+00:00,1inch,0.917844757,1376767136,384762345.3,1376767136,98743713.99,0.071721435,1980.000919,553.3468789,1980.000919,553.3468789,9637442.405,230069.6452,1056.618626,1056.618626
2022-05-13T00:00:00+00:00,1inch,0.809816265,1214724398,336807268.5,1214724398,143310591.7,0.117977866,1719.816249,476.8543501,1719.816249,476.8543501,10822399.05,,3384.769116,3384.769116
2022-05-12T00:00:00+00:00,1inch,1.02306802,1534602030,418584351.3,1534602030,248966482.7,0.16223521,2261.77561,616.9312029,2261.77561,616.9312029,10822399.05,588803.1905,5277.15371,5277.15371
2022-05-11T00:00:00+00:00,1inch,1.0433398,1565009700,429605753.8,1565009700,179707730.6,0.114828509,2417.427646,663.6002488,2417.427646,663.6002488,12124890.31,,5552.312583,5552.312583
2022-05-10T00:00:00+00:00,1inch,1.033727439,1550591158,435232128.3,1550591158,173069249.4,0.111615011,2651.051143,744.1178965,2651.051143,744.1178965,13593990.89,613136.2778,2745.949178,2745.949178
2022-05-09T00:00:00+00:00,1inch,1.2982447,1947367049,540298879.9,1947367049,91143382.85,0.046803392,3408.105705,945.5822391,3408.105705,945.5822391,13593990.89,,7270.465784,7270.465784
2022-05-08T00:00:00+00:00,1inch,1.30466334,1956995010,542212937.8,1956995010,118566886.7,0.060586198,3680.272471,1019.671148,3680.272471,1019.671148,14436964.46,385770.548,3126.06621,3126.06621
2022-05-07T00:00:00+00:00,1inch,1.364820891,2047231337,566299932.7,2047231337,218574078.2,0.106765696,3919.005223,1084.065271,3919.005223,1084.065271,14366985.01,,1731.996614,1731.996614
2022-05-06T00:00:00+00:00,1inch,1.289315886,1933973829,531959948.5,1933973829,183067756.5,0.094658859,3575.446357,983.4643219,3575.446357,983.4643219,14102758.4,274767.6652,2241.180049,2241.180049
2022-05-05T00:00:00+00:00,1inch,1.286305126,1929457688,535272472.6,1929457688,50040033.1,0.025934766,3613.907966,1002.574695,3613.907966,1002.574695,14102758.4,,2445.406822,2445.406822
2022-05-04T00:00:00+00:00,1inch,1.170413602,1755620403,486167034,1755620403,61154389.42,0.034833492,3262.020849,903.3199878,3262.020849,903.3199878,13951965.55,116684.9129,763.7319178,763.7319178
2022-05-03T00:00:00+00:00,1inch,1.176305897,1764458845,488075418.5,1764458845,54658703.67,0.030977602,3195.287351,883.8637496,3195.287351,883.8637496,13951965.55,,1059.158381,1059.158381
2022-05-02T00:00:00+00:00,1inch,1.160784394,1741176592,480961593.9,1741176592,69649115.04,0.040001178,2980.808946,823.3826647,2980.808946,823.3826647,14063609.59,81590.34522,595.9923524,595.9923524
2022-05-01T00:00:00+00:00,1inch,1.126344927,1689517391,465153835.2,1689517391,81343271.46,0.048145862,2816.568143,775.4507182,2816.568143,775.4507182,14063609.59,,658.6195639,658.6195639
2022-04-30T00:00:00+00:00,1inch,1.259407128,1889110691,524789699.4,1889110691,46781755.32,0.024763904,3047.79761,846.6697049,3047.79761,846.6697049,14715959.28,457077.9219,1687.619597,1687.619597
2022-04-29T00:00:00+00:00,1inch,1.302409161,1953613741,539235211.6,1953613741,55761832.08,0.028542916,3174.865232,876.3242646,3174.865232,876.3242646,14715959.28,,548.6374936,548.6374936
2022-04-28T00:00:00+00:00,1inch,1.322039973,1983059960,548314650.9,1983059960,45221061.41,0.022803678,3116.47482,861.7030436,3116.47482,861.7030436,14861763.02,314031.7984,2717.034241,2717.034241
2022-04-27T00:00:00+00:00,1inch,1.286003324,1929004986,532863046.2,1929004986,44249015.91,0.022938777,3133.92444,865.7066912,3133.92444,865.7066912,15114896.8,,3844.725292,3844.725292
2022-04-26T00:00:00+00:00,1inch,1.416274664,2124411996,587300614.5,2124411996,49888711.38,0.023483539,3578.55479,989.3031252,3578.55479,989.3031252,15114896.8,174124.6139,739.4656247,739.4656247
2022-04-25T00:00:00+00:00,1inch,1.41809417,2127141254,590262042.9,2127141254,27833424.75,0.013084897,3522.080951,977.3449192,3522.080951,977.3449192,15708876.8,,1317.841661,1317.841661
2022-04-24T00:00:00+00:00,1inch,1.446345747,2169518621,601265580.6,2169518621,37433598.87,0.017254334,3613.899233,1001.564679,3613.899233,1001.564679,15708876.8,142645.5801,934.046624,934.046624
2022-04-23T00:00:00+00:00,1inch,1.47548228,2213223420,613410227.6,2213223420,76661864.39,0.034638105,3530.541026,978.5139427,3530.541026,978.5139427,16361251.8,,228.2183156,228.2183156
2022-04-22T00:00:00+00:00,1inch,1.491460423,2237190635,619855794.6,2237190635,78571923.71,0.035120799,3424.674311,948.870509,3424.674311,948.870509,16290528.84,236705.4219,1448.947249,1448.947249
2022-04-21T00:00:00+00:00,1inch,1.540693653,2311040479,637452200.9,2311040479,55195020.35,0.023883191,3440.740849,949.05643,3440.740849,949.05643,16063293.25,,1170.419789,1170.419789
2022-04-20T00:00:00+00:00,1inch,1.540087592,2310131388,638574845.8,2310131388,43786290.05,0.018954026,3363.293609,929.6937433,3363.293609,929.6937433,15803432.46,92364.06726,515.0771367,515.0771367
2022-04-19T00:00:00+00:00,1inch,1.495823611,2243735416,619953718.9,2243735416,50716324.51,0.022603523,3190.727181,881.6116051,3190.727181,881.6116051,16088671.8,,974.8323781,974.8323781
2022-04-18T00:00:00+00:00,1inch,1.463982104,2195973156,604953599,2195973156,37780024.15,0.017204229,2999.335781,826.2664643,2999.335781,826.2664643,16100121.92,161208.8795,784.993143,784.993143
2022-04-17T00:00:00+00:00,1inch,1.514903117,2272354675,628989484.1,2272354675,36632150.19,0.016120789,2927.40195,810.3070629,2927.40195,810.3070629,16096597.48,,505.8807453,505.8807453
2022-04-16T00:00:00+00:00,1inch,1.519615519,2279423278,630559783.9,2279423278,54469063.18,0.023895984,2853.37828,789.333692,2853.37828,789.333692,16096597.48,65757.63191,172.2931048,172.2931048
2022-04-15T00:00:00+00:00,1inch,1.514764303,2272146455,629421707.5,2272146455,61737081.03,0.02717126,2707.39434,749.9924859,2707.39434,749.9924859,16322299.72,,1855.613714,1855.613714
2022-04-14T00:00:00+00:00,1inch,1.551714951,2327572427,644488267.5,2327572427,51496179.8,0.022124416,2791.217972,772.8684247,2791.217972,772.8684247,16322299.72,147375.2024,1700.919403,1700.919403
2022-04-13T00:00:00+00:00,1inch,1.518056011,2277084017,625759535.5,2277084017,65337827.97,0.02869364,2754.053325,756.8342304,2754.053325,756.8342304,16769541.67,,1988.653341,1988.653341
2022-04-12T00:00:00+00:00,1inch,1.456720839,2185081259,602980186.6,2185081259,81252937.82,0.037185316,2659.188365,733.8115642,2659.188365,733.8115642,17678814.38,153909.4769,1022.297696,1022.297696
2022-04-11T00:00:00+00:00,1inch,1.592709473,2389064209,662194571.1,2389064209,45983691.15,0.019247574,2904.376249,805.0274151,2904.376249,805.0274151,17678814.38,,2635.103614,2635.103614
2022-04-10T00:00:00+00:00,1inch,1.666164694,2499247042,687417182.4,2499247042,61524334.84,0.024617148,3086.855162,849.0386275,3086.855162,849.0386275,19291839.79,120355.4251,244.9740391,244.9740391
2022-04-09T00:00:00+00:00,1inch,1.578876438,2368314658,648252579.4,2368314658,69367107.06,0.02928965,2804.670426,767.6914181,2804.670426,767.6914181,19291839.79,,1599.039313,1599.039313
2022-04-08T00:00:00+00:00,1inch,1.660547448,2490821172,687500111.4,2490821172,72609584.12,0.029150862,2950.631606,814.4139695,2950.631606,814.4139695,19004393.78,505895.4704,3903.776962,3903.776962
2022-04-07T00:00:00+00:00,1inch,1.616677421,2425016131,669580467.4,2425016131,137134713.3,0.056550021,2977.634338,822.1659915,2977.634338,822.1659915,19004393.78,,2330.487894,2330.487894
2022-04-06T00:00:00+00:00,1inch,1.83787873,2756818095,762911350.8,2756818095,93817522.8,0.034031089,3400.804477,941.1256922,3400.804477,941.1256922,20551119.08,411147.8181,3304.818399,3304.818399
2022-04-05T00:00:00+00:00,1inch,1.896547081,2844820621,782253514.7,2844820621,131756016.8,0.04631435,3620.004523,995.409426,3620.004523,995.409426,20936545.51,,1646.122986,1646.122986
2022-04-04T00:00:00+00:00,1inch,1.973622667,2960434000,814178772.2,2960434000,142487015.4,0.048130448,3823.157976,1051.445182,3823.157976,1051.445182,20838120.05,450063.5812,2810.815375,2810.815375
2022-04-03T00:00:00+00:00,1inch,1.921036093,2881554139,796099770.1,2881554139,215150977.7,0.074664909,3717.256496,1026.982975,3717.256496,1026.982975,20092888.88,,1953.315364,1953.315364
2022-04-02T00:00:00+00:00,1inch,1.880853379,2821280068,776572877.8,2821280068,103344339,0.036630301,3568.913934,982.3632172,3568.913934,982.3632172,19855722.35,603804.3144,3770.363575,3770.363575
2022-04-01T00:00:00+00:00,1inch,1.775955919,2663933878,730581003.9,2663933878,128438973.3,0.048214025,3511.965407,963.1527394,3511.965407,963.1527394,20360388.77,,1931.180295,1931.180295
2022-03-31T00:00:00+00:00,1inch,1.843055529,2764583293,764653446.6,2764583293,110003916.9,0.039790415,3646.001904,1008.444176,3646.001904,1008.444176,20134985.14,347174.9675,2355.422651,2355.422651
2022-03-30T00:00:00+00:00,1inch,1.792423975,2688635963,741042609.3,2688635963,135481557.1,0.050390443,3446.669074,949.9719111,3446.669074,949.9719111,20134985.14,,1306.226524,1306.226524
2022-03-29T00:00:00+00:00,1inch,1.721694628,2582541941,720247865,2582541941,106746164.3,0.041333758,2731.637865,761.8293856,2731.637865,761.8293856,20719718.23,353506.1615,2330.293089,2330.293089
2022-03-28T00:00:00+00:00,1inch,1.749687085,2624530628,724124793.4,2624530628,119414373.1,0.045499325,2832.869,781.6066834,2832.869,781.6066834,20263113,,951.1959816,951.1959816
2022-03-27T00:00:00+00:00,1inch,1.628375848,2442563772,674452852.8,2442563772,49990598.26,0.020466445,2598.834908,717.603216,2598.834908,717.603216,20226568.95,327153.6333,1987.022956,1987.022956
2022-03-26T00:00:00+00:00,1inch,1.573470349,2360205524,651254374.5,2360205524,61772421.58,0.026172476,2448.597289,675.6444217,2448.597289,675.6444217,23494547.95,,1613.719154,1613.719154
2022-03-25T00:00:00+00:00,1inch,1.628034844,2442052266,675279537,2442052266,77664269.55,0.03180287,2536.484823,701.3921531,2536.484823,701.3921531,25731447.48,217603.1219,1010.543288,1010.543288
2022-03-24T00:00:00+00:00,1inch,1.610608534,2415912801,665862410.2,2415912801,71576561.86,0.02962713,2412.511495,664.9249583,2412.511495,664.9249583,25731447.48,,3189.244083,3189.244083
2022-03-23T00:00:00+00:00,1inch,1.54825936,2322389041,640522290.4,2322389041,66687169.55,0.0287149,2346.983187,647.3054341,2346.983187,647.3054341,25123647.07,356088.9084,2468.462696,2468.462696
2022-03-22T00:00:00+00:00,1inch,1.533010332,2299515498,634914553.4,2299515498,65191244.98,0.028349992,2335.410144,644.8253513,2335.410144,644.8253513,25323810.13,,3012.788953,3012.788953
2022-03-21T00:00:00+00:00,1inch,1.554750704,2332126056,644369388.9,2332126056,72036156.19,0.03088862,2429.033417,671.1450159,2429.033417,671.1450159,25323810.13,370651.1893,2461.070371,2461.070371
2022-03-20T00:00:00+00:00,1inch,1.633638867,2450458301,676549183.9,2450458301,113669962.5,0.046387226,2571.330025,709.9207643,2571.330025,709.9207643,24759682.95,,1902.792088,1902.792088
2022-03-19T00:00:00+00:00,1inch,1.590330756,2385496134,659518378.1,2385496134,122078187.2,0.051175177,2488.539668,688.0068353,2488.539668,688.0068353,23495136.36,402292.5111,3433.439927,3433.439927
2022-03-18T00:00:00+00:00,1inch,1.48144537,2222168055,612642037,2222168055,58157700.15,0.026171603,2374.920702,654.7552755,2374.920702,654.7552755,23495136.36,,4529.012511,4529.012511
2022-03-17T00:00:00+00:00,1inch,1.511779636,2267669454,622232715.5,2267669454,122959828.5,0.054222995,2504.747914,687.2853947,2504.747914,687.2853947,22963935.96,264057.0733,2426.585584,2426.585584
2022-03-16T00:00:00+00:00,1inch,1.351685383,2027528074,560187179.7,2027528074,33660654.67,0.016601819,2259.120982,624.1741496,2259.120982,624.1741496,21888066.96,,3602.391038,3602.391038
2022-03-15T00:00:00+00:00,1inch,1.331066208,1996599311,550678140.6,1996599311,29202431.81,0.014626085,2308.799804,636.7855461,2308.799804,636.7855461,22202396.24,228128.4742,1401.56684,1401.56684
2022-03-14T00:00:00+00:00,1inch,1.311257414,1966886121,542677818.6,1966886121,45850523.58,0.023311224,2282.19681,629.674272,2282.19681,629.674272,22202396.24,,1099.652558,1099.652558
2022-03-13T00:00:00+00:00,1inch,1.336366856,2004550284,553437042.3,2004550284,33140969.24,0.01653287,2247.05488,620.3902274,2247.05488,620.3902274,22240159.63,263335.0065,1555.329517,1555.329517
2022-03-12T00:00:00+00:00,1inch,1.321633885,1982450828,548566098.1,1982450828,35365857.63,0.017839463,2205.07542,610.1687881,2205.07542,610.1687881,22407337.86,,1095.68643,1095.68643
2022-03-11T00:00:00+00:00,1inch,1.371718472,2057577708,567437375.8,2057577708,70728692.74,0.034374737,2254.51761,621.7493276,2254.51761,621.7493276,22407337.86,271589.1085,1536.759613,1536.759613
2022-03-10T00:00:00+00:00,1inch,1.374243158,2061364737,568429925.8,2061364737,40384548.93,0.019591171,2231.73716,615.4108321,2231.73716,615.4108321,21941294.14,,3198.581248,3198.581248
2022-03-09T00:00:00+00:00,1inch,1.290894816,1936342224,533943370.5,1936342224,30738998.28,0.015874776,2112.564236,582.5363174,2112.564236,582.5363174,21941294.14,275074.7644,1577.573281,1577.573281
2022-03-08T00:00:00+00:00,1inch,1.274400354,1911600531,527854373.9,1911600531,43563475.37,0.022789006,2109.007774,582.3648614,2109.007774,582.3648614,22295762.74,,1376.631312,1376.631312
2022-03-07T00:00:00+00:00,1inch,1.303560723,1955341085,539342523.7,1955341085,31700833.36,0.016212431,2142.039732,590.8396873,2142.039732,590.8396873,22575598.67,382985.5104,2010.01812,2010.01812
2022-03-06T00:00:00+00:00,1inch,1.35866557,2037998356,560575302.3,2037998356,29950362.73,0.01469597,2210.19765,607.9407338,2210.19765,607.9407338,19814644.99,,1200.55728,1200.55728
2022-03-05T00:00:00+00:00,1inch,1.344769684,2017154526,560137371.2,2017154526,57581036.22,0.028545674,2135.176818,592.9106146,2135.176818,592.9106146,19814644.99,134271.4074,667.8402039,667.8402039
2022-03-04T00:00:00+00:00,1inch,1.439355759,2159033639,598973424.7,2159033639,44727851.11,0.020716607,2230.17624,618.7102767,2230.17624,618.7102767,20301216.29,,2882.195943,2882.195943
2022-03-03T00:00:00+00:00,1inch,1.494228651,2241342976,621998636.9,2241342976,53829201.93,0.024016495,2350.362956,652.2529441,2350.362956,652.2529441,20383259.18,316912.0809,3255.484677,3255.484677
2022-03-02T00:00:00+00:00,1inch,1.518543384,2277815077,630786752.7,2277815077,58110962.11,0.025511712,1869.634195,517.750758,1869.634195,517.750758,19104443.84,,1053.894383,1053.894383
2022-03-01T00:00:00+00:00,1inch,1.502325178,2253487768,621872603.4,2253487768,67330050.31,0.029878152,1814.115101,500.6232992,1814.115101,500.6232992,18407442.71,249022.8399,1907.387501,1907.387501
2022-02-28T00:00:00+00:00,1inch,1.387046477,2080569715,576448418,2080569715,60365666.41,0.029014008,1677.954291,464.8986714,1677.954291,464.8986714,19360922.31,,4208.396432,4208.396432
2022-02-27T00:00:00+00:00,1inch,1.430329906,2145494858,593485661.6,2145494858,34357778.63,0.016013918,1717.207616,475.0130694,1717.207616,475.0130694,19360922.31,710985.051,15349.73085,15349.73085
2022-02-26T00:00:00+00:00,1inch,1.461681187,2192521781,608149746.5,2192521781,61653420.46,0.028119867,1952.385842,541.5421482,1952.385842,541.5421482,19030932.87,,719.8136082,719.8136082
2022-02-25T00:00:00+00:00,1inch,1.336778102,2005167153,555199269.8,2005167153,96964746.5,0.048357438,1690.494483,468.0713533,1690.494483,468.0713533,18118373.85,255507.9187,2090.298525,2090.298525
2022-02-24T00:00:00+00:00,1inch,1.394593261,2091889891,580372902,2091889891,41176462.7,0.019683858,1751.464056,485.9253259,1751.464056,485.9253259,19505145.95,,4028.121492,4028.121492
2022-02-23T00:00:00+00:00,1inch,1.422121064,2133181595,592198086.7,2133181595,50002916.32,0.023440534,1719.761338,477.4274146,1719.761338,477.4274146,22042925.98,173269.8477,1517.682376,1517.682376
2022-02-22T00:00:00+00:00,1inch,1.365853579,2048780369,569061788.8,2048780369,64866421.53,0.031660993,1586.72862,440.7239745,1586.72862,440.7239745,23146147.53,,4292.259037,4292.259037
2022-02-21T00:00:00+00:00,1inch,1.494516184,2241774276,622191203.7,2241774276,41793599.67,0.01864309,1597.238779,443.3041852,1597.238779,443.3041852,23094616.71,386303.1764,2179.501244,2179.501244
2022-02-20T00:00:00+00:00,1inch,1.588245681,2382368522,659221583.1,2382368522,36425099.1,0.015289448,1610.646007,445.6794156,1610.646007,445.6794156,24002923.56,,2053.088747,2053.088747
2022-02-19T00:00:00+00:00,1inch,1.588610451,2382915676,661094969.1,2382915676,62279479.79,0.02613583,1556.690612,431.8744228,1556.690612,431.8744228,24564452.8,157697.8662,929.7841124,929.7841124
2022-02-18T00:00:00+00:00,1inch,1.657932758,2486899137,690218313.7,2486899137,62009535.62,0.02493448,1575.681657,437.3174289,1575.681657,437.3174289,26083657.04,,1857.034954,1857.034954
2022-02-17T00:00:00+00:00,1inch,1.81335373,2720030595,755673629.9,2720030595,59100735.71,0.021727967,1690.422619,469.6299368,1690.422619,469.6299368,26420672.27,312062.0793,2378.42908,2378.42908
2022-02-16T00:00:00+00:00,1inch,1.796169477,2694254215,747958012.6,2694254215,40766284.02,0.015130823,1652.503455,458.7552254,1652.503455,458.7552254,26062876.82,,1487.50437,1487.50437
2022-02-15T00:00:00+00:00,1inch,1.702697648,2554046471,707836389.5,2554046471,56943236.08,0.022295301,1546.729532,428.6654374,1546.729532,428.6654374,25294979.56,327445.9022,1952.821382,1952.821382
2022-02-14T00:00:00+00:00,1inch,1.665129147,2497693720,691947014.9,2497693720,35980822.94,0.014405619,1490.578825,412.9415709,1490.578825,412.9415709,25620762.99,,1758.77034,1758.77034
2022-02-13T00:00:00+00:00,1inch,1.684829593,2527244390,700094868.3,2527244390,42557808.85,0.01683961,1436.461862,397.9273166,1436.461862,397.9273166,26368666.43,131153.8493,824.5044467,824.5044467
2022-02-12T00:00:00+00:00,1inch,1.71069631,2566044465,708508324,2566044465,56410608.11,0.021983488,1362.106691,376.0901036,1362.106691,376.0901036,26814462.58,,1151.94832,1151.94832
2022-02-11T00:00:00+00:00,1inch,1.802830355,2704245533,844805615.5,2704245533,71933466.83,0.026600198,1392.212547,434.9268449,1392.212547,434.9268449,28258127.69,379908.4081,3667.977839,3667.977839
2022-02-10T00:00:00+00:00,1inch,1.92962495,2894437425,902543101.6,2894437425,58393308.93,0.020174321,1485.696038,463.2695456,1485.696038,463.2695456,28233709.83,,2146.537929,2146.537929
2022-02-09T00:00:00+00:00,1inch,1.862146995,2793220493,873124965.3,2793220493,82270473.02,0.029453626,1387.897777,433.8390763,1387.897777,433.8390763,28175604.95,272793.9975,2251.317658,2251.317658
2022-02-08T00:00:00+00:00,1inch,1.940003226,2910004838,909332109.5,2910004838,67192266.19,0.023090087,1429.291329,446.6317315,1429.291329,446.6317315,28232300.4,,2472.087738,2472.087738
2022-02-07T00:00:00+00:00,1inch,1.862538437,2793807656,872530850.7,2793807656,56831762.4,0.020342045,1341.32713,418.9083307,1341.32713,418.9083307,27395280.13,283673.2839,2597.65289,2597.65289
2022-02-06T00:00:00+00:00,1inch,1.791908486,2687862730,841316402.5,2687862730,58898933.11,0.021912925,1246.16801,390.0577123,1246.16801,390.0577123,27366262.41,,712.4792805,712.4792805
2022-02-05T00:00:00+00:00,1inch,1.761711364,2642567046,819701884.4,2642567046,62191836.91,0.02353463,1172.920351,363.8299447,1172.920351,363.8299447,26784297.76,260728.0326,1923.816839,1923.816839
2022-02-04T00:00:00+00:00,1inch,1.652424377,2478636566,770763364.3,2478636566,42626697.98,0.017197639,1064.951724,331.160197,1064.951724,331.160197,24935628.28,,2795.466248,2795.466248
2022-02-03T00:00:00+00:00,1inch,1.624870316,2437305473,760769074.6,2437305473,49494510.8,0.020307061,1046.621336,326.6874643,1046.621336,326.6874643,25111356.38,249603.2344,3123.073715,3123.073715
2022-02-02T00:00:00+00:00,1inch,1.708706069,2563059103,801871964.7,2563059103,51149441.33,0.019956403,1083.347745,338.9333411,1083.347745,338.9333411,24779888.7,,2653.130626,2653.130626
2022-02-01T00:00:00+00:00,1inch,1.687805201,2531707801,788689974.5,2531707801,43594016.57,0.017219213,1070.491821,333.4848385,1070.491821,333.4848385,23755839.44,283994.7685,1652.020288,1652.020288
2022-01-31T00:00:00+00:00,1inch,1.661327572,2491991359,780702174.4,2491991359,44014943.29,0.017662559,1044.205056,327.1332202,1044.205056,327.1332202,24027303.72,,25737.32768,25737.32768
2022-01-30T00:00:00+00:00,1inch,1.714464263,2571696394,801508636.5,2571696394,65058547.28,0.025297911,1206.347016,375.9765554,1206.347016,375.9765554,23964261.04,310843.4972,3081.670831,3081.670831
2022-01-29T00:00:00+00:00,1inch,1.650834069,2476251103,771913770.7,2476251103,69092079.46,0.027901887,1156.766521,360.5950972,1156.766521,360.5950972,23074731.05,,1716.081681,1716.081681
2022-01-28T00:00:00+00:00,1inch,1.592649089,2388973634,745542418.1,2388973634,61462398.62,0.025727533,1071.800974,334.4838464,1071.800974,334.4838464,26321424.09,512281.5733,5012.265211,5012.265211
2022-01-27T00:00:00+00:00,1inch,1.62273382,2434100730,764296004.6,2434100730,99106030.99,0.040715665,1067.438708,335.1706565,1067.438708,335.1706565,27358762.93,,4613.286576,4613.286576
2022-01-26T00:00:00+00:00,1inch,1.597249059,2395873589,749265609.4,2395873589,65793111.06,0.027461011,1049.98197,328.3626416,1049.98197,328.3626416,25851171.79,678763.6638,6082.918361,6082.918361
2022-01-25T00:00:00+00:00,1inch,1.58658741,2379881115,744819408.7,2379881115,90452644.66,0.038007211,1028.73457,321.9578781,1028.73457,321.9578781,25398805.67,,2788.780264,2788.780264
2022-01-24T00:00:00+00:00,1inch,1.687405865,2531108798,788166180.6,2531108798,76609837.81,0.030267303,1065.85487,331.8983217,1065.85487,331.8983217,26842345.96,894591.0885,7937.30898,7937.30898
2022-01-23T00:00:00+00:00,1inch,1.611055163,2416582745,753231487.3,2416582745,126096273.4,0.05217958,1017.792892,317.2387353,1017.792892,317.2387353,26085353.35,,5832.520916,5832.520916
2022-01-22T00:00:00+00:00,1inch,1.831483354,2747225031,858730614.8,2747225031,127638637.4,0.046460933,1145.788975,358.1519751,1145.788975,358.1519751,28366323.5,1150060.216,13832.90135,13832.90135
2022-01-21T00:00:00+00:00,1inch,2.04293539,3064403085,959917347.1,3064403085,80849464.03,0.02638343,1340.343611,419.8596096,1340.343611,419.8596096,32551770.17,,8600.953167,8600.953167
2022-01-20T00:00:00+00:00,1inch,2.09414825,3141222375,983807737,3141222375,68484286.54,0.021801795,1411.1133,441.9503036,1411.1133,441.9503036,32858813.06,753613.577,6437.159627,6437.159627
2022-01-19T00:00:00+00:00,1inch,2.192094406,3288141609,970876771.2,3288141609,71598382.44,0.021774726,1473.025551,434.9345195,1473.025551,434.9345195,33066242.88,,4967.690567,4967.690567
2022-01-18T00:00:00+00:00,1inch,2.246519225,3369778838,994928638.8,3369778838,77014884.03,0.022854581,1514.620588,447.1923745,1514.620588,447.1923745,34442328.54,465783.1991,4471.454508,4471.454508
2022-01-17T00:00:00+00:00,1inch,2.433042054,3649563080,1074446417,3649563080,85877988.7,0.023531033,1639.684125,482.7297662,1639.684125,482.7297662,35126395.85,,4189.545833,4189.545833
2022-01-16T00:00:00+00:00,1inch,2.386516565,3579774848,1052047691,3579774848,59305685.21,0.016566876,1595.507938,468.8983284,1595.507938,468.8983284,34867116.28,360894.5297,3258.191967,3258.191967
2022-01-15T00:00:00+00:00,1inch,2.365094252,3547641378,1041742667,3547641378,99955498.19,0.028175198,1531.864245,449.8223397,1531.864245,449.8223397,34974852.2,,4024.940442,4024.940442
2022-01-14T00:00:00+00:00,1inch,2.346497034,3519745551,1043105604,3519745551,267967882,0.076132743,1453.647992,430.8005639,1453.647992,430.8005639,34904096.71,775770.6095,8867.542966,8867.542966
2022-01-13T00:00:00+00:00,1inch,2.248295117,3372442675,994071541.6,3372442675,62264748.4,0.018462804,1388.196095,409.1889366,1388.196095,409.1889366,33882993.47,,11400.64897,11400.64897
2022-01-12T00:00:00+00:00,1inch,2.148976295,3223464442,945722485.6,3223464442,56960629.01,0.017670624,1332.643806,390.9803367,1332.643806,390.9803367,32250262.02,584720.2545,6122.9328,6122.9328
2022-01-11T00:00:00+00:00,1inch,2.078401498,3117602247,915647902.7,3117602247,80498030.59,0.025820494,1258.233412,369.5464313,1258.233412,369.5464313,32218409.96,,4160.107436,4160.107436
2022-01-10T00:00:00+00:00,1inch,2.155729157,3233593736,942440586.5,3233593736,51521971.42,0.015933347,1282.104563,373.6732177,1282.104563,373.6732177,32510049.6,757771.8116,7612.046113,7612.046113
2022-01-09T00:00:00+00:00,1inch,2.126501649,3189752474,939993334.5,3189752474,87244361.23,0.027351452,1206.784017,355.6291411,1206.784017,355.6291411,33075533.26,,4240.624233,4240.624233
2022-01-08T00:00:00+00:00,1inch,2.17993239,3269898585,957912034,3269898585,141841734.1,0.043378022,1149.698406,336.8024757,1149.698406,336.8024757,33411668.29,667687.7142,6454.596451,6454.596451
