datetime,project,price,market_cap,market_cap_circulating,volume,vol_mc,pe,pe_circulating,ps,ps_circulating,revenue,revenue_supply_side,revenue_protocol
2022-03-29T00:00:00+00:00,Ethereum,3328.934125,3.99978E+11,3.99978E+11,18514225351,0.046288112,99.72636488,99.72636488,80.50202275,80.50202275,17064584.2,3234716.283,13829867.92
2022-03-28T00:00:00+00:00,Ethereum,3285.173097,3.94487E+11,3.94487E+11,11980084884,0.030368781,99.04312341,99.04312341,79.76203635,79.76203635,31763700.76,8295894.045,23467806.72
2022-03-27T00:00:00+00:00,Ethereum,3140.875711,3.77825E+11,3.77825E+11,7615867102,0.020157106,97.68230731,97.68230731,78.99277635,78.99277635,20304155.82,7719368.931,12584786.89
2022-03-26T00:00:00+00:00,Ethereum,3106.072054,3.73075E+11,3.73075E+11,15532463157,0.04163363,94.12604561,94.12604561,77.44665012,77.44665012,10559780.39,1657749.445,8902030.94
2022-03-25T00:00:00+00:00,Ethereum,3106.657024,3.73177E+11,3.73177E+11,16202188702,0.043416888,91.21225806,91.21225806,74.69459138,74.69459138,14978554.33,1838258.155,13140296.18
2022-03-24T00:00:00+00:00,Ethereum,3028.835258,3.63716E+11,3.63716E+11,14257143986,0.039198583,87.10858222,87.10858222,71.40859458,71.40859458,16198861.14,2502374.91,13696486.23
2022-03-23T00:00:00+00:00,Ethereum,2969.784984,3.56813E+11,3.56813E+11,15671928048,0.043921931,83.53362297,83.53362297,68.90057943,68.90057943,12105551.27,1912599.069,10192952.2
2022-03-22T00:00:00+00:00,Ethereum,2896.586932,3.47667E+11,3.47667E+11,13890729059,0.039954146,79.9799998,79.9799998,65.98408757,65.98408757,13172819.73,2550935.77,10621883.96
2022-03-21T00:00:00+00:00,Ethereum,2860.641961,3.43171E+11,3.43171E+11,11304953073,0.032942671,77.70892883,77.70892883,64.22155039,64.22155039,10231883.42,1859363.489,8372519.93
2022-03-20T00:00:00+00:00,Ethereum,2947.226158,3.5377E+11,3.5377E+11,10359721812,0.029283766,76.60372439,76.60372439,63.88424372,63.88424372,8158967.966,1538973.343,6619994.623
2022-03-19T00:00:00+00:00,Ethereum,2945.74591,3.53539E+11,3.53539E+11,14540256795,0.041127718,73.77956658,73.77956658,61.96916213,61.96916213,9553126.451,1603974.919,7949151.532
2022-03-18T00:00:00+00:00,Ethereum,2817.401075,3.38097E+11,3.38097E+11,12593189075,0.03724723,68.12029103,68.12029103,57.33166569,57.33166569,19912936.39,5899960.28,14012976.11
2022-03-17T00:00:00+00:00,Ethereum,2771.759457,3.33205E+11,3.33205E+11,19785262485,0.059378721,66.59753829,66.59753829,55.98447454,55.98447454,20335522.99,4863716.025,15471806.96
2022-03-16T00:00:00+00:00,Ethereum,2620.363852,3.14931E+11,3.14931E+11,12439580088,0.039499355,62.91586439,62.91586439,53.10003393,53.10003393,11954278.78,2438909.906,9515368.872
2022-03-15T00:00:00+00:00,Ethereum,2591.542041,3.10467E+11,3.10467E+11,10951215811,0.035273361,61.28305362,61.28305362,51.86781337,51.86781337,10220519.04,1677694.947,8542824.091
2022-03-14T00:00:00+00:00,Ethereum,2518.492845,3.02104E+11,3.02104E+11,8570037701,0.028367879,58.43759207,58.43759207,49.57627585,49.57627585,9056317.788,1870710.719,7185607.069
2022-03-13T00:00:00+00:00,Ethereum,2579.458136,3.09539E+11,3.09539E+11,6288630631,0.020316101,58.09911282,58.09911282,49.53772498,49.53772498,8895866.554,2620112.616,6275753.937
2022-03-12T00:00:00+00:00,Ethereum,2562.832354,3.07992E+11,3.07992E+11,12313723771,0.039980634,55.29623411,55.29623411,47.08055101,47.08055101,6688788.156,1341155.279,5347632.877
2022-03-11T00:00:00+00:00,Ethereum,2611.464723,3.13054E+11,3.13054E+11,13843643777,0.044221212,53.81494293,53.81494293,45.8722559,45.8722559,8456330.888,1451726.434,7004604.454
2022-03-10T00:00:00+00:00,Ethereum,2731.037685,3.27144E+11,3.27144E+11,15208159163,0.046487615,54.21252968,54.21252968,46.37263944,46.37263944,9243685.219,1324751.102,7918934.117
2022-03-09T00:00:00+00:00,Ethereum,2576.627154,3.09292E+11,3.09292E+11,14681251926,0.047467353,48.96557752,48.96557752,41.96538478,41.96538478,10904790.5,2137368.571,8767421.925
2022-03-08T00:00:00+00:00,Ethereum,2498.658865,2.99835E+11,2.99835E+11,15295190069,0.051012031,46.46475118,46.46475118,39.91385338,39.91385338,12373553.79,3974264.012,8399289.781
2022-03-07T00:00:00+00:00,Ethereum,2558.359874,3.06675E+11,3.06675E+11,9377488375,0.030577906,46.47175895,46.47175895,39.06405672,39.06405672,11068664.72,1969840.97,9098823.745
2022-03-06T00:00:00+00:00,Ethereum,2668.705979,3.19334E+11,3.19334E+11,8652610729,0.027095775,46.96366458,46.96366458,39.44461459,39.44461459,12689640.94,1116413.357,11573227.58
2022-03-05T00:00:00+00:00,Ethereum,2619.356138,3.14336E+11,3.14336E+11,15538211354,0.049431795,44.84436369,44.84436369,37.75668924,37.75668924,10015949.19,1688816.485,8327132.704
2022-03-04T00:00:00+00:00,Ethereum,2836.906337,3.40585E+11,3.40585E+11,13786702924,0.040479436,46.32081926,46.32081926,39.23190378,39.23190378,13046411.55,783123.6871,12263287.87
2022-03-03T00:00:00+00:00,Ethereum,2953.315776,3.53807E+11,3.53807E+11,17023997911,0.048116592,46.26644307,46.26644307,39.17442634,39.17442634,14658641.73,1576426.938,13082214.8
2022-03-02T00:00:00+00:00,Ethereum,2977.27604,3.55856E+11,3.55856E+11,19012291817,0.053426978,45.4590732,45.4590732,38.53352844,38.53352844,16604365.87,1970721.106,14633644.77
2022-03-01T00:00:00+00:00,Ethereum,2919.294962,3.49056E+11,3.49056E+11,19832961026,0.056818797,43.80697429,43.80697429,37.001254,37.001254,18126207.9,2436020.855,15690187.04
2022-02-28T00:00:00+00:00,Ethereum,2629.483121,3.14566E+11,3.14566E+11,17309819255,0.055027592,38.85949345,38.85949345,32.85928793,32.85928793,21648957.37,4414221.52,17234735.85
2022-02-27T00:00:00+00:00,Ethereum,2785.338957,3.32645E+11,3.32645E+11,11984293385,0.036027239,40.31223065,40.31223065,34.18555277,34.18555277,11992658.93,1076476.371,10916182.56
2022-02-26T00:00:00+00:00,Ethereum,2771.89051,3.33625E+11,3.33625E+11,17751279836,0.053207259,39.0950583,39.0950583,33.28422077,33.28422077,15132516.04,3661526.243,11470989.8
2022-02-25T00:00:00+00:00,Ethereum,2599.93357,3.11534E+11,3.11534E+11,30992409366,0.099483387,35.52712081,35.52712081,30.39464051,30.39464051,17940285.04,4246439.768,13693845.27
2022-02-24T00:00:00+00:00,Ethereum,2594.700959,3.10998E+11,3.10998E+11,13713218953,0.044094294,34.68982996,34.68982996,29.78667366,29.78667366,23204433.88,2494494.537,20709939.34
2022-02-23T00:00:00+00:00,Ethereum,2644.153656,3.17005E+11,3.17005E+11,16856627508,0.053174722,34.86733099,34.86733099,29.99079586,29.99079586,25750055.16,5999125.163,19750929.99
2022-02-22T00:00:00+00:00,Ethereum,2574.513384,3.08837E+11,3.08837E+11,19206327576,0.062189226,33.64044873,33.64044873,29.05024347,29.05024347,23251436.85,2966208.285,20285228.57
2022-02-21T00:00:00+00:00,Ethereum,2632.491399,3.15016E+11,3.15016E+11,12215462929,0.038777281,33.56029252,33.56029252,29.11972657,29.11972657,23436968.44,1581738.631,21855229.81
2022-02-20T00:00:00+00:00,Ethereum,2768.971652,3.30815E+11,3.30815E+11,9956229565,0.030096096,34.05530416,34.05530416,29.73131709,29.73131709,19773176.82,3173957.887,16599218.93
2022-02-19T00:00:00+00:00,Ethereum,2792.303848,3.33998E+11,3.33998E+11,16064045340,0.048096294,33.44018795,33.44018795,29.24223593,29.24223593,19508075.46,3010637.439,16497438.02
2022-02-18T00:00:00+00:00,Ethereum,2881.613122,3.45253E+11,3.45253E+11,16242836366,0.047046243,33.80066475,33.80066475,29.62499093,29.62499093,26719885.27,1184143.467,25535741.8
2022-02-17T00:00:00+00:00,Ethereum,3128.640781,3.76072E+11,3.76072E+11,13120593628,0.034888526,36.42260308,36.42260308,31.88529702,31.88529702,22377100.29,1009168.355,21367931.94
2022-02-16T00:00:00+00:00,Ethereum,3179.300207,3.81791E+11,3.81791E+11,14189484930,0.037165571,36.14129013,36.14129013,31.61381334,31.61381334,25871597.17,3364317.122,22507280.05
2022-02-15T00:00:00+00:00,Ethereum,2935.6455,3.51369E+11,3.51369E+11,12117644856,0.034486958,32.60759813,32.60759813,28.5921774,28.5921774,24542886.91,7131197.515,17411689.4
2022-02-14T00:00:00+00:00,Ethereum,2889.235678,3.45253E+11,3.45253E+11,9020562479,0.0261274,31.27428814,31.27428814,27.56104576,27.56104576,18566594.45,2896361.574,15670232.87
2022-02-13T00:00:00+00:00,Ethereum,2918.085367,3.47518E+11,3.47518E+11,11367427285,0.03271035,30.18084515,30.18084515,26.6596091,26.6596091,16611209.3,1955579.043,14655630.26
2022-02-12T00:00:00+00:00,Ethereum,2930.563169,3.50134E+11,3.50134E+11,16560032291,0.047296326,29.29819526,29.29819526,25.99302974,25.99302974,19391142.55,2052544.033,17338598.52
2022-02-11T00:00:00+00:00,Ethereum,3081.911502,3.68378E+11,3.68378E+11,18990367974,0.051551349,29.72253888,29.72253888,26.28231041,26.28231041,22207407.22,1594078.228,20613328.99
2022-02-10T00:00:00+00:00,Ethereum,3240.921044,3.87321E+11,3.87321E+11,14005361496,0.036159554,30.32782998,30.32782998,26.79165032,26.79165032,33802698.48,6966788.076,26835910.4
2022-02-09T00:00:00+00:00,Ethereum,3127.438107,3.74044E+11,3.74044E+11,16856365273,0.045065203,28.38566039,28.38566039,25.24617796,25.24617796,30696184.4,4338185.141,26357999.26
2022-02-08T00:00:00+00:00,Ethereum,3149.953286,3.76351E+11,3.76351E+11,14427983728,0.038336505,28.12585062,28.12585062,25.05422356,25.05422356,28007762.64,2552697.928,25455064.71
2022-02-07T00:00:00+00:00,Ethereum,3062.805808,3.66038E+11,3.66038E+11,9025772577,0.024658,27.13908527,27.13908527,24.20203101,24.20203101,36037470.11,4165120.73,31872349.38
2022-02-06T00:00:00+00:00,Ethereum,3018.673398,3.616E+11,3.616E+11,13036212065,0.036051427,26.48294237,26.48294237,23.69120674,23.69120674,22955990.32,2600085.829,20355904.49
2022-02-05T00:00:00+00:00,Ethereum,2993.09944,3.54558E+11,3.54558E+11,18766789788,0.052930081,25.45921062,25.45921062,22.83114828,22.83114828,41124767.83,20306759.87,20818007.96
2022-02-04T00:00:00+00:00,Ethereum,2667.256728,3.17504E+11,3.17504E+11,21844552552,0.068800939,22.24850502,22.24850502,20.27731976,20.27731976,31893016.62,5771511.787,26121504.84
2022-02-03T00:00:00+00:00,Ethereum,2690.319739,3.21297E+11,3.21297E+11,13860391591,0.043138941,22.16495447,22.16495447,20.23970909,20.23970909,32185797.12,2786140.277,29399656.85
2022-02-02T00:00:00+00:00,Ethereum,2797.434855,3.34033E+11,3.34033E+11,13176431108,0.039446502,22.90278012,22.90278012,20.92571598,20.92571598,40253269.97,2773136.701,37480133.26
2022-02-01T00:00:00+00:00,Ethereum,2689.220867,3.20355E+11,3.20355E+11,13818587054,0.04313529,22.00021038,22.00021038,20.08065932,20.08065932,42793694.76,5525018.169,37268676.6
2022-01-31T00:00:00+00:00,Ethereum,2610.182406,3.11603E+11,3.11603E+11,8937393970,0.028681997,21.57173204,21.57173204,19.70737675,19.70737675,31931566.16,3487169.864,28444396.3
2022-01-30T00:00:00+00:00,Ethereum,2603.603872,3.1006E+11,3.1006E+11,10742621685,0.034646945,21.41443867,21.41443867,19.57456247,19.57456247,33478046.6,6953179.349,26524867.25
2022-01-29T00:00:00+00:00,Ethereum,2551.111074,3.04305E+11,3.04305E+11,14326314172,0.047078753,20.85482216,20.85482216,19.10765761,19.10765761,29973559.03,3504758.96,26468800.07
2022-01-28T00:00:00+00:00,Ethereum,2411.863855,2.87829E+11,2.87829E+11,16482912982,0.057266244,19.46070771,19.46070771,17.86063288,17.86063288,35021799.71,4473262.872,30548536.84
2022-01-27T00:00:00+00:00,Ethereum,2470.430412,2.95723E+11,2.95723E+11,21415081805,0.072415932,19.88333196,19.88333196,18.28891987,18.28891987,36872513.24,2008331.792,34864181.45
2022-01-26T00:00:00+00:00,Ethereum,2465.21923,2.93702E+11,2.93702E+11,16139625164,0.054952321,19.83719431,19.83719431,18.221985,18.221985,34335278.7,2888250.637,31447028.07
2022-01-25T00:00:00+00:00,Ethereum,2447.831512,2.92022E+11,2.92022E+11,28735520620,0.098401793,19.89052285,19.89052285,18.26529505,18.26529505,34180013.44,3822506.002,30357507.44
2022-01-24T00:00:00+00:00,Ethereum,2537.836728,3.02626E+11,3.02626E+11,17123741958,0.056583775,20.6810548,20.6810548,18.9903704,18.9903704,34180197.35,2714467.747,31465729.6
2022-01-23T00:00:00+00:00,Ethereum,2407.377852,2.868E+11,2.868E+11,28250265354,0.098501651,19.68598314,19.68598314,18.05336726,18.05336726,30936723.47,3644922.976,27291800.49
2022-01-22T00:00:00+00:00,Ethereum,2564.343342,3.06644E+11,3.06644E+11,29314647993,0.095598154,21.02412103,21.02412103,19.24163569,19.24163569,39119058.38,1334060.509,37784997.87
2022-01-21T00:00:00+00:00,Ethereum,3015.588778,3.6058E+11,3.6058E+11,13389582890,0.037133409,24.91279958,24.91279958,22.75127445,22.75127445,49668083,0,49668083
2022-01-20T00:00:00+00:00,Ethereum,3097.021466,3.71296E+11,3.71296E+11,12762451060,0.034372696,26.19655088,26.19655088,23.81002255,23.81002255,44823227.05,4964034.016,39859193.03
2022-01-19T00:00:00+00:00,Ethereum,3166.453912,3.77918E+11,3.77918E+11,12700158860,0.033605568,27.02062471,27.02062471,24.53332858,24.53332858,39241634.89,3510369.415,35731265.47
2022-01-18T00:00:00+00:00,Ethereum,3216.592981,3.83428E+11,3.83428E+11,11938682376,0.031136665,27.7946109,27.7946109,25.15804366,25.15804366,38646359.68,3695000.714,34951358.97
2022-01-17T00:00:00+00:00,Ethereum,3356.295444,4.00232E+11,4.00232E+11,9002833937,0.022494029,29.30181522,29.30181522,26.50323316,26.50323316,46344342.8,4710465.281,41633877.52
2022-01-16T00:00:00+00:00,Ethereum,3331.246655,3.96899E+11,3.96899E+11,8659658467,0.02181828,29.30908842,29.30908842,26.42893219,26.42893219,43899930.84,3401846.238,40498084.6
2022-01-15T00:00:00+00:00,Ethereum,3311.986061,3.94665E+11,3.94665E+11,12316286855,0.03120697,29.21190846,29.21190846,26.33125291,26.33125291,44744546.72,4924619.244,39819927.47
2022-01-14T00:00:00+00:00,Ethereum,3256.758866,3.8804E+11,3.8804E+11,13999771252,0.03607817,28.94259515,28.94259515,26.05376162,26.05376162,61755963.11,5743364.045,56012599.07
2022-01-13T00:00:00+00:00,Ethereum,3378.035895,4.02763E+11,4.02763E+11,15285972615,0.037952739,30.85560999,30.85560999,27.72142875,27.72142875,53549792.72,1849221.985,51700570.73
2022-01-12T00:00:00+00:00,Ethereum,3246.413723,3.87506E+11,3.87506E+11,14922195360,0.038508307,30.26450503,30.26450503,27.10857226,27.10857226,65754968.17,10775034.73,54979933.43
2022-01-11T00:00:00+00:00,Ethereum,3086.729002,3.67655E+11,3.67655E+11,19655314715,0.053461336,29.57297848,29.57297848,26.56369239,26.56369239,59628482.35,6973618.547,52654863.8
2022-01-10T00:00:00+00:00,Ethereum,3156.967262,3.75219E+11,3.75219E+11,11906478540,0.031732038,30.93785688,30.93785688,27.77416942,27.77416942,64299546.98,2975811.987,61323734.99
2022-01-09T00:00:00+00:00,Ethereum,3101.040902,3.69734E+11,3.69734E+11,15966769091,0.043184439,31.33494744,31.33494744,28.02657602,28.02657602,48157919.36,4494971.357,43662948
2022-01-08T00:00:00+00:00,Ethereum,3201.794574,3.81283E+11,3.81283E+11,24359369449,0.063887849,32.67428469,32.67428469,29.23888608,29.23888608,36740400.78,2237530.088,34502870.69
2022-01-07T00:00:00+00:00,Ethereum,3416.826009,4.07652E+11,4.07652E+11,24467182063,0.060019712,35.08127884,35.08127884,31.29081665,31.29081665,47824669.79,1803386.715,46021283.07
2022-01-06T00:00:00+00:00,Ethereum,3556.906227,4.24089E+11,4.24089E+11,18782873941,0.044289956,36.86582104,36.86582104,32.76521192,32.76521192,45591364.87,2097747.159,43493617.71
2022-01-05T00:00:00+00:00,Ethereum,3794.90813,4.54574E+11,4.54574E+11,13853786397,0.030476395,39.675067,39.675067,35.08581482,35.08581482,52037727.35,1980237.049,50057490.3
2022-01-04T00:00:00+00:00,Ethereum,3769.40494,4.4861E+11,4.4861E+11,12462872357,0.02778111,39.69872517,39.69872517,34.91814826,34.91814826,50280010.52,5056417.052,45223593.47
