datetime,price,market_cap,market_cap_circulating,market_cap_fully_diluted,volume,vol_mc,pe,pe_circulating,ps,ps_circulating,tvl,gmv,revenue,revenue_supply_side,revenue_protocol
2022-05-25T00:00:00+00:00,1.377510338,343986502.5,344085803.8,343986502.5,9897691.45,0.028773488,42.30498724,42.31719974,21.15249362,21.15859987,628369103.6,,,,
2022-05-24T00:00:00+00:00,1.372649495,342772671.8,340739438.3,342772671.8,15888604.42,0.046353183,41.40712761,41.16151189,20.70356381,20.58075595,645761063.9,12079500.69,36238.50207,18119.25104,18119.25104
2022-05-23T00:00:00+00:00,1.409805861,352051214.4,352989668.8,352051214.4,10266067.01,0.02916072,42.11593522,42.22820265,21.05796761,21.11410132,631168579.2,6914315.094,20742.94528,10371.47264,10371.47264
2022-05-22T00:00:00+00:00,1.366171074,341154905.7,343822979.6,341154905.7,6970086.754,0.020430856,40.35240151,40.66798598,20.17620075,20.33399299,628916861.2,3594204.452,10782.61336,5391.306678,5391.306678
2022-05-21T00:00:00+00:00,1.362102733,340138975.6,344593023.9,340138975.6,12000018.43,0.035279751,39.70561521,40.22555189,19.85280761,20.11277595,720639709.6,6982022.755,20946.06827,10473.03413,10473.03413
2022-05-20T00:00:00+00:00,1.397220776,348908515.9,403784954.7,348908515.9,17258318.59,0.049463736,39.77952243,46.03605796,19.88976121,23.01802898,701271355.2,9818876.526,29456.62958,14728.31479,14728.31479
2022-05-19T00:00:00+00:00,1.344417197,335722612.5,386476183.9,335722612.5,17379067.92,0.051766152,37.02723819,42.62490873,18.51361909,21.31245437,468785754.7,12836243.63,38508.7309,19254.36545,19254.36545
2022-05-18T00:00:00+00:00,1.464552711,365722384,420021308.3,365722384,23687382.4,0.064768752,39.99379317,45.93168498,19.99689658,22.96584249,463836113.9,17918424.74,53755.27421,26877.6371,26877.6371
2022-05-17T00:00:00+00:00,1.424022534,355601346.3,404289107.2,355601346.3,13517183.03,0.038012182,38.86157006,44.18236778,19.43078503,22.09118389,463836113.9,8706333.329,26118.99999,13059.49999,13059.49999
2022-05-16T00:00:00+00:00,1.504330576,375655556.9,410746365.2,375655556.9,17949988.24,0.047783103,39.04804388,42.69560718,19.52402194,21.34780359,490336410.3,13927735.12,41783.20535,20891.60268,20891.60268
2022-05-15T00:00:00+00:00,1.432059591,357608328.8,390992889.7,357608328.8,19090163.73,0.053382883,35.03775882,38.30871226,17.51887941,19.15435613,490336410.3,13326095.94,39978.28783,19989.14392,19989.14392
2022-05-14T00:00:00+00:00,1.396707589,348780364.9,380216329.1,348780364.9,33565367.03,0.096236401,32.76281295,35.7157619,16.38140647,17.85788095,510937401.3,24101151.55,72303.45465,36151.72732,36151.72732
2022-05-13T00:00:00+00:00,1.355052616,338378447.7,353960436.1,338378447.7,49901292.34,0.14747184,31.99795947,33.47143343,15.99897973,16.73571671,570474886.2,38773965.77,116321.8973,58160.94866,58160.94866
2022-05-12T00:00:00+00:00,1.419082279,354367685.3,359045176,354367685.3,51277503.73,0.14470141,33.08297629,33.51965639,16.54148814,16.75982819,725550325.8,40698980.19,122096.9406,61048.47028,61048.47028
2022-05-11T00:00:00+00:00,1.62609276,406061534.2,434385903.7,406061534.2,40598873.87,0.099982073,39.98698853,42.77623633,19.99349427,21.38811816,708995330.8,30950146.31,92850.43892,46425.21946,46425.21946
2022-05-10T00:00:00+00:00,1.581242726,394861758.9,426953921.9,394861758.9,36420884.72,0.092237052,39.91214347,43.15598005,19.95607174,21.57799002,808493860.1,37375565.65,112126.6969,56063.34847,56063.34847
2022-05-09T00:00:00+00:00,1.797732269,448922682.1,477232873.2,448922682.1,15685128.36,0.034939487,45.53811064,48.40985819,22.76905532,24.2049291,808493860.1,11431314.62,34293.94386,17146.97193,17146.97193
2022-05-08T00:00:00+00:00,1.870022317,466974670.6,497385034,466974670.6,8020933,0.017176377,47.18166173,50.25422984,23.59083086,25.12711492,834963471.6,5774287.558,17322.86267,8661.431337,8661.431337
2022-05-07T00:00:00+00:00,1.925330866,480786105.3,511202521.5,480786105.3,11881777.63,0.02471323,47.48650331,50.4906859,23.74325166,25.24534295,874868871.9,7392196.854,22176.59056,11088.29528,11088.29528
2022-05-06T00:00:00+00:00,1.94355395,485336702.9,517901918.4,485336702.9,16016460.15,0.033000719,47.16252458,50.32704473,23.58126229,25.16352237,953334110.4,10307664.83,30922.99449,15461.49724,15461.49724
2022-05-05T00:00:00+00:00,2.117762649,528839418.9,562990035.1,528839418.9,21579390.6,0.040805186,50.86804366,54.15292556,25.43402183,27.07646278,896000624.5,14925976.05,44777.92815,22388.96407,22388.96407
2022-05-04T00:00:00+00:00,1.976954686,493677404.3,524914298.5,493677404.3,13658268.41,0.027666384,47.28820539,50.28031452,23.64410269,25.14015726,901735734.6,9380439.406,28141.31822,14070.65911,14070.65911
2022-05-03T00:00:00+00:00,1.996632118,498591175.7,531396027.2,498591175.7,24636148.13,0.049411521,47.56444988,50.69395715,23.78222494,25.34697858,908809784.8,10245430.62,30736.29185,15368.14592,15368.14592
2022-05-02T00:00:00+00:00,2.010491041,502051971.8,534629935.6,502051971.8,18644680.23,0.037136952,46.50296092,49.52052058,23.25148046,24.76026029,890296748.1,10631493.64,31894.48093,15947.24047,15947.24047
2022-05-01T00:00:00+00:00,1.986153767,495974562.7,527289295.5,495974562.7,19383487.26,0.039081616,45.32887255,48.19083693,22.66443628,24.09541847,890296748.1,14606398.72,43819.19616,21909.59808,21909.59808
2022-04-30T00:00:00+00:00,2.069325117,516743787.6,550675696.8,516743787.6,20886109.54,0.040418695,47.19011074,50.28884282,23.59505537,25.14442141,967134343.8,13729700.56,41189.10167,20594.55084,20594.55084
2022-04-29T00:00:00+00:00,2.1528943,537612357.4,567583861.8,537612357.4,31370138.09,0.05835085,48.51846671,51.22333653,24.25923336,25.61166826,966513942.3,19955761.92,59867.28575,29933.64288,29933.64288
2022-04-28T00:00:00+00:00,2.144738012,535575601.3,567153809.4,535575601.3,17565475.29,0.032797378,48.7335762,51.60696888,24.3667881,25.80348444,931628003.3,8838047.581,26514.14274,13257.07137,13257.07137
2022-04-27T00:00:00+00:00,2.070937044,517146311.7,547339718.9,517146311.7,23993742.25,0.046396429,46.43148946,49.14237579,23.21574473,24.57118789,997183615.4,14916269.77,44748.80931,22374.40465,22374.40465
2022-04-26T00:00:00+00:00,2.214641388,553031599.3,580957409.5,553031599.3,51064942.65,0.092336392,50.12858484,52.6598712,25.06429242,26.3299356,997183615.4,23845770,71537.31001,35768.65501,35768.65501
2022-04-25T00:00:00+00:00,2.190786137,547074559.1,575214029.7,547074559.1,9822361.571,0.017954338,50.20314773,52.78541001,25.10157386,26.39270501,985636246.6,6407299.585,19221.89875,9610.949377,9610.949377
2022-04-24T00:00:00+00:00,2.192236435,547436721.9,574726412.7,547436721.9,12473609.58,0.022785482,48.6387175,51.06335492,24.31935875,25.53167746,994559957.8,8323173.902,24969.52171,12484.76085,12484.76085
2022-04-23T00:00:00+00:00,2.227918851,556347195.4,584144899.5,556347195.4,20137956.46,0.036196743,49.07797205,51.53013674,24.53898603,25.76506837,1006046966,16665218.56,49995.65568,24997.82784,24997.82784
2022-04-22T00:00:00+00:00,2.231058565,557131232.5,585182484.8,557131232.5,16208582.44,0.029092934,49.16653657,51.64204474,24.58326829,25.82102237,1032155019,12309816.81,36929.45042,18464.72521,18464.72521
2022-04-21T00:00:00+00:00,2.284838221,570560878.2,600336508.5,570560878.2,15998308.81,0.028039618,49.84214315,52.44323495,24.92107157,26.22161748,1034603946,9943206.545,29829.61963,14914.80982,14914.80982
2022-04-20T00:00:00+00:00,2.29666307,573513733.2,601664750,573513733.2,28206286.21,0.049181536,49.76841861,52.2113097,24.88420931,26.10565485,1028839546,18563153.68,55689.46103,27844.73051,27844.73051
2022-04-19T00:00:00+00:00,2.298496616,573971599.4,603951892.4,573971599.4,39379619.13,0.068609003,50.30446799,52.93202428,25.15223399,26.46601214,1028839546,26570252.8,79710.75841,39855.37921,39855.37921
2022-04-18T00:00:00+00:00,2.241580186,559758650.7,587410084,559758650.7,19138030.14,0.034189789,49.8953202,52.36009161,24.9476601,26.18004581,1023764397,17228289.48,51684.86843,25842.43422,25842.43422
2022-04-17T00:00:00+00:00,2.291154984,572138275.6,595997068.2,572138275.6,30754256.84,0.053753189,51.37143263,53.51367763,25.68571632,26.75683881,1024018120,18257251.52,54771.75456,27385.87728,27385.87728
2022-04-16T00:00:00+00:00,2.300732851,574530023.1,598474944.8,574530023.1,43753394.2,0.076155105,52.04361159,54.21265438,26.0218058,27.10632719,1024018120,35311402.32,105934.207,52967.10348,52967.10348
2022-04-15T00:00:00+00:00,2.277394256,568702000.4,590767294.7,568702000.4,49605743.4,0.087226251,53.40212221,55.47409231,26.70106111,27.73704616,1011173987,47109196.93,141327.5908,70663.79539,70663.79539
2022-04-14T00:00:00+00:00,2.325260653,580655010.1,600801556.5,580655010.1,42991395.69,0.074039481,57.90753806,59.91671198,28.95376903,29.95835599,1012403043,38196716.26,114590.1488,57295.07439,57295.07439
2022-04-13T00:00:00+00:00,2.281805934,569803667.5,593871432.9,569803667.5,25540670.21,0.044823633,59.75573938,62.27974404,29.87786969,31.13987202,1005065018,20102781.5,60308.3445,30154.17225,30154.17225
2022-04-12T00:00:00+00:00,2.244238377,560422443.8,583892032.6,560422443.8,52655027.93,0.093955959,60.32807472,62.85451727,30.16403736,31.42725863,1116136197,46501633.27,139504.8998,69752.4499,69752.4499
2022-04-11T00:00:00+00:00,2.499649114,624202615.5,652868212.2,624202615.5,12964652.84,0.020769943,71.55984751,74.84612936,35.77992376,37.42306468,1139062189,9181474.788,27544.42436,13772.21218,13772.21218
2022-04-10T00:00:00+00:00,2.561793319,639721023.8,665709208.2,639721023.8,20586891.43,0.032181046,71.77442495,74.69020687,35.88721248,37.34510343,1115392055,16139908.98,48419.72694,24209.86347,24209.86347
2022-04-09T00:00:00+00:00,2.504169835,625331512.4,650316128.6,625331512.4,39009602.35,0.062382275,69.36759238,72.13911859,34.68379619,36.06955929,1115392055,35388265.41,106164.7962,53082.39811,53082.39811
2022-04-08T00:00:00+00:00,2.574214325,642822748.9,666870200.2,642822748.9,17766023.05,0.027637515,73.8428153,76.60521209,36.92140765,38.30260605,1136612600,13650920.82,40952.76247,20476.38124,20476.38124
2022-04-07T00:00:00+00:00,2.513203499,627587363.8,654423054.1,627587363.8,26064092.56,0.04153062,71.49044915,74.54738698,35.74522458,37.27369349,1159687589,18644981.94,55934.94582,27967.47291,27967.47291
2022-04-06T00:00:00+00:00,2.695055719,672998790.1,700869156.4,672998790.1,18606681.67,0.027647422,77.53741489,80.74841049,38.76870744,40.37420525,1159687589,16793447.69,50380.34306,25190.17153,25190.17153
2022-04-05T00:00:00+00:00,2.776664239,693377751,715155177.4,693377751,27097796.8,0.039080857,81.24185516,83.79347804,40.62092758,41.89673902,1216255773,16285242.68,48855.72804,24427.86402,24427.86402
2022-04-04T00:00:00+00:00,2.788807999,696410243.1,720634820.8,696410243.1,29780505,0.042762876,82.07676851,84.93180269,41.03838425,42.46590135,1201978918,17386618.27,52159.8548,26079.9274,26079.9274
2022-04-03T00:00:00+00:00,2.73197335,682217716.6,705897038.3,682217716.6,19845423.41,0.029089575,80.94031412,83.74969842,40.47015706,41.87484921,1217457324,11796780.16,35390.34048,17695.17024,17695.17024
2022-04-02T00:00:00+00:00,2.732869648,682441536.5,705130797.4,682441536.5,46737444.35,0.068485638,80.4923854,83.16853073,40.2461927,41.58426536,1217457324,28007201.67,84021.60501,42010.8025,42010.8025
2022-04-01T00:00:00+00:00,2.684484608,670359013.3,692195507,670359013.3,29680957.43,0.044276211,81.00424042,83.64289904,40.50212021,41.82144952,1223373459,18873409.27,56620.22782,28310.11391,28310.11391
2022-03-31T00:00:00+00:00,2.760599869,689366219.1,713255149.6,689366219.1,21362787.74,0.030989026,82.91391497,85.7871697,41.45695748,42.89358485,1207981501,15091293.54,45273.88061,22636.9403,22636.9403
2022-03-30T00:00:00+00:00,2.759559202,689106347.9,712644575.4,689106347.9,40688972.65,0.059045999,82.420402,85.23568614,41.210201,42.61784307,1207259158,21108322.84,63324.96852,31662.48426,31662.48426
2022-03-29T00:00:00+00:00,2.717925586,678709763.8,701357158,678709763.8,20146802.45,0.029683973,83.07592508,85.84802786,41.53796254,42.92401393,1198864671,14820054.45,44460.16336,22230.08168,22230.08168
2022-03-28T00:00:00+00:00,2.71424778,677791356.6,700374898.2,677791356.6,21519483.4,0.031749421,82.3698524,85.11435921,41.1849262,42.5571796,1145136334,17216103.81,51648.31144,25824.15572,25824.15572
2022-03-27T00:00:00+00:00,2.587537016,646149639.2,669584285.4,646149639.2,12582025.31,0.019472309,73.60755516,76.27716434,36.80377758,38.13858217,1145136334,8938474.675,26815.42402,13407.71201,13407.71201
2022-03-26T00:00:00+00:00,2.558775166,638967342.5,661527566,638967342.5,79600999.26,0.124577571,72.31383915,74.8670469,36.15691958,37.43352345,1140744559,16199439.05,48598.31714,24299.15857,24299.15857
2022-03-25T00:00:00+00:00,2.590808926,646966687.8,669619250.3,646966687.8,121067438,0.187130868,72.95940268,75.51396609,36.47970134,37.75698305,1106560953,26674634.97,80023.9049,40011.95245,40011.95245
2022-03-24T00:00:00+00:00,2.497043223,623551882.7,647432861.8,623551882.7,46559794.53,0.074668678,71.66339331,74.40797968,35.83169665,37.20398984,1106560953,12899410.39,38698.23117,19349.11558,19349.11558
2022-03-23T00:00:00+00:00,2.443764156,610247242.1,635308988.7,610247242.1,39685250.32,0.065031429,69.54503074,72.40111892,34.77251537,36.20055946,1087498559,16411944.64,49235.83391,24617.91695,24617.91695
2022-03-22T00:00:00+00:00,2.366862155,591043574.8,611231714.3,591043574.8,27122253.98,0.045888755,68.38257192,70.71829971,34.19128596,35.35914985,1036868955,18869120.44,56607.36132,28303.68066,28303.68066
2022-03-21T00:00:00+00:00,2.352086338,587353815.6,608813725.9,587353815.6,17165496.93,0.029225139,69.10059228,71.62529285,34.55029614,35.81264642,1036868955,14262792.82,42788.37846,21394.18923,21394.18923
2022-03-20T00:00:00+00:00,2.41003237,601823872.2,620056731.5,601823872.2,16359869.85,0.027183817,70.55815592,72.6957862,35.27907796,36.3478931,1061257478,12125615.53,36376.84658,18188.42329,18188.42329
2022-03-19T00:00:00+00:00,2.402300985,599893220.9,616692684.6,599893220.9,20412793.94,0.034027379,69.98702676,71.94694975,34.99351338,35.97347488,1007464375,15739089.11,47217.26733,23608.63366,23608.63366
2022-03-18T00:00:00+00:00,2.314510001,577970399.2,594999163.7,577970399.2,16153295.6,0.02794831,67.37506128,69.36013534,33.68753064,34.68006767,1008713163,12620723.58,37862.17073,18931.08536,18931.08536
2022-03-17T00:00:00+00:00,2.309577266,576738616.1,590791246.6,576738616.1,28402382.48,0.049246542,67.21186207,68.84952503,33.60593103,34.42476251,1008713163,12714673.76,38144.02127,19072.01064,19072.01064
2022-03-16T00:00:00+00:00,2.192024408,547383775.3,563408745.1,547383775.3,17619805.59,0.032189127,63.76112492,65.62776794,31.88056246,32.81388397,950474656.3,13230979.75,39692.93924,19846.46962,19846.46962
2022-03-15T00:00:00+00:00,2.186236473,545938434.7,558309062.8,545938434.7,15811702.73,0.028962428,63.82429531,65.27051446,31.91214765,32.63525723,943386716.8,11882524.44,35647.57332,17823.78666,17823.78666
2022-03-14T00:00:00+00:00,2.104120368,525432721.8,551378240.9,525432721.8,14195350.8,0.027016496,60.39876989,63.38122107,30.19938494,31.69061053,943386716.8,10354391.82,31063.17547,15531.58774,15531.58774
