datetime,price,market_cap,market_cap_circulating,market_cap_fully_diluted,volume,vol_mc,pe,pe_circulating,ps,ps_circulating,tvl,gmv,revenue,revenue_supply_side,revenue_protocol
2022-03-13T00:00:00+00:00,2.166608105,541036915.4,567579149.1,541036915.4,8241236.692,0.0152323,60.20248969,63.1559084,30.10124485,31.5779542,969287970,6175846.493,18527.53948,9263.76974,9263.76974
2022-03-12T00:00:00+00:00,2.1621498,539923604.8,568693099.4,539923604.8,17791211.55,0.03295135,59.35067461,62.51313853,29.67533731,31.25656926,976402019.1,14410309.67,43230.92901,21615.4645,21615.4645
2022-03-11T00:00:00+00:00,2.19578199,548322104,576269892.3,548322104,23087758.22,0.042106196,59.73609938,62.78082775,29.86804969,31.39041387,976402019.1,19946999.63,59840.99888,29920.49944,29920.49944
2022-03-10T00:00:00+00:00,2.292752382,572537171.7,600904015.5,572537171.7,25910600.81,0.045255753,62.86372459,65.97836158,31.4318623,32.98918079,968158180.3,21904594.94,65713.78482,32856.89241,32856.89241
2022-03-09T00:00:00+00:00,2.155445345,538249394.5,564468171.4,538249394.5,21378475.4,0.039718531,60.03964721,62.96425081,30.01982361,31.48212541,951453275.8,17866036.3,53598.1089,26799.05445,26799.05445
2022-03-08T00:00:00+00:00,2.109151623,526689107,552706529.4,526689107,22672021.35,0.043046308,58.86502458,61.77284284,29.43251229,30.88642142,951453275.8,17803127.43,53409.3823,26704.69115,26704.69115
2022-03-07T00:00:00+00:00,2.178550429,544019105.9,567661920.6,544019105.9,15562552.42,0.028606628,59.93378014,62.53847406,29.96689007,31.26923703,962389196.7,13042150.64,39126.45193,19563.22597,19563.22597
2022-03-06T00:00:00+00:00,2.259950167,564345930.6,588234082,564345930.6,12305912.58,0.021805619,61.59378308,64.20098113,30.79689154,32.10049057,1003324869,8587394.868,25762.1846,12881.0923,12881.0923
2022-03-05T00:00:00+00:00,2.213221,552676905.6,577012337,552676905.6,17218346.52,0.031154453,59.34744721,61.96062991,29.6737236,30.98031496,987379792.9,13461481.48,40384.44443,20192.22221,20192.22221
2022-03-04T00:00:00+00:00,2.39053304,596954575.8,626261039.1,596954575.8,53393112.92,0.089442505,63.53111537,66.65006676,31.76555769,33.32503338,1056872190,14203804.48,42611.41343,21305.70672,21305.70672
2022-03-03T00:00:00+00:00,2.443826968,610262927.3,638102523.1,610262927.3,31702876.73,0.051949537,64.02213061,66.94275738,32.0110653,33.47137869,1090081560,14609988.42,43829.96526,21914.98263,21914.98263
2022-03-02T00:00:00+00:00,2.461336019,614635219.1,640458404.2,614635219.1,21502418.28,0.034984032,63.57366864,66.24464252,31.78683432,33.12232126,1084342635,16528276.73,49584.8302,24792.4151,24792.4151
2022-03-01T00:00:00+00:00,2.432935638,607543186.9,632895198.9,607543186.9,31156093.05,0.051282104,62.48789443,65.09543556,31.24394721,32.54771778,1087376116,21061041.3,63183.12389,31591.56195,31591.56195
2022-02-28T00:00:00+00:00,2.184884634,545600858.7,563380678.2,545600858.7,22062652.47,0.040437349,56.55760076,58.40067691,28.27880038,29.20033846,963768251.3,17731565.92,53194.69775,26597.34887,26597.34887
2022-02-27T00:00:00+00:00,2.299705966,574273593.4,593487798.1,574273593.4,13533541.04,0.023566365,58.21239638,60.16008283,29.10619819,30.08004142,1006985537,10287013.81,30861.04143,15430.52072,15430.52072
2022-02-26T00:00:00+00:00,2.290509311,571977040.7,592629035.5,571977040.7,22417668.36,0.039193301,55.56521539,57.57147168,27.7826077,28.78573584,1006985537,18153964.55,54461.89366,27230.94683,27230.94683
2022-02-25T00:00:00+00:00,2.184450117,545492352.8,561618836.4,545492352.8,55185734.88,0.101166835,52.67871424,54.23606407,26.33935712,27.11803203,959599856.7,48339089.54,145017.2686,72508.63431,72508.63431
2022-02-24T00:00:00+00:00,2.185610552,545782132.2,565792375.5,545782132.2,17275174.38,0.031652144,52.02054142,53.92779274,26.01027071,26.96389637,967118540.7,12206939.26,36620.81778,18310.40889,18310.40889
2022-02-23T00:00:00+00:00,2.241209323,559666040.3,580861889,559666040.3,26457331.25,0.047273426,51.91150672,53.87751566,25.95575336,26.93875783,986007604.4,17980598.47,53941.7954,26970.8977,26970.8977
2022-02-22T00:00:00+00:00,2.169890502,541856582.7,563320827.3,541856582.7,23721859.26,0.043778852,46.73053147,48.5816404,23.36526574,24.2908202,1004825978,17254742.43,51764.22729,25882.11365,25882.11365
2022-02-21T00:00:00+00:00,2.283592918,570249905.9,590559126.7,570249905.9,22348385.66,0.039190512,46.55996273,48.21817705,23.27998137,24.10908853,1004825978,17074023.35,51222.07006,25611.03503,25611.03503
2022-02-20T00:00:00+00:00,2.381455532,594687775.7,613215395.5,594687775.7,11351285.6,0.019087807,47.93379082,49.42717792,23.96689541,24.71358896,1047677649,8957210.312,26871.63094,13435.81547,13435.81547
2022-02-19T00:00:00+00:00,2.385333421,595656147.3,613592153.3,595656147.3,14879749.25,0.024980434,47.31838943,48.74320963,23.65919471,24.37160482,1047103900,10760549.28,32281.64785,16140.82393,16140.82393
2022-02-18T00:00:00+00:00,2.462751412,614988665.5,642568175.1,614988665.5,20028027.52,0.032566499,48.14458965,50.30366061,24.07229482,25.15183031,1072406361,15932571.45,47797.71435,23898.85717,23898.85717
2022-02-17T00:00:00+00:00,2.68692087,670967387.1,694416783.5,670967387.1,19665152.58,0.029308656,52.21416656,54.03898058,26.10708328,27.01949029,1179419337,14504769.05,43514.30715,21757.15357,21757.15357
2022-02-16T00:00:00+00:00,2.718487621,678850113.1,704577302.2,678850113.1,19062727.94,0.028080909,52.71989437,54.71788284,26.35994719,27.35894142,1190275279,16130388.23,48391.1647,24195.58235,24195.58235
2022-02-15T00:00:00+00:00,2.554157918,637814341.4,659558576,637814341.4,16228803.98,0.025444401,48.73274902,50.39413582,24.36637451,25.19706791,1112710798,12762424.14,38287.27243,19143.63622,19143.63622
2022-02-14T00:00:00+00:00,2.530307655,631858546.7,650509643.3,631858546.7,15705822.03,0.024856548,47.73912197,49.14827752,23.86956099,24.57413876,1098159784,12941657.72,38824.97317,19412.48659,19412.48659
2022-02-13T00:00:00+00:00,2.558140501,638808856.5,655389239.9,638808856.5,16043840.7,0.025115245,47.28533202,48.51263018,23.64266601,24.25631509,1110485827,11467655.87,34402.96761,17201.4838,17201.4838
2022-02-12T00:00:00+00:00,2.572739096,642454360.6,657723804.5,642454360.6,24376868.78,0.037943347,46.47610431,47.5807186,23.23805215,23.7903593,1110685059,20127843.65,60383.53094,30191.76547,30191.76547
2022-02-11T00:00:00+00:00,2.695633609,673143098.4,687953848.3,673143098.4,34493971.61,0.051243148,47.68874247,48.73800827,23.84437123,24.36900414,1169562417,26636219.29,79908.65788,39954.32894,39954.32894
2022-02-10T00:00:00+00:00,2.824161709,705238633.5,702925205.8,705238633.5,17657236.01,0.02503725,49.40923122,49.24715178,24.70461561,24.62357589,1179799413,12416880.4,37250.64119,18625.32059,18625.32059
2022-02-09T00:00:00+00:00,2.780224719,694266860.2,679483957.4,694266860.2,31250787.96,0.045012645,46.66731982,45.67364075,23.33365991,22.83682037,1157243123,19047413.73,57142.24118,28571.12059,28571.12059
2022-02-08T00:00:00+00:00,2.823279263,705018272.6,689243726.7,705018272.6,22821374.18,0.032369905,45.84021477,44.81455544,22.92010738,22.40727772,1157243123,15899606.1,47698.81829,23849.40915,23849.40915
2022-02-07T00:00:00+00:00,2.716534543,678362398.1,664051816.4,678362398.1,16780713.78,0.024737093,40.62082036,39.7638926,20.31041018,19.8819463,1116196694,13825179.02,41475.53705,20737.76852,20737.76852
2022-02-06T00:00:00+00:00,2.676410538,668342788.1,657000941.3,668342788.1,24854716.22,0.037188575,37.8907384,37.24772862,18.9453692,18.62386431,1111249921,16875384.39,50626.15316,25313.07658,25313.07658
2022-02-05T00:00:00+00:00,2.675171184,668033301.6,643489305.2,668033301.6,29582792.46,0.04428341,35.72322298,34.41072755,17.86161149,17.20536377,998111990.8,25141203.97,75423.6119,37711.80595,37711.80595
2022-02-04T00:00:00+00:00,2.4228762,605031183.4,593398753.1,605031183.4,21769268.59,0.035980408,31.97570044,31.3609303,15.98785022,15.68046515,998111990.8,17876540.08,53629.62025,26814.81012,26814.81012
2022-02-03T00:00:00+00:00,2.417321756,603644149.3,586781950.7,603644149.3,22686941.93,0.037583305,31.13715128,30.26736594,15.56857564,15.13368297,1039111329,17090707.32,51272.12196,25636.06098,25636.06098
2022-02-02T00:00:00+00:00,2.529265838,631598388.2,615050319.2,631598388.2,24378929.22,0.038598783,32.2390221,31.39434996,16.11951105,15.69717498,1039111329,18200158.66,54600.47597,27300.23799,27300.23799
2022-02-01T00:00:00+00:00,2.499345703,624126848.9,604053618.4,624126848.9,23416375.87,0.037518616,31.5206218,30.50685239,15.7603109,15.2534262,1027530497,21893327.49,65679.98246,32839.99123,32839.99123
2022-01-31T00:00:00+00:00,2.469884289,616769859.7,598383491.7,616769859.7,24866386.15,0.040317123,30.91745022,29.99577804,15.45872511,14.99788902,995711270.3,22311371.54,66934.11461,33467.0573,33467.0573
2022-01-30T00:00:00+00:00,2.428634459,606469113.2,586037639.8,606469113.2,23179567.46,0.038220524,30.43212769,29.40689295,15.21606385,14.70344647,984365527.2,19613874.86,58841.62457,29420.81228,29420.81228
2022-01-29T00:00:00+00:00,2.423078855,605081789.6,584868421.6,605081789.6,22162033.21,0.036626508,30.27325503,29.26194639,15.13662752,14.6309732,984365527.2,16771629.86,50314.88957,25157.44479,25157.44479
2022-01-28T00:00:00+00:00,2.327267198,581156076.7,560025450.1,581156076.7,31955213.14,0.054985596,28.06115943,27.04086573,14.03057971,13.52043287,961318307.7,30093348.37,90280.04512,45140.02256,45140.02256
2022-01-27T00:00:00+00:00,2.332526466,582469400.5,559816971.7,582469400.5,39434777.71,0.067702746,27.97341974,26.88552414,13.98670987,13.44276207,937949715.1,34557847.68,103673.5431,51836.77153,51836.77153
2022-01-26T00:00:00+00:00,2.338488464,583958207.5,559658247.3,583958207.5,29041127.17,0.049731516,27.90773515,26.74642456,13.95386757,13.37321228,937949715.1,21623932.96,64871.79889,32435.89945,32435.89945
2022-01-25T00:00:00+00:00,2.327603026,581239938.3,561667352.5,581239938.3,62894276.86,0.108207081,27.85570222,26.91769351,13.92785111,13.45884675,965218410.7,56072654.87,168217.9646,84108.9823,84108.9823
2022-01-24T00:00:00+00:00,2.409919707,601795738.4,574346151.3,601795738.4,31932055.36,0.053061285,29.53478086,28.18761689,14.76739043,14.09380844,952765765.9,28598155.67,85794.46701,42897.23351,42897.23351
2022-01-23T00:00:00+00:00,2.320689923,579513625.2,556739544.2,579513625.2,73748967.14,0.127260109,27.92379578,26.82642937,13.96189789,13.41321468,1006782304,64080747.76,192242.2433,96121.12163,96121.12163
2022-01-22T00:00:00+00:00,2.469969564,616791154.2,595529243.3,616791154.2,59296202.75,0.096136597,30.20915258,29.16778825,15.10457629,14.58389412,1250471678,54188700.01,162566.1,81283.05002,81283.05002
2022-01-21T00:00:00+00:00,2.81431959,702780898.1,730619798.3,702780898.1,29522252.15,0.042007761,35.17607783,36.56948981,17.58803891,18.2847449,1250471678,26065231.92,78195.69577,39097.84789,39097.84789
2022-01-20T00:00:00+00:00,2.923827191,730126708.6,753320685.5,730126708.6,21410019.06,0.029323703,36.57087934,37.73262856,18.28543967,18.86631428,1287484246,19251901.83,57755.7055,28877.85275,28877.85275
2022-01-19T00:00:00+00:00,3.014522931,752774894.5,771304324.1,752774894.5,27530205.24,0.03657163,37.71507096,38.64342119,18.85753548,19.3217106,1354082627,21265244.36,63795.73307,31897.86654,31897.86654
2022-01-18T00:00:00+00:00,3.07647773,768246005,789174612.9,768246005,23801311.7,0.030981367,37.86791368,38.89951385,18.93395684,19.44975693,1399019873,20264549.9,60793.6497,30396.82485,30396.82485
2022-01-17T00:00:00+00:00,3.199479916,798961630.7,821233753.2,798961630.7,19582366.46,0.024509771,38.74006685,39.81999795,19.37003342,19.90999897,1398987285,15991153.87,47973.46162,23986.73081,23986.73081
2022-01-16T00:00:00+00:00,3.20354943,799977853.9,820669880.3,799977853.9,31941187.65,0.03992759,38.45307028,39.44768774,19.22653514,19.72384387,1401113845,28103302.52,84309.90757,42154.95379,42154.95379
