datetime,project,price,market_cap,market_cap_circulating,market_cap_fully_diluted,volume,vol_mc,pe,pe_circulating,ps,ps_circulating,tvl,gmv,revenue,revenue_supply_side,revenue_protocol
2022-05-25T00:00:00+00:00,PancakeSwap,4.880570613,3660427960,908061940.7,3660427960,124890990,0.034119232,21.17932617,5.254068715,6.777384375,1.681301989,4200359598,504317039.1,1260792.598,857338.9666,403453.6313
2022-05-24T00:00:00+00:00,PancakeSwap,4.788956752,3591717564,884616301.3,3591717564,134544950.1,0.03745978,20.84410044,5.133764198,6.670112142,1.642804543,4235576550,599641716.9,1499104.292,1019390.919,479713.3735
2022-05-23T00:00:00+00:00,PancakeSwap,4.848331913,3636248935,1456547777,3636248935,91133221.9,0.025062427,21.32106736,8.540436539,6.822741556,2.732939693,4235576550,562689993.6,1406724.984,956572.9891,450151.9949
2022-05-22T00:00:00+00:00,PancakeSwap,4.584584272,3438438204,1377947872,3438438204,65907395.72,0.019167829,20.2788126,8.126697358,6.489220031,2.600543155,4095216026,453235018.2,1133087.545,770499.5309,362588.0145
2022-05-21T00:00:00+00:00,PancakeSwap,4.449298962,3336974221,1337246842,3336974221,75946762.56,0.02275917,19.55047445,7.834585611,6.256151825,2.507067395,4095216026,396826756.4,992066.891,674605.4859,317461.4051
2022-05-20T00:00:00+00:00,PancakeSwap,4.578420691,3433815518,1356633560,3433815518,78725243.79,0.022926463,20.15044004,7.961045975,6.448140813,2.547534712,3965963351,583083270,1457708.175,991241.559,466466.616
2022-05-19T00:00:00+00:00,PancakeSwap,4.315703241,3236777431,1283652643,3236777431,84286439.27,0.026040233,18.9933891,7.532465438,6.077884513,2.41038894,4074949047,443234509.3,1108086.273,753498.6658,354587.6075
2022-05-18T00:00:00+00:00,PancakeSwap,4.731597611,3548698208,1401533074,3548698208,97683278.29,0.02752651,20.71021407,8.179351489,6.627268501,2.617392476,4074949047,501695384.5,1254238.461,852882.1537,401356.3076
2022-05-17T00:00:00+00:00,PancakeSwap,4.519426653,3389569990,1333212746,3389569990,77533433.91,0.022874121,19.85418205,7.809205492,6.353338256,2.498945757,3925898768,464498608.8,1161246.522,789647.6349,371598.887
2022-05-16T00:00:00+00:00,PancakeSwap,4.692587452,3519440589,1391953365,3519440589,87598312.01,0.02488984,20.57557472,8.137725226,6.58418391,2.604072072,3925898768,542618794.1,1356546.985,922451.9499,434095.0353
2022-05-15T00:00:00+00:00,PancakeSwap,4.317330482,3237997861,1274773929,3237997861,84840704.81,0.026201594,19.01133151,7.484609567,6.083626082,2.395075061,3686527088,195041793.2,487604.4829,331571.0484,156033.4345
2022-05-14T00:00:00+00:00,PancakeSwap,4.33043803,3247828523,1284936092,3247828523,144391235.3,0.044457777,18.68618551,7.392802301,5.979579362,2.365696736,3491077697,780350378.4,1950875.946,1326595.643,624280.3027
2022-05-13T00:00:00+00:00,PancakeSwap,3.889833791,2917375343,1158333532,2917375343,208727531,0.071546341,16.96839564,6.737241304,5.429886605,2.155917217,3618737121,777617457.6,1944043.644,1321949.678,622093.9661
2022-05-12T00:00:00+00:00,PancakeSwap,4.225978226,3169483670,1251592853,3169483670,253790325.7,0.080073082,18.0810395,7.139995715,5.785932642,2.284798629,3703099164,1415409207,3538523.018,2406195.653,1132327.366
2022-05-11T00:00:00+00:00,PancakeSwap,5.829948839,4372461629,1716441706,4372461629,195043215.5,0.044607187,25.87716154,10.15826852,8.280691694,3.250645926,4142849737,1421939261,3554848.153,2417296.744,1137551.409
2022-05-10T00:00:00+00:00,PancakeSwap,5.656914651,4242685988,1700596301,4242685988,217990348,0.051380269,26.03772241,10.43670319,8.332071171,3.339745022,4536823399,1043168768,2607921.92,1773386.906,834535.0144
2022-05-09T00:00:00+00:00,PancakeSwap,7.001754637,5251315977,2077507974,5251315977,142957471.1,0.027223171,32.82388115,12.98567352,10.50364197,4.155415526,4617026877,1092603797,2731509.493,1857426.455,874083.0377
2022-05-08T00:00:00+00:00,PancakeSwap,7.289105422,5466829066,2172475856,5466829066,114500099.7,0.020944518,34.83075263,13.84147341,11.14584084,4.42927149,4707206974,573349363.1,1433373.408,974693.9173,458679.4905
2022-05-07T00:00:00+00:00,PancakeSwap,7.467635692,5600726769,2214897172,5600726769,132412561.2,0.023642032,35.44463983,14.01715095,11.34228475,4.485488303,4640278304,491130131,1227825.327,834921.2227,392904.1048
