datetime,project,price,market_cap,market_cap_circulating,market_cap_fully_diluted,volume,vol_mc,ps,ps_circulating,gmv,revenue,revenue_supply_side
2022-05-24T00:00:00+00:00,Bitcoin,29163.16778,6.12427E+11,5.55459E+11,6.12427E+11,26646754325,0.043510125,3227.846505,2927.596473,13855536044,487572.742,487572.742
2022-05-23T00:00:00+00:00,Bitcoin,30351.05042,6.37372E+11,5.7809E+11,6.37372E+11,17199930155,0.026985698,3392.299168,3076.783038,11239195754,464416.1578,464416.1578
2022-05-22T00:00:00+00:00,Bitcoin,29491.50795,6.19322E+11,5.61696E+11,6.19322E+11,13561006428,0.021896548,3302.891702,2995.571312,6744894092,359950.0269,359950.0269
2022-05-21T00:00:00+00:00,Bitcoin,29256.81337,6.14393E+11,5.57202E+11,6.14393E+11,25980877920,0.042287061,3259.604916,2956.181178,5734376726,338276.8271,338276.8271
2022-05-20T00:00:00+00:00,Bitcoin,30382.40624,6.38031E+11,5.78678E+11,6.38031E+11,29190056577,0.04575025,3379.495282,3065.120408,14174911950,503049.552,503049.552
2022-05-19T00:00:00+00:00,Bitcoin,28772.2005,6.04216E+11,5.47927E+11,6.04216E+11,26219431165,0.043394121,3223.906133,2923.565656,13352831231,508923.2988,508923.2988
2022-05-18T00:00:00+00:00,Bitcoin,30502.19328,6.40546E+11,5.81273E+11,6.40546E+11,24964703224,0.038974095,3451.494567,3132.108598,15058917968,483455.7858,483455.7858
2022-05-17T00:00:00+00:00,Bitcoin,29923.60699,6.28396E+11,5.69802E+11,6.28396E+11,28418179221,0.045223379,3444.285133,3123.128014,21138423176,569164.8414,569164.8414
2022-05-16T00:00:00+00:00,Bitcoin,31319.30911,6.57705E+11,5.96346E+11,6.57705E+11,22948123704,0.034891185,3680.259368,3336.917457,21614196355,636002.9675,636002.9675
2022-05-15T00:00:00+00:00,Bitcoin,30189.33318,6.33976E+11,5.73778E+11,6.33976E+11,25759546764,0.040631738,3616.060673,3272.70273,11768066733,504259.6145,504259.6145
2022-05-14T00:00:00+00:00,Bitcoin,29310.72896,6.15525E+11,5.58053E+11,6.15525E+11,71541696924,0.116228685,3524.33712,3195.266742,27213115511,757766.2839,757766.2839
2022-05-13T00:00:00+00:00,Bitcoin,29126.11598,6.11648E+11,5.55266E+11,6.11648E+11,61338080284,0.100283229,3563.764457,3235.253708,20043323746,920309.8906,920309.8906
2022-05-12T00:00:00+00:00,Bitcoin,28913.48836,6.07183E+11,5.49294E+11,6.07183E+11,65985702702,0.108675103,3663.813839,3314.503401,25419176499,872178.1843,872178.1843
2022-05-11T00:00:00+00:00,Bitcoin,31026.93387,6.51566E+11,5.90644E+11,6.51566E+11,54071363210,0.082986828,4060.987789,3681.286591,29071242843,626505.4873,626505.4873
2022-05-10T00:00:00+00:00,Bitcoin,30269.58696,6.35661E+11,5.76198E+11,6.35661E+11,58369928594,0.091825515,4063.903762,3683.742401,29444655819,528050.1736,528050.1736
2022-05-09T00:00:00+00:00,Bitcoin,34070.3122,7.15477E+11,6.48514E+11,7.15477E+11,30810576502,0.043063013,4640.415575,4206.113999,25689040548,627448.3743,627448.3743
2022-05-08T00:00:00+00:00,Bitcoin,35573.3102,7.4704E+11,6.78702E+11,7.4704E+11,19130720395,0.025608713,4894.515951,4446.77945,23337880889,410038.7929,410038.7929
2022-05-07T00:00:00+00:00,Bitcoin,36116.39429,7.58444E+11,6.87093E+11,7.58444E+11,32223287014,0.042486031,4960.846408,4494.152923,26342686155,483096.8632,483096.8632
2022-05-06T00:00:00+00:00,Bitcoin,36612.22955,7.68857E+11,6.96021E+11,7.68857E+11,37402043366,0.048646305,5047.197117,4569.062545,33371171925,615169.4838,615169.4838
2022-05-05T00:00:00+00:00,Bitcoin,39699.02404,8.3368E+11,7.55764E+11,8.3368E+11,31748901527,0.038082862,5516.917253,5001.309201,21538194281,806538.3247,806538.3247
2022-05-04T00:00:00+00:00,Bitcoin,37758.49611,7.92928E+11,7.18542E+11,7.92928E+11,23070122642,0.029094836,5338.926552,4838.069903,30696375434,516190.4152,516190.4152
2022-05-03T00:00:00+00:00,Bitcoin,38561.5654,8.09793E+11,7.33788E+11,8.09793E+11,29825308569,0.036830787,5467.859176,4954.658151,27882399074,370448.2368,370448.2368
2022-05-02T00:00:00+00:00,Bitcoin,38537.65477,8.09291E+11,7.33295E+11,8.09291E+11,24857664487,0.03071537,5378.364669,4873.313689,23960061269,407659.4921,407659.4921
2022-05-01T00:00:00+00:00,Bitcoin,37820.61177,7.94233E+11,7.19611E+11,7.94233E+11,20955789685,0.026384945,5079.904948,4602.62514,21496174325,300448.2028,300448.2028
2022-04-30T00:00:00+00:00,Bitcoin,38650.55014,8.11662E+11,7.3583E+11,8.11662E+11,27758348826,0.034199413,5012.99962,4544.646575,22577915944,391766.2892,391766.2892
2022-04-29T00:00:00+00:00,Bitcoin,39741.76665,8.34577E+11,7.56091E+11,8.34577E+11,31484572271,0.037725181,5102.102365,4622.284381,29725675037,521362.3553,521362.3553
2022-04-28T00:00:00+00:00,Bitcoin,39237.94932,8.23997E+11,7.46473E+11,8.23997E+11,28170490246,0.034187615,5052.219124,4576.892395,27691201257,448469.2562,448469.2562
2022-04-27T00:00:00+00:00,Bitcoin,38134.21545,8.00819E+11,7.25435E+11,8.00819E+11,31053018153,0.038776598,4890.233956,4429.898303,25955389449,437428.1298,437428.1298
2022-04-26T00:00:00+00:00,Bitcoin,40488.87792,8.50266E+11,7.70112E+11,8.50266E+11,32883645914,0.03867452,5223.414138,4731.006682,29665823984,437640.1837,437640.1837
2022-04-25T00:00:00+00:00,Bitcoin,39469.04986,8.2885E+11,7.52446E+11,8.2885E+11,16778683768,0.020243328,5121.238434,4649.160415,25866983497,523342.0835,523342.0835
2022-04-24T00:00:00+00:00,Bitcoin,39561.78019,8.30797E+11,7.52414E+11,8.30797E+11,15010797472,0.01806794,5118.283178,4635.388563,23683658536,257316.0808,257316.0808
2022-04-23T00:00:00+00:00,Bitcoin,39756.84899,8.34894E+11,7.56144E+11,8.34894E+11,46022063019,0.055123252,5049.326926,4573.061186,28175370625,330933.1102,330933.1102
2022-04-22T00:00:00+00:00,Bitcoin,40528.54149,8.51099E+11,7.70787E+11,8.51099E+11,32131220616,0.037752608,5099.066799,4617.90453,29898560295,432226.7997,432226.7997
2022-04-21T00:00:00+00:00,Bitcoin,41397.22048,8.69342E+11,7.87437E+11,8.69342E+11,24937668255,0.028685694,5199.483137,4709.618553,27392434243,443017.7004,443017.7004
2022-04-20T00:00:00+00:00,Bitcoin,41498.12245,8.71461E+11,7.89142E+11,8.71461E+11,22717772925,0.026068618,5230.78085,4736.677555,23243682168,364405.3961,364405.3961
2022-04-19T00:00:00+00:00,Bitcoin,40833.53797,8.57504E+11,7.76463E+11,8.57504E+11,30617039400,0.035704823,5183.382806,4693.512405,27289609875,386082.8635,386082.8635
2022-04-18T00:00:00+00:00,Bitcoin,39739.11926,8.34522E+11,7.55627E+11,8.34522E+11,16627779442,0.019924926,5067.319487,4588.263066,28268240707,353302.8553,353302.8553
2022-04-17T00:00:00+00:00,Bitcoin,40450.37931,8.49458E+11,7.7044E+11,8.49458E+11,15777789210,0.018573949,5118.92561,4642.753763,5213225572,216837.6042,216837.6042
2022-04-16T00:00:00+00:00,Bitcoin,40586.59731,8.52319E+11,7.71667E+11,8.52319E+11,22053774554,0.025875038,5062.12873,4583.117085,11673465375,252014.3968,252014.3968
2022-04-15T00:00:00+00:00,Bitcoin,39959.45707,8.39149E+11,7.59703E+11,8.39149E+11,22744792147,0.027104606,4925.575802,4459.254184,20297940432,348132.3809,348132.3809
2022-04-14T00:00:00+00:00,Bitcoin,41205.16872,8.65309E+11,7.83561E+11,8.65309E+11,25453869986,0.029415947,5063.883043,4585.486052,31137691455,447157.8883,447157.8883
2022-04-13T00:00:00+00:00,Bitcoin,40205.67794,8.44319E+11,7.64315E+11,8.44319E+11,27804694935,0.032931495,4952.203245,4482.95086,33429990065,501266.3045,501266.3045
2022-04-12T00:00:00+00:00,Bitcoin,39603.96516,8.31683E+11,7.52681E+11,8.31683E+11,30168665078,0.036274224,4962.830668,4491.40625,28627228126,418747.1126,418747.1126
2022-04-11T00:00:00+00:00,Bitcoin,42274.90737,8.87773E+11,8.03575E+11,8.87773E+11,14936318819,0.016824479,5340.776041,4834.244634,25441824277,423801.8776,423801.8776
2022-04-10T00:00:00+00:00,Bitcoin,42796.39748,8.98724E+11,8.12734E+11,8.98724E+11,13949535312,0.015521484,5406.166981,4888.903402,11810283317,284344.2313,284344.2313
2022-04-09T00:00:00+00:00,Bitcoin,42315.70972,8.8863E+11,8.04272E+11,8.8863E+11,24202906401,0.027236205,5281.124521,4779.788628,7183055714,338422.9612,338422.9612
2022-04-08T00:00:00+00:00,Bitcoin,43515.15032,9.13818E+11,8.27033E+11,9.13818E+11,22960138784,0.025125501,5378.398638,4867.612376,21580579860,495306.791,495306.791
2022-04-07T00:00:00+00:00,Bitcoin,43198.77527,9.07174E+11,8.20983E+11,9.07174E+11,34113818642,0.037604482,5370.861983,4860.574084,17298075521,431968.1,431968.1
2022-04-06T00:00:00+00:00,Bitcoin,45635.45438,9.58345E+11,8.67247E+11,9.58345E+11,25474063862,0.026581321,5674.432788,5135.039041,22268932153,436160.3727,436160.3727
2022-04-05T00:00:00+00:00,Bitcoin,46622.63571,9.79075E+11,8.85585E+11,9.79075E+11,28019309651,0.028618134,5828.539393,5271.981292,13315475156,511541.4448,511541.4448
2022-04-04T00:00:00+00:00,Bitcoin,46434.56298,9.75126E+11,8.82347E+11,9.75126E+11,21510196790,0.022058894,5833.779019,5278.719114,11318767250,586144.0541,586144.0541
2022-04-03T00:00:00+00:00,Bitcoin,45842.14476,9.62685E+11,8.7105E+11,9.62685E+11,24803837260,0.025765267,5756.391894,5208.460412,9733480151,480707.1111,480707.1111
2022-04-02T00:00:00+00:00,Bitcoin,46270.20071,9.71674E+11,8.79144E+11,9.71674E+11,32948605532,0.033909108,5658.826303,5119.951095,10913731816,571820.185,571820.185
2022-04-01T00:00:00+00:00,Bitcoin,45528.40715,9.56097E+11,8.6501E+11,9.56097E+11,27736469646,0.029010114,5320.868395,4813.95433,24474843333,906754.9074,906754.9074
2022-03-31T00:00:00+00:00,Bitcoin,47063.36585,9.88331E+11,8.95356E+11,9.88331E+11,24497248306,0.02478649,5501.389601,4983.860494,20927904432,772954.3916,772954.3916
2022-03-30T00:00:00+00:00,Bitcoin,47459.26124,9.96644E+11,9.0143E+11,9.96644E+11,26128040681,0.026216009,5681.488186,5138.70691,16701647693,533074.0416,533074.0416
2022-03-29T00:00:00+00:00,Bitcoin,46994.87912,9.86892E+11,8.92748E+11,9.86892E+11,30051327357,0.030450458,5731.551347,5184.788641,16955459271,480671.8792,480671.8792
2022-03-28T00:00:00+00:00,Bitcoin,46715.11762,9.81017E+11,8.87283E+11,9.81017E+11,22545392530,0.022981642,5783.379781,5230.788304,22702368452,504752.8497,504752.8497
2022-03-27T00:00:00+00:00,Bitcoin,44510.84422,9.34728E+11,8.45235E+11,9.34728E+11,13676534294,0.01463157,5531.881318,5002.248336,9983110821,354287.8143,354287.8143
