datetime,project,price,market_cap,market_cap_circulating,market_cap_fully_diluted,volume,vol_mc,ps,ps_circulating,gmv,revenue,revenue_supply_side
2022-03-26T00:00:00+00:00,Bitcoin,44331.77796,9.30967E+11,8.42032E+11,9.30967E+11,26147756108,0.028086653,5492.540952,4967.837992,7523274989,358297.4172,358297.4172
2022-03-25T00:00:00+00:00,Bitcoin,43936.09623,9.22658E+11,8.34251E+11,9.22658E+11,26212783704,0.028410075,5463.679105,4940.162207,22968668496,563592.4148,563592.4148
2022-03-24T00:00:00+00:00,Bitcoin,42802.15471,8.98845E+11,8.10894E+11,8.98845E+11,21851891599,0.024311072,5409.780334,4880.439888,22624280784,514489.1916,514489.1916
2022-03-23T00:00:00+00:00,Bitcoin,42401.8956,8.9044E+11,8.03937E+11,8.9044E+11,28688623151,0.032218487,5416.029923,4889.884023,13464110679,463869.854,463869.854
2022-03-22T00:00:00+00:00,Bitcoin,41061.81589,8.62298E+11,7.79205E+11,8.62298E+11,21335882483,0.024743046,5336.379464,4822.15559,15822819092,456426.3454,456426.3454
2022-03-21T00:00:00+00:00,Bitcoin,41283.259,8.66948E+11,7.84054E+11,8.66948E+11,16856192302,0.019443131,5439.7028,4919.58123,12961262856,392456.668,392456.668
2022-03-20T00:00:00+00:00,Bitcoin,42201.93992,8.86241E+11,8.00888E+11,8.86241E+11,16580741572,0.018709072,5570.931958,5034.40242,6225712995,265116.0009,265116.0009
2022-03-19T00:00:00+00:00,Bitcoin,41837.41314,8.78586E+11,7.94379E+11,8.78586E+11,30316128166,0.034505603,5464.31699,4940.597855,7854899712,322693.2758,322693.2758
2022-03-18T00:00:00+00:00,Bitcoin,41001.70958,8.61036E+11,7.78474E+11,8.61036E+11,18861644943,0.021905759,5308.373644,4799.373159,12592829935,460113.4486,460113.4486
2022-03-17T00:00:00+00:00,Bitcoin,41165.63506,8.64478E+11,7.79761E+11,8.64478E+11,34974203469,0.040457004,5291.983168,4773.37826,10375366066,422965.1312,422965.1312
2022-03-16T00:00:00+00:00,Bitcoin,39331.84654,8.25969E+11,7.47642E+11,8.25969E+11,20768829818,0.025144812,5035.727549,4558.191167,17294922053,421369.3261,421369.3261
2022-03-15T00:00:00+00:00,Bitcoin,39669.42381,8.33058E+11,7.51354E+11,8.33058E+11,21250969229,0.025509595,5097.33687,4597.40503,9471313347,391691.8245,391691.8245
2022-03-14T00:00:00+00:00,Bitcoin,37852.52514,7.94903E+11,7.18551E+11,7.94903E+11,14461647576,0.018192971,4822.0146,4358.850974,10196072068,414475.7883,414475.7883
2022-03-13T00:00:00+00:00,Bitcoin,38903.69355,8.16978E+11,7.38457E+11,8.16978E+11,12440826654,0.015227868,4857.826982,4390.933366,3746661266,254012.2651,254012.2651
2022-03-12T00:00:00+00:00,Bitcoin,38775.17559,8.14279E+11,7.38268E+11,8.14279E+11,23624165275,0.029012383,4642.927484,4209.522689,8413015914,303498.429,303498.429
2022-03-11T00:00:00+00:00,Bitcoin,39468.35477,8.28835E+11,7.49384E+11,8.28835E+11,27653455219,0.033364228,4619.987019,4177.119672,10850578353,425084.6417,425084.6417
2022-03-10T00:00:00+00:00,Bitcoin,41986.03445,8.81707E+11,7.9685E+11,8.81707E+11,29211702119,0.03313086,4844.152069,4377.941186,10593780302,456304.983,456304.983
2022-03-09T00:00:00+00:00,Bitcoin,38732.93701,8.13392E+11,7.35454E+11,8.13392E+11,22556397749,0.027731287,4416.51415,3993.33173,25494329957,477707.8236,477707.8236
2022-03-08T00:00:00+00:00,Bitcoin,38076.49382,7.99606E+11,7.23199E+11,7.99606E+11,24596395439,0.03076063,4352.294941,3936.40498,7832834294,410493.9342,410493.9342
2022-03-07T00:00:00+00:00,Bitcoin,38442.99175,8.07303E+11,7.29502E+11,8.07303E+11,16995562041,0.021052276,4350.703434,3931.419929,10732259581,430398.5429,430398.5429
2022-03-06T00:00:00+00:00,Bitcoin,39463.14681,8.28726E+11,7.48197E+11,8.28726E+11,14818212145,0.017880712,4421.81644,3992.139953,4607194102,358989.2316,358989.2316
2022-03-05T00:00:00+00:00,Bitcoin,39200.29974,8.23206E+11,7.4381E+11,8.23206E+11,25121267306,0.030516369,4381.392831,3958.820428,10610372504,441228.2294,441228.2294
2022-03-04T00:00:00+00:00,Bitcoin,42491.97839,8.92332E+11,8.07455E+11,8.92332E+11,22366184129,0.025064881,4746.752082,4295.251403,14456529620,593441.5786,593441.5786
2022-03-03T00:00:00+00:00,Bitcoin,43980.70738,9.23595E+11,8.34438E+11,9.23595E+11,25615956856,0.027735058,4924.494861,4449.121178,16228538214,860513.8574,860513.8574
2022-03-02T00:00:00+00:00,Bitcoin,44459.59163,9.33651E+11,8.41254E+11,9.33651E+11,27880763034,0.029862069,5089.553216,4585.8752,13827137758,1249452.104,1249452.104
2022-03-01T00:00:00+00:00,Bitcoin,43225.40468,9.07733E+11,8.19019E+11,9.07733E+11,30634280855,0.0337481,5230.11875,4718.971971,26353688417,903615.1857,903615.1857
2022-02-28T00:00:00+00:00,Bitcoin,37803.59016,7.93875E+11,7.1762E+11,7.93875E+11,19424397946,0.024467817,4716.806919,4263.73446,30915241468,413568.3906,413568.3906
2022-02-27T00:00:00+00:00,Bitcoin,39090.20215,8.20894E+11,7.41084E+11,8.20894E+11,14568201295,0.017746746,4854.827729,4382.821974,6923246935,258431.5109,258431.5109
2022-02-26T00:00:00+00:00,Bitcoin,39316.16208,8.25639E+11,7.45763E+11,8.25639E+11,22579249142,0.027347592,4826.149873,4359.245612,5801064411,263340.2385,263340.2385
2022-02-25T00:00:00+00:00,Bitcoin,38363.34549,8.0563E+11,7.27658E+11,8.0563E+11,40839699481,0.050692857,4652.795514,4202.476916,15796869349,449039.4278,449039.4278
2022-02-24T00:00:00+00:00,Bitcoin,37372.29268,7.84818E+11,7.08829E+11,7.84818E+11,18507851468,0.023582344,4548.435935,4108.04034,20068647374,398929.5371,398929.5371
2022-02-23T00:00:00+00:00,Bitcoin,38337.20386,8.05081E+11,7.27094E+11,8.05081E+11,22212181617,0.027589986,4654.45552,4203.585507,8491977354,305175.8965,305175.8965
2022-02-22T00:00:00+00:00,Bitcoin,37059.9794,7.7826E+11,7.03004E+11,7.7826E+11,25174914104,0.032347709,4505.846399,4070.144798,15259720691,332638.0661,332638.0661
2022-02-21T00:00:00+00:00,Bitcoin,38514.00854,8.08794E+11,7.30382E+11,8.08794E+11,15998424231,0.019780588,4667.283055,4214.791296,21808268292,366395.8304,366395.8304
2022-02-20T00:00:00+00:00,Bitcoin,40192.75912,8.44048E+11,7.61447E+11,8.44048E+11,11735183838,0.013903456,4843.534904,4369.534149,9230166248,224396.5243,224396.5243
2022-02-19T00:00:00+00:00,Bitcoin,40073.49536,8.41543E+11,7.59882E+11,8.41543E+11,20130002755,0.023920338,4769.262371,4306.463598,14898531158,268355.7178,268355.7178
2022-02-18T00:00:00+00:00,Bitcoin,40562.98695,8.51823E+11,7.70097E+11,8.51823E+11,22270664615,0.026144718,4798.007416,4337.674329,14899529371,367724.7481,367724.7481
2022-02-17T00:00:00+00:00,Bitcoin,44063.28198,9.25329E+11,8.36256E+11,9.25329E+11,16847003857,0.018206503,5199.872405,4699.328889,20795721202,409751.8375,409751.8375
2022-02-16T00:00:00+00:00,Bitcoin,44574.32057,9.36061E+11,8.48321E+11,9.36061E+11,19801081789,0.021153629,5269.363029,4775.451691,16903811866,443069.4902,443069.4902
2022-02-15T00:00:00+00:00,Bitcoin,42634.57378,8.95326E+11,8.08281E+11,8.95326E+11,18090873763,0.020205906,5095.767297,4600.346366,18143428158,558029.3389,558029.3389
2022-02-14T00:00:00+00:00,Bitcoin,42247.83595,8.87205E+11,8.0206E+11,8.87205E+11,12146423251,0.013690668,5130.385281,4638.023242,17179879266,479488.9395,479488.9395
2022-02-13T00:00:00+00:00,Bitcoin,42254.73812,8.8735E+11,7.99547E+11,8.8735E+11,15479727289,0.017444904,5158.321691,4647.912704,4681686142,371114.507,371114.507
2022-02-12T00:00:00+00:00,Bitcoin,42445.38877,8.91353E+11,8.03707E+11,8.91353E+11,23279080010,0.026116562,5154.252973,4647.437431,4671653672,512185.2387,512185.2387
2022-02-11T00:00:00+00:00,Bitcoin,43628.13953,9.16191E+11,8.26942E+11,9.16191E+11,27877618434,0.030427739,5307.248434,4790.254453,15111226845,697198.8677,697198.8677
2022-02-10T00:00:00+00:00,Bitcoin,44383.88806,9.32062E+11,8.4134E+11,9.32062E+11,19780565063,0.021222378,5460.494783,4929.000715,19676715850,865762.8012,865762.8012
2022-02-09T00:00:00+00:00,Bitcoin,44184.44751,9.27873E+11,8.37407E+11,9.27873E+11,29024977265,0.031281183,5583.970381,5039.539916,17363440034,645065.0797,645065.0797
2022-02-08T00:00:00+00:00,Bitcoin,43910.92999,9.2213E+11,8.33393E+11,9.2213E+11,24171856714,0.026213082,5681.851734,5135.084142,17635087511,646972.4359,646972.4359
2022-02-07T00:00:00+00:00,Bitcoin,42475.54322,8.91986E+11,8.04942E+11,8.91986E+11,13206494655,0.014805713,5592.397481,5046.664172,24711688380,639404.2853,639404.2853
2022-02-06T00:00:00+00:00,Bitcoin,41493.69005,8.71367E+11,7.86295E+11,8.71367E+11,16752051696,0.019225013,5482.085384,4946.864167,10130563354,439498.6077,439498.6077
2022-02-05T00:00:00+00:00,Bitcoin,41673.83955,8.75151E+11,7.77355E+11,8.75151E+11,25347215344,0.02896326,5432.68616,4825.599236,17268998128,566446.8704,566446.8704
2022-02-04T00:00:00+00:00,Bitcoin,37101.35159,7.79128E+11,7.03003E+11,7.79128E+11,16136299995,0.020710707,4783.19014,4315.846725,14194727714,588432.0789,588432.0789
2022-02-03T00:00:00+00:00,Bitcoin,37000.9825,7.77021E+11,7.00646E+11,7.77021E+11,16709908527,0.021505103,4764.272987,4295.982428,12722092512,398849.8792,398849.8792
2022-02-02T00:00:00+00:00,Bitcoin,38835.69494,8.1555E+11,7.36102E+11,8.1555E+11,17109120250,0.020978639,4944.067003,4462.437346,9500902247,449799.4181,449799.4181
2022-02-01T00:00:00+00:00,Bitcoin,38555.53446,8.09666E+11,7.27905E+11,8.09666E+11,17731563487,0.021899843,4913.750237,4417.555306,15428997863,556358.1863,556358.1863
2022-01-31T00:00:00+00:00,Bitcoin,37983.1515,7.97646E+11,7.1957E+11,7.97646E+11,11807185114,0.014802534,4882.41988,4404.513743,16154646474,511741.44,511741.44
2022-01-30T00:00:00+00:00,Bitcoin,38232.17873,8.02876E+11,7.22829E+11,8.02876E+11,14178650232,0.017659831,4809.644676,4330.122915,13828380056,409835.9478,409835.9478
2022-01-29T00:00:00+00:00,Bitcoin,37852.57903,7.94904E+11,7.17027E+11,7.94904E+11,19214103304,0.024171597,4619.352409,4166.791814,12715925561,457633.8894,457633.8894
2022-01-28T00:00:00+00:00,Bitcoin,37276.83956,7.82814E+11,7.02311E+11,7.82814E+11,22057410457,0.02817709,4454.678376,3996.572791,17757109906,479851.8355,479851.8355
2022-01-27T00:00:00+00:00,Bitcoin,36870.44017,7.74279E+11,7.00166E+11,7.74279E+11,26756873750,0.034557137,4300.135363,3888.529657,17889159310,427272.8905,427272.8905
2022-01-26T00:00:00+00:00,Bitcoin,36988.92851,7.76767E+11,7.00571E+11,7.76767E+11,46168918585,0.059437243,4243.327023,3827.083113,14835864956,439447.2871,439447.2871
2022-01-25T00:00:00+00:00,Bitcoin,36774.00714,7.72254E+11,6.96465E+11,7.72254E+11,36385158449,0.047115523,4229.769486,3814.66152,14304624663,397833.7608,397833.7608
2022-01-24T00:00:00+00:00,Bitcoin,36306.40944,7.62435E+11,6.87576E+11,7.62435E+11,22865032969,0.029989501,4171.742641,3762.145652,21211366570,434873.0434,434873.0434
2022-01-23T00:00:00+00:00,Bitcoin,35180.43546,7.38789E+11,6.66221E+11,7.38789E+11,35517336417,0.048075065,3997.698885,3605.020153,7214121060,284125.3173,284125.3173
2022-01-22T00:00:00+00:00,Bitcoin,36508.79979,7.66685E+11,6.92855E+11,7.66685E+11,38296960033,0.049951375,4076.705451,3684.129241,18395152894,380877.4414,380877.4414
2022-01-21T00:00:00+00:00,Bitcoin,40707.68241,8.54861E+11,7.74236E+11,8.54861E+11,20930163211,0.024483694,4505.778356,4080.819694,26596698743,449004.2622,449004.2622
2022-01-20T00:00:00+00:00,Bitcoin,41749.55143,8.76741E+11,7.90508E+11,8.76741E+11,19626113310,0.022385314,4582.283581,4131.588715,11465908425,410284.6153,410284.6153
2022-01-19T00:00:00+00:00,Bitcoin,42395.45879,8.90305E+11,8.03962E+11,8.90305E+11,18897950050,0.021226386,4623.118956,4174.764773,11731247204,360530.8248,360530.8248
2022-01-18T00:00:00+00:00,Bitcoin,42298.34112,8.88265E+11,8.00823E+11,8.88265E+11,17694929626,0.019920774,4618.07015,4163.458536,11639028501,403011.1377,403011.1377
2022-01-17T00:00:00+00:00,Bitcoin,43119.79214,9.05516E+11,8.16326E+11,9.05516E+11,14452346389,0.01596035,4710.486083,4246.520027,12464251577,383411.8039,383411.8039
2022-01-16T00:00:00+00:00,Bitcoin,43226.65027,9.0776E+11,8.168E+11,9.0776E+11,14651008625,0.016139744,4656.878369,4190.249821,5781670498,278119.312,278119.312
2022-01-15T00:00:00+00:00,Bitcoin,43120.85451,9.05538E+11,8.16129E+11,9.05538E+11,20238314435,0.022349494,4586.371796,4133.534648,7587630971,322889.8263,322889.8263
2022-01-14T00:00:00+00:00,Bitcoin,42608.41001,8.94777E+11,8.06511E+11,8.94777E+11,43905745871,0.049068947,4469.691363,4028.776105,11145637501,402331.9463,402331.9463
2022-01-13T00:00:00+00:00,Bitcoin,43981.87733,9.23619E+11,8.3246E+11,9.23619E+11,28250302540,0.030586518,4570.172815,4119.106116,12135327528,448619.7852,448619.7852
2022-01-12T00:00:00+00:00,Bitcoin,42777.21102,8.98321E+11,8.09622E+11,8.98321E+11,22813557398,0.025395762,4397.452708,3963.249903,12074803709,486251.2806,486251.2806
2022-01-11T00:00:00+00:00,Bitcoin,41869.85906,8.79267E+11,7.92408E+11,8.79267E+11,27984634062,0.03182723,4345.762661,3916.461944,17941622133,532573.959,532573.959
2022-01-10T00:00:00+00:00,Bitcoin,41862.36099,8.7911E+11,7.91649E+11,8.7911E+11,18016718174,0.02049428,4385.024252,3948.766119,12044366438,481492.498,481492.498
2022-01-09T00:00:00+00:00,Bitcoin,41756.66232,8.7689E+11,7.92893E+11,8.7689E+11,23337017233,0.026613395,4354.897271,3937.74154,4817581615,316084.4198,316084.4198
2022-01-08T00:00:00+00:00,Bitcoin,41527.19704,8.72071E+11,7.87736E+11,8.72071E+11,79685254648,0.091374718,4267.158446,3854.493409,8153950569,409672.448,409672.448
2022-01-07T00:00:00+00:00,Bitcoin,43216.45868,9.07546E+11,8.19523E+11,9.07546E+11,26366602397,0.029052646,4407.449302,3979.97127,16283683352,592552.3737,592552.3737
2022-01-06T00:00:00+00:00,Bitcoin,43647.14751,9.1659E+11,8.27723E+11,9.1659E+11,31837641246,0.034734874,4463.501112,4030.747708,14351643013,621394.4212,621394.4212
2022-01-05T00:00:00+00:00,Bitcoin,45938.02427,9.64699E+11,8.76243E+11,9.64699E+11,24895990584,0.025807017,4683.858671,4254.382979,18500829554,719238.8998,719238.8998
2022-01-04T00:00:00+00:00,Bitcoin,46531.14086,9.77154E+11,8.8033E+11,9.77154E+11,21890019532,0.022401812,4657.227453,4195.754317,12115238186,605788.9615,605788.9615
2022-01-03T00:00:00+00:00,Bitcoin,47387.21217,9.95131E+11,8.97536E+11,9.95131E+11,33756128242,0.033921275,4671.465115,4213.321277,13821035145,556991.0233,556991.0233
2022-01-02T00:00:00+00:00,Bitcoin,47816.07768,1.00414E+12,9.04552E+11,1.00414E+12,18904585811,0.018826688,4672.031167,4208.680919,6331069634,434546.5459,434546.5459
2022-01-01T00:00:00+00:00,Bitcoin,46319.65109,9.72713E+11,8.76193E+11,9.72713E+11,25895349605,0.026621787,4377.484866,3943.118508,4680218032,437068.3263,437068.3263
2021-12-31T00:00:00+00:00,Bitcoin,47191.86839,9.91029E+11,8.92649E+11,9.91029E+11,23753871435,0.023968891,4295.22704,3868.834943,16623436379,814037.5688,814037.5688
2021-12-30T00:00:00+00:00,Bitcoin,46506.99465,9.76647E+11,8.74314E+11,9.76647E+11,26348739119,0.026978778,4243.740099,3799.082228,17891556688,847312.2548,847312.2548
2021-12-29T00:00:00+00:00,Bitcoin,47725.14805,1.00223E+12,9.02656E+11,1.00223E+12,29538983233,0.029473313,4398.594003,3961.589709,19725526702,767390.1615,767390.1615
