"date";"txHash";"txNoteUser";"fromAddress";"fromTagsUser";"fromNoteUser";"fromTags";"toAddress";"toTagsUser";"toNoteUser";"toTags";"tokenName";"tokenAddress";"tokenSymbol";"value";"usdPrice"
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0x6fc8896eb3841ee373863587148abd09d372f824";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"1274027,201576300000000000";""
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0x5770333165f73c40b80420265ca9d6b91519b106";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"79999,000000000000000000";""
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0x6f0287171b9880bc42aea7c6809900c396decd36";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"1439999,000000000000000000";""
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0x9f41cecc435101045ea9f41d4ee8c5353f77e5d5";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"39761681,193918000000000000";""
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0xb947458128d182c76a270c3fadaf4441e5e37fa2";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"718007,960000000000000000";""
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0x091c1b02f7afa1d5e3fe4ec61bcb6f3a0e3f4c24";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"79999,000000000000000000";""
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0x2d5ec2c21e343389c04613030194094105f7872c";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"1239999,000000000000000000";""
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0x097a3a6ce1d77a11bda1ac40c08fdf9f6202103f";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"408075,145899828000000000";""
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0xbac8f2448239f371eb793b83b82945bfac741ae0";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"29999999,000000000000000000";""
"2020-09-16 23:40:52";"0xd47bc3c3dd4c3535186461ff31c52c52e9c9f19a09b52ef3f83a79972782ad2f";"";"0x8fdb3816fe10e16aaa9b12b3c4688c873efe2eca";"";"";"";"0x9b1920cd2bc81c027802c616497e2b822c3cbc85";"";"";"";"Uniswap";"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984";"UNI";"8999999,000000000000000000";""
