sender,receiver,amount,amount_usd,currency,date
0xbc841ee29642776bf3cff0685b0f66e0ecf0d265,0xa87bc75b757ce14ee9e9de194fd7ff88df5a5037,3954.060682,16150.7882,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0xbc841ee29642776bf3cff0685b0f66e0ecf0d265,0xce84867c3c02b05dc570d0135103d3fb9cc19433,347.9478803,413.0908405,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-06
0xbc841ee29642776bf3cff0685b0f66e0ecf0d265,0x0e41ff2cfde662d65dacdb5f63f6f6128d5090c9,439.9861627,1195.745571,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0xbc841ee29642776bf3cff0685b0f66e0ecf0d265,0x0e41ff2cfde662d65dacdb5f63f6f6128d5090c9,1030.307,2792.227073,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-09
0xbc841ee29642776bf3cff0685b0f66e0ecf0d265,0x0e41ff2cfde662d65dacdb5f63f6f6128d5090c9,521.1276995,1172.136132,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-11
0xbc841ee29642776bf3cff0685b0f66e0ecf0d265,0x0e41ff2cfde662d65dacdb5f63f6f6128d5090c9,1397.106911,3165.465575,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-14
0xbc841ee29642776bf3cff0685b0f66e0ecf0d265,0x0e41ff2cfde662d65dacdb5f63f6f6128d5090c9,10.04235268,8.692220429,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-10-05
0xbcb3ec1a243d44c205637c91b0ccdd3b7cd0e521,0x8f75a47c5a8949aee8d3f01e59e6992564d011ca,36.52476089,181.8020482,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0xbcb3ec1a243d44c205637c91b0ccdd3b7cd0e521,0xce84867c3c02b05dc570d0135103d3fb9cc19433,160.72589,445.6008486,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0xbcb3ec1a243d44c205637c91b0ccdd3b7cd0e521,0x8798249c2e607446efb7ad49ec89dd1865ff4272,112.5487896,330.5502883,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0xbcb3ec1a243d44c205637c91b0ccdd3b7cd0e521,0x795065dcc9f64b5614c407a6efdc400da6221fb0,401.9853624,456.8842065,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-19
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xce84867c3c02b05dc570d0135103d3fb9cc19433,56.16465109,392.405644,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xce84867c3c02b05dc570d0135103d3fb9cc19433,159.6846053,751.6611053,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xce84867c3c02b05dc570d0135103d3fb9cc19433,376.5253575,1102.678038,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xce84867c3c02b05dc570d0135103d3fb9cc19433,708.2810575,1562.310813,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-06
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xce84867c3c02b05dc570d0135103d3fb9cc19433,708.6933254,2137.774172,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xce84867c3c02b05dc570d0135103d3fb9cc19433,506.9254545,1322.196383,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-08
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xce84867c3c02b05dc570d0135103d3fb9cc19433,309.7287849,743.8422483,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-09
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0x795065dcc9f64b5614c407a6efdc400da6221fb0,1063.370139,2749.166357,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xe18e833352c4482f5aa071ca12fe551e8cb3385d,170.0755869,365.2213935,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-11
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0x795065dcc9f64b5614c407a6efdc400da6221fb0,209.629375,476.5179653,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-11
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0x795065dcc9f64b5614c407a6efdc400da6221fb0,166.4773066,403.6122149,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-12
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xce84867c3c02b05dc570d0135103d3fb9cc19433,361.4769219,915.8971374,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-13
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0x795065dcc9f64b5614c407a6efdc400da6221fb0,45.10222116,58.59184575,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-16
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0x795065dcc9f64b5614c407a6efdc400da6221fb0,69.34386577,105.2793395,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-19
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0x795065dcc9f64b5614c407a6efdc400da6221fb0,22.46385903,34.70444125,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-21
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0xb7b195d5c5c69ab31acbed398971f24552f2ee7e,76.880241,102.4664091,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-25
0x282a7c8e7a60d4ff28441ff4a528430d8d3957c4,0x795065dcc9f64b5614c407a6efdc400da6221fb0,91.51464185,127.1010789,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-29
0xade1478b9f8b4dbdbd8d50fe33ae9bf502002015,0x8798249c2e607446efb7ad49ec89dd1865ff4272,15.66690467,44.62771604,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-09
0xade1478b9f8b4dbdbd8d50fe33ae9bf502002015,0x680a025da7b1be2c204d7745e809919bce074026,15.06014421,44.88342028,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0xade1478b9f8b4dbdbd8d50fe33ae9bf502002015,0x8798249c2e607446efb7ad49ec89dd1865ff4272,15.61054327,46.52376264,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0xade1478b9f8b4dbdbd8d50fe33ae9bf502002015,0x795065dcc9f64b5614c407a6efdc400da6221fb0,60.89039357,139.9050946,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-14
0xade1478b9f8b4dbdbd8d50fe33ae9bf502002015,0x795065dcc9f64b5614c407a6efdc400da6221fb0,30,41.70836449,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-25
0xade1478b9f8b4dbdbd8d50fe33ae9bf502002015,0x795065dcc9f64b5614c407a6efdc400da6221fb0,19.91195297,28.48687877,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-27
0xade1478b9f8b4dbdbd8d50fe33ae9bf502002015,0xce84867c3c02b05dc570d0135103d3fb9cc19433,20,28.61284256,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-27
0xadb802a87832129de40052805f3bc9d56689e136,0x795065dcc9f64b5614c407a6efdc400da6221fb0,3489.853812,5012.061561,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-27
0xe414a701d3206a0cbab8c7ff96798926d53e3892,0xce84867c3c02b05dc570d0135103d3fb9cc19433,23.5323849,188.9198233,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xff018b6ee4df6ee7829008729005cf96fa7a2b68,0xce84867c3c02b05dc570d0135103d3fb9cc19433,886.429516,1431.824183,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-06
0xa10e28d74fcbb2213b845dc483ab32f0d391169f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,156.1191973,774.4795651,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0xa10e28d74fcbb2213b845dc483ab32f0d391169f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,241.6575478,344.1962627,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-24
0xa10e28d74fcbb2213b845dc483ab32f0d391169f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,277.2422046,397.2856579,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-27
0x8eed038016d6465386ca2b788fb91ffaeaf1755a,0x246f45ae6abf99ade00bd12d95cec398e6df486d,10,6.730625033,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-10-19
0x8eed038016d6465386ca2b788fb91ffaeaf1755a,0x246f45ae6abf99ade00bd12d95cec398e6df486d,383.7553378,264.4292989,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-10-22
0x8eed038016d6465386ca2b788fb91ffaeaf1755a,0x74de5d4fcbf63e00296fd95d33236b9794016631,393.7553378,235.1592449,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-09
0xad84c244cc7199f4cb956acea3e21d4ff37be835,0xce84867c3c02b05dc570d0135103d3fb9cc19433,66.20802922,412.6045782,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0xad84c244cc7199f4cb956acea3e21d4ff37be835,0x795065dcc9f64b5614c407a6efdc400da6221fb0,156.2792543,400.0689205,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-13
0xad78fe6e15f3214e463f573557ed3d33783a1b29,0xce84867c3c02b05dc570d0135103d3fb9cc19433,35.14355995,271.4917226,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x3ada347a2c817d4dae26535f817a4141bce34378,0xce84867c3c02b05dc570d0135103d3fb9cc19433,1168.969054,8495.656177,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x3ada347a2c817d4dae26535f817a4141bce34378,0xce84867c3c02b05dc570d0135103d3fb9cc19433,513.0395159,4152.013279,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,27.02939278,188.1363807,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,94.17649898,438.1896033,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,184,526.8296528,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-06
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,116.4297656,330.8106175,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,37.20078438,102.9265865,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-08
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0x8798249c2e607446efb7ad49ec89dd1865ff4272,44.91234395,126.5038239,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-09
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,568.3907309,1623.116908,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-09
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,86.38899115,252.8299949,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0x8798249c2e607446efb7ad49ec89dd1865ff4272,68.58109115,200.8697743,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0x8798249c2e607446efb7ad49ec89dd1865ff4272,172.9806769,377.885156,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-11
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0x8798249c2e607446efb7ad49ec89dd1865ff4272,42.53084693,115.535443,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-12
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,216.1972867,536.2574178,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-12
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,151.7534103,387.3532948,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-13
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0x8798249c2e607446efb7ad49ec89dd1865ff4272,823.2539254,1856.240632,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-15
0x1ce1977c4381c6fa89365c62996fa7191562a28f,0x795065dcc9f64b5614c407a6efdc400da6221fb0,3946.434115,8266.254554,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-15
0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,0x22c4ff929b4e420a8fd85a3eecb755988b1473e1,37.27173748,301.3731009,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,0x22c4ff929b4e420a8fd85a3eecb755988b1473e1,101.5259854,771.205541,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,0x22c4ff929b4e420a8fd85a3eecb755988b1473e1,279.4612628,832.1003899,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-06
0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,0x22c4ff929b4e420a8fd85a3eecb755988b1473e1,221.3132628,596.0044622,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,0x22c4ff929b4e420a8fd85a3eecb755988b1473e1,393.1513274,1077.145317,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-08
0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,0x22c4ff929b4e420a8fd85a3eecb755988b1473e1,448.7704889,1119.667282,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-09
0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,0x22c4ff929b4e420a8fd85a3eecb755988b1473e1,217.8216857,632.9459011,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,0x22c4ff929b4e420a8fd85a3eecb755988b1473e1,28.43427042,61.24800275,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-11
0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,0x22c4ff929b4e420a8fd85a3eecb755988b1473e1,1825.499219,4294.130822,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-13
0x9e8458c4d9670ca5ce6e72edfa250ef2aba1d6f1,0x122fb42a66fc027a437f635842329e9dc6de151b,123.5083167,902.5699902,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x9e8458c4d9670ca5ce6e72edfa250ef2aba1d6f1,0xce84867c3c02b05dc570d0135103d3fb9cc19433,123.5083167,367.74059,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0x53ef4320e06c5eaec9e60e4bb40d694d8b103ce2,0x0e972bcec4d60a19b039b7bbb2e9e63e595137e2,789.2769659,2075.796817,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0x53ef4320e06c5eaec9e60e4bb40d694d8b103ce2,0xce84867c3c02b05dc570d0135103d3fb9cc19433,180.4907054,443.8372506,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-08
0x53ef4320e06c5eaec9e60e4bb40d694d8b103ce2,0x0e972bcec4d60a19b039b7bbb2e9e63e595137e2,254.1008826,601.5965183,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0x53ef4320e06c5eaec9e60e4bb40d694d8b103ce2,0x0e972bcec4d60a19b039b7bbb2e9e63e595137e2,0,0,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-11
0x53ef4320e06c5eaec9e60e4bb40d694d8b103ce2,0x0e972bcec4d60a19b039b7bbb2e9e63e595137e2,639.0947777,1576.105596,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-14
0x53ef4320e06c5eaec9e60e4bb40d694d8b103ce2,0xf6657bbcfeb5c2746e8c609e35018a5a8caa13fb,866.1414894,1192.375725,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-27
0x53ef4320e06c5eaec9e60e4bb40d694d8b103ce2,0x795065dcc9f64b5614c407a6efdc400da6221fb0,1214.684318,731.7513243,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-01
0x53ef4320e06c5eaec9e60e4bb40d694d8b103ce2,0x795065dcc9f64b5614c407a6efdc400da6221fb0,533.3507229,613.7586434,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-15
0x31a24954b3ced204d6e0772c49f7aac8f81de604,0xce84867c3c02b05dc570d0135103d3fb9cc19433,44.59596523,224.597158,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0x6117947ce25c55eccd9a18da8724de41108e9a4a,0xce84867c3c02b05dc570d0135103d3fb9cc19433,17.73164875,151.4071757,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x6117947ce25c55eccd9a18da8724de41108e9a4a,0x74c7145e853101b14c81764b312e3b64e05698f1,600,4318.113613,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x3bc9b7f2c53ffe6382685afc28d78051c43699b5,0xce84867c3c02b05dc570d0135103d3fb9cc19433,1970.538401,8779.29247,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0x3bc9b7f2c53ffe6382685afc28d78051c43699b5,0xce84867c3c02b05dc570d0135103d3fb9cc19433,43.37754803,70.06650969,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-06
0x3bc9b7f2c53ffe6382685afc28d78051c43699b5,0x795065dcc9f64b5614c407a6efdc400da6221fb0,86.97547004,218.8738322,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-13
0x3bc9b7f2c53ffe6382685afc28d78051c43699b5,0xba87dc891945dbb3caeeaf822de208d7ea89b298,69.07034388,86.99862033,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-29
0x3bc9b7f2c53ffe6382685afc28d78051c43699b5,0xce84867c3c02b05dc570d0135103d3fb9cc19433,56.68412144,37.43095555,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-10-24
0x3bc9b7f2c53ffe6382685afc28d78051c43699b5,0x8798249c2e607446efb7ad49ec89dd1865ff4272,43.54803458,34.54480655,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-13
0xcc46a60634f3ca22237a89ba382fe77358948a3d,0x4938960c507a4d7094c53a8cddcf925835393b8f,750,6003.018379,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0xcc46a60634f3ca22237a89ba382fe77358948a3d,0xbcf1878ef3bc4bc46da1838e0b18842afc8b7a9b,750,5480.825186,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0xb6d3623576af6fd08dc2103f9c9d8de5f069e1fe,0xce84867c3c02b05dc570d0135103d3fb9cc19433,260.569,2836.113215,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xb6d3623576af6fd08dc2103f9c9d8de5f069e1fe,0xe73891893745ff8d03c961f6b8693b8df710bc3e,388.8,3866.985928,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xdba942ccfb8d2d31f77260a67b14137c6d268596,0xce84867c3c02b05dc570d0135103d3fb9cc19433,43.48807835,472.2810367,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xcc7e633c00c4cf37c286dec0ccd963dea8e94cca,0xce84867c3c02b05dc570d0135103d3fb9cc19433,233.1815042,555.1056011,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0xeaff3fe6716f656ce2bb9696849cc5dc7ff295ef,0xc8d02f2669ef9aabe6b3b75e2813695aed63748d,567.7978671,5777.149435,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xeaff3fe6716f656ce2bb9696849cc5dc7ff295ef,0xce84867c3c02b05dc570d0135103d3fb9cc19433,115.2569816,1168.301226,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xeaff3fe6716f656ce2bb9696849cc5dc7ff295ef,0x4938960c507a4d7094c53a8cddcf925835393b8f,151.2646658,1223.101054,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0xeaff3fe6716f656ce2bb9696849cc5dc7ff295ef,0xce84867c3c02b05dc570d0135103d3fb9cc19433,512.1651093,3495.377311,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0xeaff3fe6716f656ce2bb9696849cc5dc7ff295ef,0xce84867c3c02b05dc570d0135103d3fb9cc19433,4500.137196,31322.92064,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xeaff3fe6716f656ce2bb9696849cc5dc7ff295ef,0xce84867c3c02b05dc570d0135103d3fb9cc19433,4517.361227,12571.60193,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0xeaff3fe6716f656ce2bb9696849cc5dc7ff295ef,0xce84867c3c02b05dc570d0135103d3fb9cc19433,7690.654663,23068.371,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0x04b2f53b45096ba3995ce99a3d72fbb0f84ecb0f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,13461.95678,136456.9885,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xfe53c42a8190e60193fb08b02ded76a05b45f85c,0xce84867c3c02b05dc570d0135103d3fb9cc19433,129.1360927,1005.649095,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xfe53c42a8190e60193fb08b02ded76a05b45f85c,0x3903a3e8df5daad25b638dcbbc20e68da2d0c13a,316.4622773,386.3943906,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-10-01
