value,timestamp,address
28.95973895,2020-10-11T23:21:22+00:00,0xc04f44994170536a73ce1acb8c6c68dcab198a06
766.637356,2020-10-17T08:35:26+00:00,0x64b6db7f857d560a3e2377a2d4f4acec4f9239cf
-572.7256101,2020-09-27T04:51:15+00:00,0xc88d64f1fcfc99740567810b0b16d68e9deb3af4
205.205814,2020-11-05T14:23:58+00:00,0x98fc0f7a2483072b2a33f373126cbd0740cc4338
-10,2020-09-28T11:04:54+00:00,0x37f2cd12632b0063b15695ad082ee2dd41b6cc78
221.3250672,2020-10-21T18:13:17+00:00,0xef89060245fa4b73500891a6fbb33fac60d0458a
0.763328111,2020-09-17T00:08:11+00:00,0x6b008f39339772914dbc30233296f0016bbbead9
-121.7078577,2020-09-18T04:39:51+00:00,0x4e624c8ed77b8a3231d5335a3861a82632d996ad
316.8282125,2020-09-21T08:09:46+00:00,0xbe78e74018d4c5d45b5779df7d51cb916c7855fc
3907.513664,2020-09-19T07:08:20+00:00,0xd500b8462be1b5fd21faca2de1475537e8cb1115
49,2020-10-05T15:21:58+00:00,0xd3a5bd87f5d3195f785af1448fe5ae6d5d2ebcd7
638.3035583,2020-10-05T04:46:56+00:00,0x67e6a4e705745f2028b66b8916b95a6289d216a0
-237.5465071,2020-09-19T11:58:28+00:00,0x1ba18a1b86586e0b439fc0802921f9b8eb19766e
275,2020-09-17T21:58:02+00:00,0xc4b5150a38d4aaa8db3b41bc15600a19d9e2e8d6
44.75971179,2020-09-23T03:52:04+00:00,0x76588c3757fd06a69be431a7dcb6613379070961
1118.429949,2020-09-19T22:10:14+00:00,0xae0e79053129434edfa5d08162b4d60e042522ef
880.2018455,2020-09-25T05:20:44+00:00,0x6875f4f57dfb0d36508cf52330d524c63f3aa772
-34.90708785,2020-09-29T03:39:20+00:00,0x718843175775772447ec68d75ce9fe7ed6059753
156.197701,2020-09-19T02:15:10+00:00,0x40f547dc65d3eed43797d72748570a91aa2a64e6
-27.15086691,2020-09-27T19:11:06+00:00,0xa789fc275002514a1cb562e4e9e7bf8c733bc687
0.559959556,2020-09-21T08:44:25+00:00,0xe32c81c39dfeb5331433833ff2e310de65e21ed7
161.7593737,2020-09-22T05:36:23+00:00,0x7f85cf44e446a4b1aace2a28774e88cd6d4e3441
23716.63826,2020-09-27T12:45:46+00:00,0x90a7998fdad2b8e77bfd6cb39862a433e118bd3c
500,2020-09-21T10:55:53+00:00,0xd1983e5283a59dde57e951b2a01d246a8881db14
150.4622939,2020-10-09T06:48:21+00:00,0x9bebc5bcea7c5fe51aaa33d25b8bc832c6feef16
384.5729614,2020-10-10T15:42:50+00:00,0x9b0b9e947440f34a1562cab176a7309708275a1a
74.07039501,2020-09-18T04:01:53+00:00,0xc6325211cc8536e7eff10bbfe6e551e6751e3bb8
165.214313,2020-11-16T04:16:19+00:00,0x16b542fde8249d6ebf0ec0056ac5ee4449c7897c
191.1062796,2020-10-04T07:51:44+00:00,0x35adb52288d669620aa2ec9b380cc36f054018e6
282.0318504,2020-09-18T09:38:43+00:00,0x9a74c0d5ac8a7c53a72b406812618b9cffcf9e28
-16.48238298,2020-10-07T12:14:51+00:00,0xf000119de69bb738d6ea0bed26f3d04bb74b520b
4740.395761,2020-11-20T07:36:18+00:00,0x5d4c91cccfd1231d99531e00762bd518d6a748a2
-1290,2020-11-15T15:59:21+00:00,0xc193ae16165bc02a79e7a374ce604e08ac5b59cd
725.7685332,2020-09-18T10:47:33+00:00,0xe7b80338fe1645af7e6e1d160f538e04241b9288
31.18735375,2020-11-21T01:02:30+00:00,0xd1d732b691096e9558ada5516d8b224a7ed0d685
-482.365026,2020-11-20T10:04:49+00:00,0xc94c0f67fcd9637c5bc17a8d7d7016e753868c0b
52.17819482,2020-11-04T14:15:55+00:00,0x0357d3c948106d769bc7db4e786df5c8e7ba2a05
