value,timestamp,address
34.63933256,2020-09-01T01:31:41+00:00,0xc04f44994170536a73ce1acb8c6c68dcab198a06
129.9459727,2020-09-05T19:13:47+00:00,0x07e3a678fac8af6525216b9520b304a78b809743
34095.629,2020-09-11T13:38:38+00:00,0x28420fe46fcb7949d24c595c9d4ce0819d1b8ff6
4596.861417,2020-09-09T16:27:31+00:00,0x8f492f2df0546dceacfefb8f22fb9d87b6a48b81
1545.690213,2020-09-03T15:18:32+00:00,0x64b6db7f857d560a3e2377a2d4f4acec4f9239cf
1001.784524,2020-09-06T07:33:30+00:00,0x17bd33b1b5d12e0a6b1e26e916e5684a964f6829
98.66961539,2020-09-05T10:41:58+00:00,0xf462a21ae1aafa6e383953aa5d28803131298818
572.7256101,2020-09-01T19:56:56+00:00,0xc88d64f1fcfc99740567810b0b16d68e9deb3af4
2942.153488,2020-09-15T15:00:08+00:00,0x98fc0f7a2483072b2a33f373126cbd0740cc4338
3712.27427,2020-09-05T10:56:02+00:00,0xd8e5f116bef7ea8dcf83cad688f8601393b7491a
103102.7295,2020-09-13T00:16:41+00:00,0x1729f93e3c3c74b503b8130516984ced70bf47d9
10,2020-09-08T06:18:21+00:00,0x37f2cd12632b0063b15695ad082ee2dd41b6cc78
3385.411505,2020-09-05T18:20:31+00:00,0x940118850597341ece7a47629b683abc96d724b9
14.61474624,2020-09-05T10:57:49+00:00,0xef89060245fa4b73500891a6fbb33fac60d0458a
2000.922596,2020-09-02T02:55:45+00:00,0x357ad9662364aed7316acbdbc76a193983e7c731
314.9254807,2020-09-05T14:15:19+00:00,0x91b1a6df84f1560cdba8a92f9a4e733fe49e66d0
54.39149112,2020-09-02T07:43:53+00:00,0x7c37c1a76e20cb34343aaacec6be7b67d37c367e
14.47034505,2020-09-15T22:43:10+00:00,0x6b008f39339772914dbc30233296f0016bbbead9
121.7078577,2020-09-13T04:37:25+00:00,0x4e624c8ed77b8a3231d5335a3861a82632d996ad
600,2020-09-03T09:57:37+00:00,0x06ef30e3c5fad2d49d2786ec6f7fea255e964d4f
7903.091901,2020-09-03T14:03:39+00:00,0xb2266738e1fe3d38eb2651f1e77f8e022678ed8d
55.4475957,2020-09-01T03:03:30+00:00,0x336587078694b8da95d6100c3e2e82a16c919799
27.82689921,2020-09-01T23:33:49+00:00,0xc1e2589821feff351e87f568647658c76e59656c
603.243974,2020-09-02T13:57:13+00:00,0xbe72729b68d661b98711b05d8963e4397361d0d1
956.522585,2020-09-09T23:18:25+00:00,0xf4985e21cf0b493c379c431b40ea46b2d4de74a5
153.8360451,2020-09-03T00:27:26+00:00,0xbe78e74018d4c5d45b5779df7d51cb916c7855fc
46.04284998,2020-09-15T21:54:41+00:00,0x2212e6814c26137563629da2ff3bbeec2001d5ba
1429.810311,2020-09-16T10:32:10+00:00,0xd500b8462be1b5fd21faca2de1475537e8cb1115
42.52041689,2020-09-01T10:07:29+00:00,0x1bc3af148bbc97a4e556381e5fd68d94b35bae1a
163.82485,2020-09-03T18:36:35+00:00,0x1a044611b07ff7924e39b9df2c3570f96a366255
216.6275344,2020-09-10T09:20:42+00:00,0x4e4ee2dc25811b252d73dc3436703b4a3591dd11
1117.889886,2020-09-11T06:03:22+00:00,0x4fd50e8534d0b7342e8d9e0d1e732ab150898add
451.61,2020-09-01T00:16:17+00:00,0x9521bc51956adfabab1e3c5040c676a1de3b3f1d
164.4926867,2020-09-13T12:44:25+00:00,0xd3a5bd87f5d3195f785af1448fe5ae6d5d2ebcd7
3.435552,2020-09-13T04:55:15+00:00,0xbef0f67db57cddce72b46808376607a05e8d687d
240.2188624,2020-09-02T12:26:23+00:00,0x27a281611c501fc3a421a2f0d2cc433163c461ad
39924.73,2020-09-06T13:35:27+00:00,0x135b96df488b903b79ad978eee4a43f18b19f8f1
237.5465071,2020-09-01T11:22:50+00:00,0x1ba18a1b86586e0b439fc0802921f9b8eb19766e
