,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,tokenID,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
16,12378489,2021-05-06 03:58:19,0x0e5151e8e787f5e0536e1fa66e94059197402e65af436eb1d26cbe9fe69a3140,392,0x74ea70148e362922cca39060b213e0f4523090a12b7efdffba3dec703a5f83eb,0x0000000000000000000000000000000000000000,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,2406.0,Uniswap V3: Positions NFT,UNI-V3-POS,0,53,440349,49000000000,397518,2642322,deprecated,2887878
17,12550557,2021-06-01 19:43:49,0x29e4a562834c12613d1732410cd24d9b782e63da65b3194bedf2a8cd1aee79bf,395,0xa1675808e3c37c00880412c811b4f43971f3c1931d5f44d9da273bedd72cd9ba,0x0000000000000000000000000000000000000000,0xae03233307865623aaef76da9ade669b86e6f20a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1.3810023802751492e+48,VISOR,VISOR,0,128,421068,39000000000,280712,10478511,deprecated,2715810
18,12942083,2021-08-01 21:39:44,0x2740b9a96b1bfa22f40f0c13c1eaed1eba5f73444fa4f18ba9170bb03ff6899e,403,0x19ff2b7e9989a84eb8b2707207828838bf26ac56cb9bbe11699d78f43dea3a1b,0x0000000000000000000000000000000000000000,0x021ca7d72f8afeadf7b47300a1aecac5f44c1af1,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,440.0,Evoh: Sushi Frens,Evoh-SUSHI,0,146,217545,34100000000,145030,13745017,deprecated,2324284
19,13992798,2022-01-12 20:09:35,0xbd19266fb6435dacf57c77648b3c56090d100aa8a33864c5d9ce6e63c47dff25,418,0x65351d7beadadab7ec47581813b42f231050d52a98c1de14e235c9f541055a24,0xee8b01cd020e3ff57f42edd614f429e40439feae,0xed5af388653567af2f388e6224dc7c4b3241c544,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,6377.0,Azuki,AZUKI,0,83,315670,361385028814,237882,5422264,deprecated,1273569
20,13992810,2022-01-12 20:11:39,0x94583c0897e1ecdcab5553fec6baadb3febd3415ba7bb21d7b0baf4d352c3e17,419,0x3f5fda6acaf05c9488a825df2246808e5fdcfc0c042868d02d74b55de1097514,0xd6a49e83d27f19c24a82bdb808439dd84146bfac,0xed5af388653567af2f388e6224dc7c4b3241c544,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,8834.0,Azuki,AZUKI,0,247,268090,228264533291,201282,17310687,deprecated,1273557
21,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1694.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
22,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1695.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
23,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1696.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
24,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1697.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
25,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1698.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
26,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1699.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
27,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1700.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
28,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1701.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
29,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1702.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
30,14017741,2022-01-16 16:48:27,0xe0ea64f2c6d1e2e242047fcd112015b699e3081c2faaf86560f8317b24fb057e,420,0xbfe95f54531d951bdb36aa1d2bad03534346cb7929b3f09525923f834f2da6bc,0x0000000000000000000000000000000000000000,0xab3a40cb800f50bd547a973787bdf2b2f8cd048a,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,1703.0,DegenWaifus,DW,0,75,439869,125039775168,288258,4897860,deprecated,1248626
31,14100389,2022-01-29 11:28:14,0x35ea92e71eac435ffe2fa5929eb0246c46c4388988b983d5a16458767ff9d812,96,0xbaafe525fe0136405f251de17b3a20e1f52f8c36482a4df532753895b20120bb,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,0xed5af388653567af2f388e6224dc7c4b3241c544,0xd668cdc2c437797ec1109f8f647ca2dc070d8650,8834.0,Azuki,AZUKI,0,104,241414,91290514876,180779,15121628,deprecated,1165978
32,14428284,2022-03-21 07:07:41,0xe9f4700e7dd2a32e1a4ebebe0c457a36e6347ffa2739b5ba0a1342913a0fe1a8,82,0x17654a424dfb93c98c5d63e235a92a242a9f0b874221a09d26d24e7ad383a261,0x0000000000000000000000000000000000000000,0x080b2b89e7a7014145c198d84f9fbebf124ed2e8,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,6376.0,Gutter Punks Flyer - Azuki,GPFA,0,231,1412966,16389056016,1412966,25163398,deprecated,838083
33,14492275,2022-03-31 06:17:54,0x801ef25ffcb720b9317517961bdd0b011f9d44efff61f3d445398cdd8401734c,136,0xa7541dad172d820f21e3dbb3a1d5de5648b5fa1ca31d8c94b4f62c38512af891,0x0000000000000000000000000000000000000000,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,16344.0,Beanz,BEANZ,0,23,10704720,29592850116,10704720,11596594,deprecated,774092
34,14492275,2022-03-31 06:17:54,0x801ef25ffcb720b9317517961bdd0b011f9d44efff61f3d445398cdd8401734c,136,0xa7541dad172d820f21e3dbb3a1d5de5648b5fa1ca31d8c94b4f62c38512af891,0x0000000000000000000000000000000000000000,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,16345.0,Beanz,BEANZ,0,23,10704720,29592850116,10704720,11596594,deprecated,774092
35,14513222,2022-04-03 12:45:25,0xbaa7b99829d055b725e2c7dee9c9ec9bb2bbc2e1918b04f0a388ff55bd5fdf01,425,0xa011a68e2f7ad7f3cf6132e5b6dfdca5e0a5cd0741ea47d84cdedd070193aaca,0x0000000000000000000000000000000000000000,0x0db9e2f4395a179e4add26b43cfe8e4ea1830b46,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,884.0,Tweet DAO Eggs,TWEETDAO,0,84,146316,36776768485,146316,6411073,deprecated,753145
36,14532838,2022-04-06 14:22:45,0x36bfe918ebcc26fc5a71800a7b47511c0c9c6f96c03843f79f7384b9d7d5105f,37,0xb7dc66d24de66986edd0d6c2b34ae896d8c4133c3dade9fd613e7ba2a030a27e,0x0000000000000000000000000000000000000000,0xf7102baefeaff5cb9d809df4706485f109989566,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,74.0,APPLE,APPLE,0,80,1099299,77840890327,904147,6451547,deprecated,733529
37,14558537,2022-04-10 14:41:57,0x14b2557bb9cd1109ae121a4e401433f5cee371c7d299dc2d55a9ae455d1735f7,1,0x084470bed52853d7db4b1969f4a6ec1cfa54bd2e10af463a7f35e9ec8bc2cf87,0x0000000000000000000000000000000000000000,0xcfecc39fc710493d1bdd9005bea176a5bd4445e4,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,5074.0,Azuki X BAYC,ABAYC,0,88,1161774,22849843613,955391,8356169,deprecated,707830
38,14595154,2022-04-16 08:03:20,0x9a8615d353ea8d471175c686b54a076cbe568fe32574693a946efca666127a55,17,0xf95684b6a384c5bd345ed8581ed6577659496aac586ed2d1b559e3fddce118d8,0x0000000000000000000000000000000000000000,0x95ad727d8676f91af53b80894007e4bc5192cbae,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,19715.0,MegaPark,MP,0,38,5098615,22702012729,3399077,7126797,deprecated,671213
39,14599030,2022-04-16 22:28:51,0x1beb421fde824831fe2d7cd10573dc6bf30cfb647a46ec557d51d642340cd86a,27,0xa507d000825f6c3d250af0ad4aa3fe7e4c062a07f1d10e555fcd06c7a2addc40,0x0000000000000000000000000000000000000000,0x0be3f908f6fbf3321f089e6df88402b6c8d72480,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,74.0,Azuki X BAYC,ABAYC,0,82,1099299,21929535276,904147,6542563,deprecated,667337
40,14601697,2022-04-17 08:22:56,0x0bff13dbc2a9c50dce80c7216c6090d2ed60b719f72ec5d14c264ac5ca988de1,5,0x4202741844922f1dd8e53cc362641ff1d954e5af1c901acae54a02972bd1c9f1,0x0000000000000000000000000000000000000000,0xbdf70ee121bdfbdd38f1a979302af12946783988,0xfde2f3506a56d8dc8e8ff31a57edd0c7ab097f26,6196.0,MindBlowon,MB,0,94,9479132,32715146131,9479132,15000335,deprecated,664670
